date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;5707;413;219;24759;634.8461538461538;5;53839;10767.8;5;53378;10675.6;590;44;4
2013-03-28;7113;557;349;23772;660.3333333333334;5;61842;12368.4;5;64072;12814.4;840;35;4
2013-03-29;6610;774;472;27709;675.829268292683;5;50559;10111.8;3;37508;12502.666666666666;1037;52;5
2013-03-30;7129;642;283;18949;611.258064516129;7;97352;13907.42857142857;4;43001;10750.25;825;24;3
2013-03-31;6685;746;191;25867;699.1081081081081;4;48846;12211.5;4;43330;10832.5;576;29;3
2013-04-01;6761;810;389;26222;609.8139534883721;5;75243;15048.6;6;60910;10151.666666666666;750;41;5
2013-04-02;6757;827;303;22093;631.2285714285714;7;77312;11044.57142857143;6;79952;13325.333333333334;910;55;4
2013-04-03;7071;679;273;25762;525.7551020408164;7;81145;11592.142857142857;5;64410;12882.0;771;47;5
2013-04-04;6969;752;374;24710;484.5098039215686;3;62727;20909.0;4;53341;13335.25;863;53;5
2013-04-05;6939;924;181;24199;474.4901960784314;7;83768;11966.857142857143;5;61979;12395.8;785;43;5
2013-04-06;5100;589;185;38229;659.1206896551724;5;70997;14199.4;3;54096;18032.0;980;8;4
2013-04-07;7648;330;103;27105;713.2894736842105;5;54735;10947.0;4;52899;13224.75;290;41;3
2013-04-08;7313;546;231;26756;608.0909090909091;5;64270;12854.0;5;56257;11251.4;603;64;4
2013-04-09;6315;914;555;24741;515.4375;5;86997;17399.4;6;80641;13440.166666666666;1078;55;4
2013-04-10;6577;1036;393;25384;528.8333333333334;6;81442;13573.666666666666;5;64170;12834.0;1080;68;5
2013-04-11;4869;535;312;27910;558.2;4;31182;7795.5;3;17909;5969.666666666667;745;47;5
2013-04-12;7042;657;320;32483;676.7291666666666;7;70408;10058.285714285714;4;56853;14213.25;919;54;5
2013-04-13;6842;772;431;29929;650.6304347826087;4;92624;23156.0;5;48646;9729.2;699;24;4
2013-04-14;6900;749;369;31425;982.03125;3;73947;24649.0;3;62235;20745.0;651;29;3
2013-04-15;7381;410;352;24626;513.0416666666666;5;89127;17825.4;8;79766;9970.75;448;70;4
2013-04-16;7104;468;409;32783;555.6440677966102;2;25757;12878.5;2;25718;12859.0;762;77;4
2013-04-17;7019;690;275;29513;719.829268292683;4;49765;12441.25;4;43316;10829.0;830;83;5
2013-04-18;6873;860;342;21792;454.0;6;80699;13449.833333333334;6;66714;11119.0;859;95;4
2013-04-19;5880;709;257;29516;476.06451612903226;7;88219;12602.714285714286;6;63287;10547.833333333334;961;44;4
2013-04-20;6584;649;47;29255;609.4791666666666;3;72620;24206.666666666668;4;24534;6133.5;621;13;1
2013-04-21;7534;166;29;15713;523.7666666666667;1;14106;14106.0;2;14434;7217.0;260;11;0
2013-04-22;6506;424;255;32115;629.7058823529412;5;62345;12469.0;6;72251;12041.833333333334;678;112;3
2013-04-23;7302;416;256;21580;490.45454545454544;4;60670;15167.5;5;53285;10657.0;702;103;4
2013-04-24;6890;761;411;19265;493.97435897435895;5;80849;16169.8;5;70153;14030.6;826;50;3
2013-04-25;7172;644;253;28470;482.54237288135596;4;74630;18657.5;3;56455;18818.333333333332;803;19;3
2013-04-26;6999;877;116;25320;550.4347826086956;5;69859;13971.8;5;82600;16520.0;888;69;5
2013-04-27;7319;623;134;27491;687.275;3;55998;18666.0;3;44450;14816.666666666666;676;17;3
2013-04-28;7251;622;238;23399;806.8620689655172;7;74373;10624.714285714286;3;51055;17018.333333333332;1093;38;2
2013-04-29;7352;392;360;28793;479.8833333333333;5;79919;15983.8;5;63819;12763.8;1121;45;4
2013-04-30;7457;420;206;24171;322.28;5;54841;10968.2;2;10704;5352.0;960;59;3
2013-05-01;6909;796;320;18631;454.4146341463415;6;87901;14650.166666666666;6;71664;11944.0;1135;87;5
2013-05-02;7168;539;424;18763;416.9555555555556;3;58160;19386.666666666668;6;80890;13481.666666666666;826;36;4
2013-05-03;5793;340;156;18934;440.3255813953488;1;27581;27581.0;3;52265;17421.666666666668;1356;29;6
2013-05-04;6115;150;3;32512;792.9756097560976;1;30186;30186.0;3;36234;12078.0;713;6;1
2013-05-05;6507;425;813;22486;499.68888888888887;4;59151;14787.75;6;61978;10329.666666666666;855;53;3
2013-05-06;7311;429;305;22410;422.8301886792453;9;66773;7419.222222222223;5;50087;10017.4;591;49;4
2013-05-07;6692;814;174;31949;420.38157894736844;3;53033;17677.666666666668;3;33684;11228.0;907;69;3
2013-05-08;7273;703;90;34432;675.1372549019608;2;36196;18098.0;5;63598;12719.6;709;64;4
2013-05-09;7362;446;290;34396;859.9;4;72473;18118.25;5;60583;12116.6;582;77;2
2013-05-10;7378;447;324;29483;578.0980392156863;6;80965;13494.166666666666;7;71148;10164.0;524;42;3
2013-05-11;7013;669;327;30720;548.5714285714286;6;95802;15967.0;7;78070;11152.857142857143;665;26;3
2013-05-12;7262;402;345;31701;660.4375;2;34292;17146.0;6;51168;8528.0;783;31;2
2013-05-13;7256;435;282;25734;415.06451612903226;4;77184;19296.0;7;57620;8231.42857142857;582;59;3
2013-05-14;7417;341;375;22430;356.031746031746;3;67810;22603.333333333332;4;85559;21389.75;604;51;2
2013-05-15;7274;388;384;26730;594.0;5;68283;13656.6;6;55089;9181.5;621;56;3
2013-05-16;7324;364;296;36520;608.6666666666666;5;85289;17057.8;8;61519;7689.875;737;48;3
2013-05-17;7051;522;493;36386;627.3448275862069;2;36143;18071.5;6;60113;10018.833333333334;802;20;3
2013-05-18;6569;464;217;23749;383.0483870967742;1;26405;26405.0;5;71213;14242.6;954;14;4
2013-05-19;7757;79;92;20201;381.1509433962264;1;11961;11961.0;2;14999;7499.5;743;20;0
2013-05-20;6547;705;85;25760;677.8947368421053;0;0;0;5;33999;6799.8;804;76;3
2013-05-21;7275;733;0;19340;439.54545454545456;2;43377;21688.5;6;92251;15375.166666666666;687;88;3
2013-05-22;7838;308;62;19706;480.6341463414634;1;25292;25292.0;3;53980;17993.333333333332;483;64;3
2013-05-23;4718;232;3;4807;282.7647058823529;0;0;0;0;0;0;262;17;2
