date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;6050;173;127;12201;1016.75;3;42121;14040.333333333334;4;55814;13953.5;520;14;3
2013-03-28;7285;508;172;20514;586.1142857142858;4;21515;5378.75;4;27835;6958.75;391;9;2
2013-03-29;7038;473;314;37113;824.7333333333333;5;63047;12609.4;5;56871;11374.2;591;21;3
2013-03-30;7341;374;118;29590;1095.9259259259259;7;95704;13672.0;5;64560;12912.0;355;4;3
2013-03-31;7594;129;0;21664;773.7142857142857;3;59152;19717.333333333332;2;36246;18123.0;62;5;1
2013-04-01;7038;750;190;28386;591.375;4;91838;22959.5;5;76024;15204.8;240;20;2
2013-04-02;7588;329;117;18663;504.4054054054054;1;33144;33144.0;1;9604;9604.0;339;6;2
2013-04-03;7327;316;300;32804;1214.962962962963;6;84440;14073.333333333334;4;22964;5741.0;571;40;4
2013-04-04;7376;470;126;42493;1062.325;2;30734;15367.0;4;37476;9369.0;245;23;3
2013-04-05;7188;527;155;33428;777.3953488372093;7;80662;11523.142857142857;5;38555;7711.0;295;8;2
2013-04-06;7684;314;64;35502;1224.2068965517242;4;37835;9458.75;2;23750;11875.0;264;11;2
2013-04-07;7412;369;219;35188;977.4444444444445;4;56735;14183.75;2;45592;22796.0;428;9;2
2013-04-08;7109;573;111;40605;766.1320754716982;4;60321;15080.25;4;55120;13780.0;196;6;2
2013-04-09;7652;327;132;23910;885.5555555555555;3;31424;10474.666666666666;4;30708;7677.0;428;0;2
2013-04-10;7765;161;172;40914;1022.85;6;74457;12409.5;6;76511;12751.833333333334;503;0;4
2013-04-11;7508;430;143;29549;777.6052631578947;7;82728;11818.285714285714;6;87805;14634.166666666666;319;0;2
2013-04-12;7255;431;207;46235;1127.6829268292684;6;79967;13327.833333333334;4;82119;20529.75;426;41;3
2013-04-13;7716;237;79;35846;1194.8666666666666;5;37774;7554.8;2;25351;12675.5;374;14;2
2013-04-14;7839;173;117;28042;876.3125;4;26934;6733.5;1;32673;32673.0;333;7;2
2013-04-15;7346;449;138;28071;719.7692307692307;3;53719;17906.333333333332;1;6930;6930.0;237;10;2
2013-04-16;7909;130;95;23820;486.1224489795918;3;33793;11264.333333333334;0;0;0;199;3;2
2013-04-17;7465;247;364;40936;731.0;5;76222;15244.4;4;25508;6377.0;671;44;3
