date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;5370;722;27;22699;1134.95;4;31529;7882.25;3;29465;9821.666666666666;998;39;6
2013-03-28;6651;382;450;21174;962.4545454545455;2;8797;4398.5;2;8870;4435.0;595;36;10
2013-03-29;6821;831;109;28334;914.0;6;40483;6747.166666666667;6;49152;8192.0;786;54;7
2013-03-30;4104;372;32;24096;777.2903225806451;4;26592;6648.0;1;9141;9141.0;232;21;4
2013-03-31;6156;721;607;46060;2303.0;5;59942;11988.4;2;13508;6754.0;62;0;7
2013-04-01;7308;466;116;29436;1051.2857142857142;3;33526;11175.333333333334;3;51741;17247.0;579;43;5
2013-04-02;7454;276;17;28594;733.1794871794872;5;34808;6961.6;5;39497;7899.4;603;27;10
2013-04-03;6785;599;411;25805;806.40625;7;48137;6876.714285714285;6;49514;8252.333333333334;773;43;9
2013-04-04;7241;506;102;17786;741.0833333333334;0;0;0;1;5700;5700.0;847;45;5
2013-04-05;6893;565;287;26016;1000.6153846153846;3;44754;14918.0;3;14873;4957.666666666667;857;0;6
2013-04-06;6783;306;222;31093;797.2564102564103;5;70275;14055.0;4;48500;12125.0;488;0;15
2013-04-07;7443;313;25;25296;766.5454545454545;4;49840;12460.0;3;48565;16188.333333333334;173;0;3
2013-04-08;6891;596;415;27905;820.7352941176471;5;40913;8182.6;6;44051;7341.833333333333;764;52;6
2013-04-09;7042;346;388;20290;966.1904761904761;3;36299;12099.666666666666;3;44100;14700.0;609;34;10
2013-04-10;7354;490;57;23148;643.0;3;34588;11529.333333333334;4;49387;12346.75;634;24;5
2013-04-11;7237;528;100;25418;770.2424242424242;2;8269;4134.5;1;4005;4005.0;840;46;7
2013-04-12;7267;447;59;28954;761.9473684210526;4;33199;8299.75;5;41467;8293.4;682;56;5
2013-04-13;7697;193;29;27957;582.4375;1;4838;4838.0;1;24119;24119.0;303;11;7
2013-04-14;7960;71;8;17279;383.97777777777776;7;67708;9672.57142857143;2;53011;26505.5;130;0;6
2013-04-15;7084;425;373;29242;1008.3448275862069;5;41158;8231.6;3;30009;10003.0;850;70;7
2013-04-16;7522;353;19;25607;673.8684210526316;5;40164;8032.8;5;43322;8664.4;212;39;6
2013-04-17;6982;599;86;25134;1142.4545454545455;3;31278;10426.0;4;41717;10429.25;642;73;5
2013-04-18;7582;312;110;11788;785.8666666666667;3;18713;6237.666666666667;3;29184;9728.0;712;59;6
2013-04-19;6379;737;120;35923;997.8611111111111;3;24632;8210.666666666666;4;39469;9867.25;848;63;14
2013-04-20;5287;608;158;31561;1972.5625;4;47110;11777.5;3;41287;13762.333333333334;1882;6;12
2013-04-21;7310;82;7;22390;476.3829787234043;4;50217;12554.25;3;41140;13713.333333333334;397;0;9
2013-04-22;6639;532;288;11861;456.1923076923077;4;28051;7012.75;4;44556;11139.0;1191;77;5
2013-04-23;7445;320;22;29812;931.625;6;53600;8933.333333333334;5;56947;11389.4;565;49;3
2013-04-24;7068;394;41;28439;789.9722222222222;2;10874;5437.0;0;0;0;384;11;5
2013-04-25;7240;455;32;24791;953.5;4;31713;7928.25;5;52776;10555.2;720;82;6
2013-04-26;7266;518;78;30517;897.5588235294117;5;40036;8007.2;6;56694;9449.0;760;89;5
2013-04-27;6558;366;929;29068;692.0952380952381;4;67581;16895.25;1;7730;7730.0;639;16;13
2013-04-28;4207;335;12;20609;686.9666666666667;5;33073;6614.6;2;12672;6336.0;203;0;4
2013-04-29;6550;640;389;30574;955.4375;4;28376;7094.0;5;36754;7350.8;421;58;4
2013-04-30;6215;272;38;23628;605.8461538461538;3;50142;16714.0;4;23171;5792.75;515;46;5
2013-05-01;6429;680;115;30517;535.3859649122807;6;36253;6042.166666666667;5;36461;7292.2;666;75;15
2013-05-02;1539;213;18;10865;724.3333333333334;1;4110;4110.0;1;4288;4288.0;767;39;1
2013-05-03;6231;991;4;23430;600.7692307692307;6;69987;11664.5;1;6012;6012.0;2754;65;2
2013-05-04;4458;724;9;27274;514.6037735849056;2;10168;5084.0;2;10974;5487.0;3364;32;3
2013-05-05;5334;1736;546;25656;534.5;3;34991;11663.666666666666;3;16094;5364.666666666667;8193;78;9
2013-05-06;5997;1065;460;29617;470.1111111111111;5;46947;9389.4;5;30763;6152.6;4159;85;9
2013-05-07;7002;759;42;49817;1245.425;5;47267;9453.4;4;40321;10080.25;317;27;3
2013-05-08;5858;558;106;17393;457.7105263157895;5;58263;11652.6;4;42552;10638.0;751;43;3
2013-05-09;5935;518;133;17898;577.3548387096774;5;45792;9158.4;5;48571;9714.2;757;52;8
2013-05-10;7083;725;70;27245;939.4827586206897;4;49976;12494.0;3;14739;4913.0;778;63;4
2013-05-11;7624;195;28;16043;422.1842105263158;3;18342;6114.0;0;0;0;369;1;7
2013-05-12;7518;317;18;26178;688.8947368421053;4;24051;6012.75;4;54100;13525.0;700;4;6
2013-05-13;7144;557;92;29258;1393.2380952380952;2;14090;7045.0;3;18365;6121.666666666667;670;64;6
2013-05-14;7476;353;48;16685;641.7307692307693;4;66907;16726.75;3;44183;14727.666666666666;633;5;7
2013-05-15;7583;361;9;33479;608.709090909091;3;15347;5115.666666666667;3;15601;5200.333333333333;505;78;3
2013-05-16;4577;360;8;29490;1474.5;1;31912;31912.0;0;0;0;895;24;21
2013-05-17;6729;390;56;38515;1925.75;3;41939;13979.666666666666;2;30853;15426.5;572;22;6
2013-05-18;2459;159;6;4333;481.44444444444446;0;0;0;0;0;0;156;11;3
2013-05-19;1358;383;50;6566;345.57894736842104;3;18202;6067.333333333333;2;12983;6491.5;2;0;1
2013-05-20;7592;0;0;7290;364.5;0;0;0;0;0;0;1;0;1
2013-05-23;2188;663;106;18795;552.7941176470588;3;26391;8797.0;1;3888;3888.0;681;39;8
2013-05-24;6592;108;5;16545;472.7142857142857;1;5429;5429.0;1;5749;5749.0;453;14;11
