date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-28;1728;0;0;5858;390.53333333333336;2;30033;15016.5;0;0;0;48;24;1
2013-03-29;8139;142;0;18224;536.0;3;21470;7156.666666666667;6;44021;7336.833333333333;287;36;3
2013-03-30;6668;154;0;3157;526.1666666666666;1;12980;12980.0;1;12424;12424.0;228;26;3
2013-03-31;7639;251;0;15650;411.8421052631579;4;58335;14583.75;1;29448;29448.0;364;26;3
2013-04-01;7995;241;8;26356;599.0;5;79519;15903.8;2;30594;15297.0;381;38;2
2013-04-02;8121;151;6;5367;243.95454545454547;9;83657;9295.222222222223;0;0;0;274;30;2
2013-04-03;8021;240;8;12222;452.6666666666667;2;42066;21033.0;1;19721;19721.0;451;49;2
2013-04-04;8204;73;17;6161;440.07142857142856;1;13884;13884.0;1;7536;7536.0;231;35;2
2013-04-05;7656;208;0;14289;492.7241379310345;3;31081;10360.333333333334;4;46873;11718.25;470;33;2
2013-04-06;7770;331;0;9809;445.8636363636364;0;0;0;0;0;0;647;28;3
2013-04-07;8269;35;0;3163;287.54545454545456;3;29141;9713.666666666666;0;0;0;161;23;2
2013-04-08;7996;254;0;12220;555.4545454545455;2;26393;13196.5;5;64248;12849.6;336;41;2
2013-04-09;8143;111;4;10924;303.44444444444446;3;29975;9991.666666666666;3;42310;14103.333333333334;184;24;2
2013-04-10;8164;111;13;11120;327.05882352941177;5;33175;6635.0;1;4325;4325.0;247;21;2
2013-04-11;8194;82;0;15302;425.05555555555554;4;35580;8895.0;2;33910;16955.0;141;36;2
2013-04-12;8128;162;4;12253;556.9545454545455;2;13840;6920.0;0;0;0;379;45;2
2013-04-13;3918;98;0;5827;291.35;2;29678;14839.0;2;30336;15168.0;229;34;2
2013-04-14;8333;0;0;2684;223.66666666666666;0;0;0;1;19802;19802.0;78;35;1
2013-04-15;7423;238;3;16142;413.8974358974359;4;23838;5959.5;3;42510;14170.0;405;47;2
2013-04-16;8237;14;0;6531;225.20689655172413;2;28983;14491.5;0;0;0;94;35;1
2013-04-17;8121;133;0;13005;371.57142857142856;6;94049;15674.833333333334;4;65687;16421.75;249;74;2
2013-04-18;8154;148;0;11806;319.0810810810811;4;81947;20486.75;3;43992;14664.0;254;71;2
2013-04-19;8079;224;3;10799;385.67857142857144;1;18196;18196.0;2;32427;16213.5;509;60;2
2013-04-20;7808;124;0;5626;244.6086956521739;0;0;0;0;0;0;205;34;2
2013-04-21;8198;84;4;3421;342.1;1;5457;5457.0;0;0;0;201;19;2
2013-04-22;5647;0;0;3842;426.8888888888889;1;22747;22747.0;0;0;0;88;28;2
2013-04-23;8230;84;5;3912;279.42857142857144;6;62781;10463.5;1;29809;29809.0;207;35;2
2013-04-24;8136;139;4;11558;502.5217391304348;6;89600;14933.333333333334;3;42334;14111.333333333334;253;44;2
2013-04-25;2262;56;0;2561;232.8181818181818;0;0;0;1;11388;11388.0;242;18;2
2013-04-27;1350;6;0;1784;356.8;2;18333;9166.5;0;0;0;63;13;1
2013-04-28;8212;112;0;8214;304.22222222222223;1;12891;12891.0;2;39546;19773.0;206;25;2
2013-04-29;8339;0;0;5575;371.6666666666667;0;0;0;2;39505;19752.5;70;35;1
2013-04-30;601;0;0;534;133.5;0;0;0;0;0;0;33;0;1
2013-05-10;7366;196;0;20554;685.1333333333333;3;69325;23108.333333333332;2;14798;7399.0;436;51;4
2013-05-12;7764;0;0;7890;292.22222222222223;2;18803;9401.5;0;0;0;85;27;1
2013-05-13;7811;268;5;14574;485.8;3;18132;6044.0;3;28369;9456.333333333334;729;0;3
2013-05-14;5533;0;0;3246;249.69230769230768;1;7303;7303.0;1;10062;10062.0;77;27;1
2013-05-15;8292;0;0;17349;444.84615384615387;3;15258;5086.0;2;37536;18768.0;91;65;1
2013-05-16;301;0;0;120;60.0;0;0;0;0;0;0;50;28;1
2013-05-29;1925;3;0;4547;324.7857142857143;2;9448;4724.0;2;9492;4746.0;40;4;1
2013-05-31;1168;63;0;12638;2527.6;2;9598;4799.0;0;0;0;150;12;0
2013-06-01;2084;0;0;4459;445.9;0;0;0;0;0;0;70;0;0
2013-05-11;0;0;0;987;246.75;0;0;0;1;7848;7848.0;51;25;1
2013-05-30;0;0;0;0;0;0;0;0;0;0;0;7;0;0
