date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;6087;237;3;18868;2096.4444444444443;5;58187;11637.4;3;46476;15492.0;455;56;4
2013-03-28;7349;337;79;21552;567.1578947368421;5;58565;11713.0;3;45081;15027.0;573;30;4
2013-03-29;7570;473;58;27585;1253.8636363636363;4;29439;7359.75;3;27589;9196.333333333334;682;75;3
2013-03-30;6723;560;102;29730;1025.1724137931035;3;60729;20243.0;2;37881;18940.5;370;14;4
2013-03-31;7541;16;9;22842;993.1304347826087;6;82732;13788.666666666666;4;61778;15444.5;107;27;3
2013-04-01;7266;287;75;24212;968.48;7;76094;10870.57142857143;3;45451;15150.333333333334;651;60;4
2013-04-02;7869;241;64;13785;313.29545454545456;7;76923;10989.0;3;37050;12350.0;413;28;3
2013-04-03;7790;237;35;29135;1079.0740740740741;7;72097;10299.57142857143;6;60584;10097.333333333334;447;113;3
2013-04-04;7484;527;78;27799;1029.5925925925926;8;86636;10829.5;5;54004;10800.8;728;45;4
2013-04-05;7277;280;60;31887;966.2727272727273;1;6070;6070.0;3;18093;6031.0;664;64;3
2013-04-06;7320;240;16;20612;1212.4705882352941;7;90691;12955.857142857143;5;78209;15641.8;353;34;2
2013-04-07;7013;235;19;12325;385.15625;3;52949;17649.666666666668;2;42400;21200.0;453;32;3
2013-04-08;7502;409;44;32463;1047.1935483870968;5;55368;11073.6;4;53283;13320.75;499;83;4
2013-04-09;7104;504;6;15901;883.3888888888889;4;79277;19819.25;5;61063;12212.6;499;50;3
2013-04-10;7463;494;79;1381;690.5;5;58694;11738.8;4;56580;14145.0;461;45;4
2013-04-11;7494;445;61;31950;939.7058823529412;4;47501;11875.25;4;43040;10760.0;537;33;4
2013-04-12;7927;275;5;0;0;3;19326;6442.0;2;11922;5961.0;303;84;3
2013-04-13;7463;38;5;10587;407.1923076923077;1;6188;6188.0;3;45310;15103.333333333334;278;2;1
2013-04-14;6978;386;98;25579;639.475;5;79712;15942.4;2;58872;29436.0;819;17;3
2013-04-15;7675;374;21;26088;790.5454545454545;6;63580;10596.666666666666;5;52792;10558.4;586;140;4
2013-04-16;8186;88;0;3237;809.25;2;24130;12065.0;2;24127;12063.5;158;28;2
2013-04-17;7732;369;0;23907;1494.1875;5;90569;18113.8;4;73595;18398.75;449;95;4
2013-04-18;7605;397;86;15796;718.0;1;8576;8576.0;2;13700;6850.0;706;87;4
2013-04-19;7547;358;13;3820;382.0;1;10516;10516.0;1;6084;6084.0;309;10;2
2013-04-20;4418;210;10;15409;616.36;0;0;0;1;4199;4199.0;258;7;1
2013-04-21;7806;235;57;19792;449.8181818181818;4;25216;6304.0;1;6942;6942.0;440;26;2
2013-04-22;7340;335;6;24511;597.829268292683;4;43028;10757.0;5;45258;9051.6;471;67;4
2013-04-23;7890;193;49;20114;574.6857142857143;3;50421;16807.0;3;46457;15485.666666666666;360;116;2
2013-04-24;7300;288;0;17427;622.3928571428571;2;40352;20176.0;2;30378;15189.0;307;25;2
2013-04-25;7901;345;1;13921;535.4230769230769;4;66902;16725.5;4;55568;13892.0;405;100;3
2013-04-26;7134;429;18;26021;839.3870967741935;2;38443;19221.5;2;36577;18288.5;460;105;3
2013-04-27;8110;111;0;15824;479.5151515151515;6;65809;10968.166666666666;3;43088;14362.666666666666;304;6;3
2013-04-28;7965;173;0;7848;313.92;1;15472;15472.0;1;10442;10442.0;236;39;2
2013-04-29;7804;234;12;22065;711.7741935483871;3;59123;19707.666666666668;3;49199;16399.666666666668;399;85;3
2013-04-30;8001;189;4;12735;303.2142857142857;4;90864;22716.0;2;47287;23643.5;276;75;2
2013-05-01;7870;228;9;23167;594.025641025641;1;26102;26102.0;6;70187;11697.833333333334;465;123;3
2013-05-02;8077;188;0;18674;565.8787878787879;1;21740;21740.0;1;21739;21739.0;340;55;3
2013-05-03;7814;249;14;21309;852.36;5;78479;15695.8;6;54635;9105.833333333334;433;71;4
2013-05-04;7408;146;33;13550;376.3888888888889;4;81996;20499.0;3;67074;22358.0;427;5;1
2013-05-05;8067;107;21;7797;410.36842105263156;1;10259;10259.0;3;72268;24089.333333333332;206;55;2
2013-05-06;7478;518;13;21631;569.2368421052631;2;35798;17899.0;2;34465;17232.5;652;130;4
2013-05-07;5027;89;3;7219;802.1111111111111;0;0;0;0;0;0;217;49;2
2013-05-08;3059;245;26;13766;860.375;4;21571;5392.75;3;17833;5944.333333333333;384;121;3
2013-05-09;7696;381;29;13338;370.5;1;5441;5441.0;3;25301;8433.666666666666;508;63;2
2013-05-10;7744;372;0;18985;999.2105263157895;2;20815;10407.5;2;13314;6657.0;648;114;3
2013-05-11;8234;62;13;3638;242.53333333333333;0;0;0;0;0;0;98;7;1
2013-05-12;8251;36;0;24647;795.0645161290323;1;31611;31611.0;2;63653;31826.5;72;13;1
