date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;6422;135;0;17237;1325.923076923077;3;46351;15450.333333333334;3;29213;9737.666666666666;330;12;1
2013-03-28;7927;214;5;20372;636.625;5;43002;8600.4;2;14970;7485.0;257;26;2
2013-03-29;8019;137;0;16969;530.28125;2;27651;13825.5;3;33257;11085.666666666666;350;32;2
2013-03-30;7742;236;0;41076;1416.4137931034484;7;72721;10388.714285714286;3;31468;10489.333333333334;346;9;4
2013-03-31;7944;14;0;48977;1959.08;8;84806;10600.75;1;7606;7606.0;37;1;1
2013-04-01;7786;282;21;37782;1642.695652173913;7;47592;6798.857142857143;4;47604;11901.0;440;22;3
2013-04-02;7956;180;40;14179;708.95;4;46090;11522.5;4;28280;7070.0;459;4;4
2013-04-03;7507;438;9;20703;900.1304347826087;1;27071;27071.0;3;47613;15871.0;525;24;4
2013-04-04;6546;660;16;23431;836.8214285714286;3;28754;9584.666666666666;3;44438;14812.666666666666;614;15;13
2013-04-05;6815;109;0;15272;727.2380952380952;5;40718;8143.6;3;28905;9635.0;224;11;2
2013-04-06;7909;199;1;26004;1130.608695652174;2;42395;21197.5;3;14361;4787.0;527;9;4
2013-04-07;7362;337;2;22492;702.875;3;41403;13801.0;6;59452;9908.666666666666;669;8;7
2013-04-08;8115;116;0;8038;401.9;5;53664;10732.8;4;41922;10480.5;274;15;1
2013-04-09;7992;241;0;25223;813.6451612903226;4;46538;11634.5;2;38316;19158.0;398;6;3
2013-04-10;6787;722;41;29490;737.25;4;43249;10812.25;1;6942;6942.0;1830;25;12
2013-04-11;4861;231;97;14991;999.4;3;29535;9845.0;2;15833;7916.5;454;24;5
2013-04-12;7786;292;2;28457;948.5666666666667;6;52659;8776.5;7;68204;9743.42857142857;305;55;2
2013-04-13;7760;197;17;25822;759.4705882352941;1;32823;32823.0;1;8063;8063.0;510;4;4
