date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;5473;497;23;8155;453.05555555555554;3;18343;6114.333333333333;1;5750;5750.0;631;23;4
2013-03-28;8068;151;0;22986;1641.857142857143;6;63842;10640.333333333334;3;26157;8719.0;276;40;2
2013-03-29;7969;173;5;31552;1434.1818181818182;5;46231;9246.2;4;48824;12206.0;400;46;2
2013-03-30;7107;526;5;23771;642.4594594594595;2;12721;6360.5;1;8676;8676.0;721;7;6
2013-03-31;7732;64;0;45930;2417.3684210526317;4;75494;18873.5;4;75221;18805.25;121;4;1
2013-04-01;7542;150;33;18782;647.6551724137931;3;40888;13629.333333333334;2;10630;5315.0;474;37;4
2013-04-02;7251;168;55;6985;436.5625;5;42552;8510.4;3;50774;16924.666666666668;215;3;2
2013-04-03;7683;245;13;28305;615.3260869565217;6;61707;10284.5;3;63094;21031.333333333332;512;56;2
2013-04-04;8181;71;0;29091;1939.4;5;38676;7735.2;2;17012;8506.0;269;48;2
2013-04-05;7681;218;38;43087;1025.8809523809523;4;53574;13393.5;3;54784;18261.333333333332;632;42;2
2013-04-06;7614;29;1;9005;346.34615384615387;1;23067;23067.0;1;20168;20168.0;243;3;1
2013-04-07;7432;382;17;31752;635.04;5;56609;11321.8;2;16418;8209.0;453;4;2
2013-04-08;7761;319;6;35372;982.5555555555555;4;40918;10229.5;4;24310;6077.5;539;48;3
2013-04-09;8002;96;19;13006;565.4782608695652;7;105293;15041.857142857143;2;17836;8918.0;326;67;2
2013-04-10;7880;251;7;19941;643.258064516129;2;46241;23120.5;1;28250;28250.0;494;43;2
2013-04-11;5234;137;3;10081;720.0714285714286;3;31298;10432.666666666666;2;32798;16399.0;413;67;2
2013-04-12;7709;162;28;11921;794.7333333333333;2;34030;17015.0;2;36812;18406.0;400;65;2
2013-04-13;8073;36;0;15974;420.36842105263156;0;0;0;0;0;0;97;6;1
2013-04-14;5647;583;22;8338;297.7857142857143;2;35836;17918.0;2;41321;20660.5;381;8;1
2013-04-15;7884;236;31;14988;499.6;7;88633;12661.857142857143;3;41459;13819.666666666666;507;27;3
2013-04-16;6520;133;4;3711;206.16666666666666;3;17003;5667.666666666667;4;44816;11204.0;190;26;2
2013-04-17;1819;22;0;1281;256.2;1;18751;18751.0;1;18703;18703.0;68;2;1
2013-04-18;8158;78;19;11840;657.7777777777778;2;15752;7876.0;1;8538;8538.0;225;93;2
2013-04-19;7765;268;41;22966;820.2142857142857;6;83649;13941.5;5;93254;18650.8;393;62;3
2013-04-20;7667;142;3;19324;378.9019607843137;5;76305;15261.0;4;46649;11662.25;362;2;4
2013-04-21;7726;13;1;31984;652.734693877551;6;60656;10109.333333333334;5;69800;13960.0;240;10;3
2013-04-22;8074;73;8;6607;367.05555555555554;3;29995;9998.333333333334;1;12938;12938.0;170;20;2
2013-04-23;8041;88;26;11953;351.55882352941177;7;80417;11488.142857142857;5;56190;11238.0;249;45;2
2013-04-24;8023;113;11;16316;494.42424242424244;7;77579;11082.714285714286;1;11635;11635.0;283;24;2
2013-04-25;7906;194;28;21910;706.7741935483871;8;73785;9223.125;6;65109;10851.5;410;94;2
2013-04-26;7716;261;20;23655;675.8571428571429;3;35335;11778.333333333334;2;34438;17219.0;519;78;3
2013-04-27;7403;471;33;16644;475.54285714285714;5;67700;13540.0;5;74279;14855.8;330;31;3
2013-04-28;8188;5;0;15654;460.4117647058824;3;28032;9344.0;0;0;0;103;8;1
2013-04-29;7984;96;0;10529;701.9333333333333;6;32909;5484.833333333333;3;16897;5632.333333333333;225;17;2
2013-04-30;7595;150;5;8672;510.11764705882354;4;38083;9520.75;4;55550;13887.5;537;31;3
2013-05-01;7819;269;1;16833;765.1363636363636;8;69526;8690.75;4;49569;12392.25;333;74;2
2013-05-02;4022;55;0;11062;1005.6363636363636;4;29023;7255.75;1;33463;33463.0;278;29;2
2013-05-03;7540;358;18;33116;413.95;5;59038;11807.6;4;39375;9843.75;482;62;2
2013-05-04;5915;93;14;8107;450.3888888888889;1;19737;19737.0;2;12301;6150.5;116;6;1
2013-05-05;7549;337;15;13710;442.258064516129;1;6900;6900.0;2;11021;5510.5;491;16;2
2013-05-06;5764;186;0;10659;627.0;4;49734;12433.5;2;28026;14013.0;423;67;2
