date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-29;6573;41;5;8937;343.7307692307692;2;7890;3945.0;4;75370;18842.5;179;19;2
2013-03-30;8074;79;41;16912;1691.2;1;6364;6364.0;1;35196;35196.0;256;14;3
2013-03-31;6626;7;0;445;222.5;1;35454;35454.0;1;25736;25736.0;75;1;1
2013-04-01;8108;46;0;7826;372.6666666666667;4;22259;5564.75;0;0;0;267;20;2
2013-04-02;7757;180;124;13504;409.2121212121212;4;42879;10719.75;3;22536;7512.0;429;32;2
2013-04-03;8076;104;0;13892;385.8888888888889;5;80793;16158.6;2;56179;28089.5;240;25;2
2013-04-04;7634;211;111;19997;588.1470588235294;6;60982;10163.666666666666;3;45140;15046.666666666666;414;43;3
2013-04-05;7892;155;88;11894;313.0;5;60276;12055.2;2;43643;21821.5;390;35;4
2013-04-06;7457;365;30;12464;519.3333333333334;6;78192;13032.0;5;49564;9912.8;558;33;5
2013-04-07;7973;71;24;8820;326.6666666666667;5;28867;5773.4;2;37696;18848.0;295;20;3
2013-04-08;8178;66;0;4273;267.0625;4;47857;11964.25;2;35689;17844.5;172;16;2
2013-04-09;8019;170;0;5385;256.42857142857144;5;55259;11051.8;2;40623;20311.5;469;29;3
2013-04-10;7512;293;34;19609;392.18;3;50888;16962.666666666668;2;37287;18643.5;422;31;4
2013-04-11;7950;99;75;12857;389.6060606060606;4;61930;15482.5;1;34911;34911.0;495;27;4
2013-04-12;7406;289;29;29353;698.8809523809524;6;53519;8919.833333333334;2;35582;17791.0;507;65;3
2013-04-13;3189;44;0;8445;312.77777777777777;1;4204;4204.0;1;4220;4220.0;85;33;1
2013-04-14;7236;294;43;13426;319.6666666666667;4;52095;13023.75;3;39039;13013.0;661;41;7
2013-04-15;7964;59;69;12615;406.93548387096774;4;45374;11343.5;1;24272;24272.0;364;30;4
2013-04-16;7529;164;43;14977;312.0208333333333;2;14754;7377.0;0;0;0;355;79;4
2013-04-17;7774;103;90;12275;314.7435897435897;4;44916;11229.0;0;0;0;391;39;4
2013-04-18;5769;220;101;24241;494.7142857142857;3;23632;7877.333333333333;1;4845;4845.0;586;86;5
2013-04-19;7812;137;8;9414;268.9714285714286;4;33584;8396.0;2;26182;13091.0;330;29;3
2013-04-20;6856;282;29;10957;219.14;3;24183;8061.0;1;21523;21523.0;344;24;4
2013-04-21;6943;117;0;4595;191.45833333333334;1;4769;4769.0;1;26634;26634.0;296;17;4
2013-04-22;7590;227;7;21639;801.4444444444445;4;33520;8380.0;1;26861;26861.0;460;58;2
2013-04-23;7258;276;67;22945;588.3333333333334;5;35999;7199.8;3;28387;9462.333333333334;324;80;2
2013-04-24;4768;142;106;9768;305.25;0;0;0;0;0;0;385;27;7
2013-04-25;6928;349;97;13988;388.55555555555554;4;39386;9846.5;2;38789;19394.5;513;65;5
2013-04-26;7419;239;154;18539;514.9722222222222;2;32674;16337.0;3;40067;13355.666666666666;462;38;3
2013-04-27;7236;142;43;9083;252.30555555555554;1;26390;26390.0;1;29982;29982.0;225;29;2
2013-04-28;14055;584;226;26440;338.97435897435895;9;107946;11994.0;6;82671;13778.5;684;33;5
2013-04-29;8576;76;46;15618;578.4444444444445;3;26356;8785.333333333334;5;32784;6556.8;173;70;2
2013-04-30;7960;1;0;18390;427.6744186046512;4;19815;4953.75;0;0;0;88;39;1
2013-05-01;7658;185;83;17800;395.55555555555554;4;43080;10770.0;2;24751;12375.5;394;77;3
2013-05-02;6675;4;0;7686;349.3636363636364;1;4448;4448.0;1;19724;19724.0;75;45;1
2013-05-04;7256;75;4;4665;518.3333333333334;1;3633;3633.0;0;0;0;250;23;1
2013-05-05;5806;57;18;6095;468.84615384615387;2;7544;3772.0;0;0;0;636;43;4
2013-05-06;6614;167;83;9903;412.625;4;38851;9712.75;6;54307;9051.166666666666;660;101;9
2013-05-10;2637;95;17;9654;804.5;3;17626;5875.333333333333;1;4970;4970.0;342;60;3
2013-05-11;6821;476;36;21345;762.3214285714286;2;13651;6825.5;3;53151;17717.0;673;51;7
2013-05-12;4522;505;365;11149;237.2127659574468;1;9273;9273.0;1;18086;18086.0;332;34;9
2013-05-13;7579;196;41;17946;366.2448979591837;3;37564;12521.333333333334;1;29532;29532.0;788;68;6
2013-05-14;6964;324;55;10909;279.71794871794873;1;27977;27977.0;1;31308;31308.0;841;60;9
2013-05-15;6697;332;123;26832;536.64;2;27396;13698.0;1;30099;30099.0;735;123;6
2013-05-16;7205;294;105;11845;329.02777777777777;2;33378;16689.0;2;34394;17197.0;698;86;12
2013-05-17;7196;270;244;31459;925.2647058823529;4;38734;9683.5;5;36493;7298.6;1169;137;5
2013-05-18;7901;100;45;13149;305.7906976744186;4;49819;12454.75;4;49044;12261.0;309;42;3
2013-05-19;7383;174;16;3710;247.33333333333334;4;43654;10913.5;3;49893;16631.0;612;88;6
2013-05-20;7907;55;85;7995;249.84375;1;24312;24312.0;1;28091;28091.0;424;105;5
2013-05-21;7262;319;84;17643;534.6363636363636;5;45373;9074.6;3;45248;15082.666666666666;653;130;8
2013-05-22;5382;132;63;17478;426.2926829268293;7;35922;5131.714285714285;1;5797;5797.0;341;89;4
2013-05-23;7842;74;40;26010;541.875;7;46501;6643.0;2;20623;10311.5;454;88;8
2013-05-24;6915;518;130;15089;350.90697674418607;8;58848;7356.0;3;38419;12806.333333333334;847;116;11
2013-05-25;6400;247;3;7883;492.6875;1;4164;4164.0;1;4784;4784.0;383;12;8
2013-05-26;1470;350;133;3932;262.1333333333333;2;8591;4295.5;1;4041;4041.0;280;46;8
2013-05-27;7714;133;44;11287;513.0454545454545;3;51577;17192.333333333332;5;54006;10801.2;317;30;8
2013-05-28;5264;89;0;12479;356.54285714285714;3;28967;9655.666666666666;2;13612;6806.0;166;118;1
2013-05-29;6458;205;42;17628;534.1818181818181;2;23879;11939.5;0;0;0;204;90;5
2013-05-30;1997;31;63;6982;367.4736842105263;1;9288;9288.0;1;12028;12028.0;422;45;7
