date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;1404;247;41;10182;1272.75;0;0;0;1;4379;4379.0;317;14;3
2013-03-28;7679;346;0;22443;590.6052631578947;5;46502;9300.4;4;53915;13478.75;276;17;1
2013-03-29;7494;267;58;8879;493.27777777777777;4;40378;10094.5;6;76129;12688.166666666666;255;12;3
2013-03-30;8117;7;0;5749;383.26666666666665;5;49068;9813.6;2;13851;6925.5;57;2;1
2013-03-31;7874;9;0;1774;136.46153846153845;4;43888;10972.0;4;77827;19456.75;44;1;1
2013-04-01;7900;125;76;10609;424.36;3;48219;16073.0;3;67139;22379.666666666668;272;16;2
2013-04-02;7669;380;0;15076;717.9047619047619;3;30319;10106.333333333334;4;51236;12809.0;310;14;4
2013-04-03;5288;30;0;9686;387.44;3;20237;6745.666666666667;2;27223;13611.5;80;1;1
2013-04-04;12193;331;131;19797;618.65625;4;55420;13855.0;3;78075;26025.0;414;28;2
2013-04-05;8159;85;18;17991;719.64;6;65568;10928.0;2;35884;17942.0;132;12;1
2013-04-06;7809;137;16;10394;451.9130434782609;2;24205;12102.5;4;48882;12220.5;201;23;1
2013-04-07;7636;208;30;11505;371.1290322580645;4;36723;9180.75;3;46764;15588.0;211;4;2
2013-04-08;8010;111;5;13657;505.81481481481484;5;58173;11634.6;2;34375;17187.5;136;16;1
2013-04-09;8033;141;21;12300;492.0;4;42582;10645.5;4;50272;12568.0;202;9;2
2013-04-10;8026;88;17;10260;603.5294117647059;3;37928;12642.666666666666;4;54361;13590.25;127;13;1
2013-04-11;7806;322;48;12166;715.6470588235294;3;27864;9288.0;5;54822;10964.4;431;17;2
2013-04-12;7622;361;13;18816;570.1818181818181;1;25652;25652.0;4;59776;14944.0;347;58;3
2013-04-13;7759;109;18;10254;394.38461538461536;3;33606;11202.0;3;28551;9517.0;230;11;3
2013-04-14;8100;41;0;7968;442.6666666666667;4;47503;11875.75;6;93910;15651.666666666666;47;4;1
2013-04-15;8115;105;17;9417;348.77777777777777;2;22451;11225.5;1;8067;8067.0;115;33;1
2013-04-16;8314;0;0;10446;417.84;5;35165;7033.0;3;41465;13821.666666666666;47;4;1
2013-04-17;8122;113;4;10316;644.75;5;63859;12771.8;4;61431;15357.75;131;38;1
2013-04-18;8197;14;0;8474;403.5238095238095;6;44055;7342.5;4;54007;13501.75;47;6;1
2013-04-19;8118;107;8;6965;302.82608695652175;3;28299;9433.0;3;39597;13199.0;211;31;1
2013-04-20;8021;192;20;9960;433.04347826086956;7;61274;8753.42857142857;5;58240;11648.0;210;24;2
2013-04-21;7520;297;10;19912;585.6470588235294;3;23611;7870.333333333333;3;37661;12553.666666666666;268;56;2
2013-04-22;7664;296;1;12194;469.0;4;34016;8504.0;2;32412;16206.0;332;56;3
2013-04-23;7761;325;18;16557;662.28;3;50710;16903.333333333332;3;68907;22969.0;333;41;2
2013-04-24;8102;12;0;7260;453.75;2;30226;15113.0;4;53689;13422.25;57;7;1
2013-04-25;7690;342;4;20536;684.5333333333333;4;37082;9270.5;5;82970;16594.0;384;58;3
2013-04-26;7962;214;0;11744;734.0;2;26906;13453.0;4;20385;5096.25;425;15;1
2013-04-27;7964;170;17;13577;377.1388888888889;5;37146;7429.2;4;56606;14151.5;322;35;2
2013-04-28;7860;113;5;22582;806.5;2;31047;15523.5;2;44819;22409.5;171;46;2
2013-04-29;7327;471;39;14693;473.96774193548384;4;34120;8530.0;4;42895;10723.75;468;46;4
2013-04-30;8114;49;0;5382;336.375;5;45196;9039.2;2;18615;9307.5;52;8;1
2013-05-01;7809;168;47;12701;705.6111111111111;4;31696;7924.0;4;37440;9360.0;148;38;1
2013-05-02;7635;275;26;17891;344.0576923076923;5;37246;7449.2;3;32313;10771.0;317;50;3
2013-05-03;7904;187;5;8927;297.56666666666666;4;36874;9218.5;2;16816;8408.0;136;35;1
2013-05-04;7552;223;23;14260;620.0;2;32490;16245.0;3;50544;16848.0;236;6;2
2013-05-05;8159;2;0;3285;205.3125;3;32203;10734.333333333334;3;22514;7504.666666666667;68;6;1
2013-05-06;7666;168;70;9560;637.3333333333334;2;33835;16917.5;4;60084;15021.0;196;36;1
2013-05-07;8202;12;0;15832;608.9230769230769;4;40203;10050.75;1;22599;22599.0;65;7;1
2013-05-08;7542;440;128;21389;403.5660377358491;3;41354;13784.666666666666;5;68306;13661.2;624;49;2
2013-05-09;8250;6;0;2833;202.35714285714286;2;30742;15371.0;4;54600;13650.0;55;5;2
2013-05-10;7894;185;13;9242;770.1666666666666;4;28647;7161.75;3;63411;21137.0;258;39;1
2013-05-11;7773;267;0;14943;574.7307692307693;4;37882;9470.5;4;75211;18802.75;258;48;3
2013-05-12;8157;18;0;4528;251.55555555555554;6;72593;12098.833333333334;2;10355;5177.5;54;5;1
2013-05-13;8280;0;0;3878;184.66666666666666;5;32310;6462.0;2;36509;18254.5;45;7;1
2013-05-14;8268;8;0;6687;334.35;5;50465;10093.0;6;71569;11928.166666666666;57;7;1
2013-05-15;7769;272;1;5125;427.0833333333333;2;25278;12639.0;5;67677;13535.4;288;26;2
2013-05-16;8228;1;0;4518;502.0;5;42684;8536.8;4;31079;7769.75;63;7;1
2013-05-17;8261;2;0;2218;130.47058823529412;5;47553;9510.6;3;40794;13598.0;64;6;1
2013-05-18;8208;10;0;4259;163.80769230769232;6;61583;10263.833333333334;2;31384;15692.0;53;6;1
2013-05-19;8087;84;0;9268;545.1764705882352;4;46378;11594.5;0;0;0;63;8;1
2013-05-20;8280;0;0;3027;189.1875;3;30984;10328.0;1;3609;3609.0;50;6;1
2013-05-21;8211;8;0;6455;307.3809523809524;2;34084;17042.0;4;38315;9578.75;45;7;1
2013-05-22;8266;2;0;2189;182.41666666666666;2;26801;13400.5;3;43659;14553.0;53;7;1
2013-05-23;6041;110;67;9242;840.1818181818181;4;34854;8713.5;4;46481;11620.25;204;16;1
