date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-28;1060;21;2;6663;1332.6;1;28621;28621.0;0;0;0;138;26;2
2013-03-29;8925;736;174;13015;685.0;2;49183;24591.5;1;14545;14545.0;647;28;5
2013-03-30;10271;22;0;4264;426.4;2;35921;17960.5;0;0;0;392;1;3
2013-03-31;9870;8;0;941;235.25;2;26262;13131.0;1;26580;26580.0;157;1;2
2013-04-01;9801;204;0;5509;211.8846153846154;2;33359;16679.5;1;28543;28543.0;811;48;4
2013-04-02;6916;34;0;1455;363.75;0;0;0;2;11170;5585.0;137;5;2
2013-04-03;499;49;0;415;415.0;1;12520;12520.0;1;12437;12437.0;133;2;2
2013-04-04;9948;282;0;5074;241.61904761904762;2;10312;5156.0;1;11072;11072.0;617;36;5
2013-04-05;10026;168;0;8471;273.258064516129;0;0;0;0;0;0;455;29;4
2013-04-06;826;0;0;1870;467.5;0;0;0;0;0;0;21;8;1
2013-04-08;471;71;0;233;233.0;0;0;0;0;0;0;158;8;2
2013-04-09;695;0;0;71;71.0;0;0;0;0;0;0;45;1;1
2013-04-11;8647;245;0;3618;301.5;1;9181;9181.0;1;9840;9840.0;451;30;4
2013-04-12;10038;89;7;4750;339.2857142857143;2;22796;11398.0;1;15249;15249.0;593;17;5
2013-04-13;9869;124;0;11023;423.96153846153845;5;58694;11738.8;6;43738;7289.666666666667;558;6;6
2013-04-14;9832;95;10;6470;269.5833333333333;4;50524;12631.0;3;29474;9824.666666666666;342;2;4
2013-04-15;8754;305;26;9973;554.0555555555555;3;20520;6840.0;1;7817;7817.0;788;34;5
2013-04-16;10061;133;0;3205;228.92857142857142;0;0;0;0;0;0;393;42;4
2013-04-17;8845;100;0;1819;202.11111111111111;3;16112;5370.666666666667;1;16234;16234.0;237;23;3
2013-04-18;10034;186;0;4649;258.27777777777777;1;7615;7615.0;0;0;0;456;52;4
2013-04-19;9903;226;0;6366;636.6;0;0;0;0;0;0;900;48;5
2013-04-20;8724;146;3;8582;306.5;1;12582;12582.0;1;8653;8653.0;480;16;4
2013-04-21;10128;58;0;7968;442.6666666666667;5;71097;14219.4;0;0;0;497;27;3
2013-04-22;9975;147;0;14838;255.82758620689654;1;6608;6608.0;1;10293;10293.0;392;50;3
2013-04-23;10087;136;0;2808;200.57142857142858;0;0;0;0;0;0;416;46;3
2013-04-24;1123;86;0;414;103.5;0;0;0;0;0;0;201;9;2
2013-04-25;2018;61;0;4953;990.6;0;0;0;0;0;0;318;8;1
2013-04-27;7986;63;0;4295;306.7857142857143;4;67493;16873.25;1;6778;6778.0;354;10;4
2013-04-28;10099;18;6;3377;337.7;0;0;0;0;0;0;407;12;4
2013-04-29;7012;58;0;4856;693.7142857142857;0;0;0;0;0;0;95;29;2
2013-04-30;9933;153;6;8924;330.51851851851853;0;0;0;0;0;0;437;52;4
2013-05-01;2378;56;0;4375;291.6666666666667;0;0;0;0;0;0;225;25;2
2013-05-02;89;0;0;0;0;1;8024;8024.0;0;0;0;11;5;1
2013-05-03;9586;476;0;8574;451.2631578947368;3;28763;9587.666666666666;2;31517;15758.5;817;46;4
2013-05-04;3204;62;12;1567;261.1666666666667;0;0;0;2;15281;7640.5;69;0;1
2013-05-05;7681;16;0;879;879.0;0;0;0;0;0;0;83;0;2
2013-05-06;3715;29;0;4195;199.76190476190476;0;0;0;0;0;0;308;38;3
2013-05-12;984;8;0;5350;314.70588235294116;0;0;0;0;0;0;147;13;1
2013-05-13;2323;2;0;2294;327.7142857142857;1;16312;16312.0;0;0;0;40;34;1
2013-05-15;1636;88;0;1200;240.0;0;0;0;0;0;0;85;20;2
2013-05-18;8888;143;0;4507;409.72727272727275;0;0;0;0;0;0;375;18;5
2013-05-19;6877;204;16;13738;981.2857142857143;1;14418;14418.0;1;10295;10295.0;333;39;7
2013-05-20;9270;326;120;8065;384.04761904761904;6;41164;6860.666666666667;3;19572;6524.0;593;54;5
2013-05-21;8716;813;117;22257;767.4827586206897;5;58470;11694.0;3;53665;17888.333333333332;521;52;4
2013-05-22;8198;961;229;8034;535.6;3;30485;10161.666666666666;1;3903;3903.0;610;54;4
2013-05-23;8239;1126;106;9915;472.14285714285717;3;16495;5498.333333333333;1;27983;27983.0;530;44;6
2013-05-24;8811;767;62;18498;578.0625;3;33638;11212.666666666666;2;36685;18342.5;394;45;3
2013-05-25;10143;108;0;13389;334.725;5;46177;9235.4;1;5442;5442.0;273;31;5
2013-05-26;9803;80;7;8695;255.73529411764707;2;26497;13248.5;1;4157;4157.0;261;45;4
2013-05-27;9236;437;48;24976;520.3333333333334;3;37272;12424.0;2;38397;19198.5;316;63;5
2013-05-28;8685;977;107;11303;262.86046511627904;3;37484;12494.666666666666;2;40121;20060.5;448;49;3
2013-05-29;7145;804;220;26791;669.775;2;19250;9625.0;1;23854;23854.0;602;87;4
2013-05-30;6341;570;46;1717;286.1666666666667;2;27345;13672.5;1;35613;35613.0;21;8;1
