date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;6000;319;22;0;0;1;30949;30949.0;1;33548;33548.0;535;50;3
2013-03-28;7131;542;35;13743;808.4117647058823;0;0;0;3;37947;12649.0;695;67;3
2013-03-29;7603;374;2;14291;1020.7857142857143;3;40206;13402.0;4;47570;11892.5;929;35;3
2013-03-30;7244;527;0;25919;959.9629629629629;3;25456;8485.333333333334;4;45543;11385.75;970;36;4
2013-03-31;6386;450;26;30356;1897.25;1;29430;29430.0;2;33606;16803.0;291;14;7
2013-04-01;7672;336;17;22658;580.974358974359;3;39181;13060.333333333334;2;34909;17454.5;492;41;4
2013-04-02;7638;491;4;21366;763.0714285714286;4;16801;4200.25;3;15929;5309.666666666667;748;43;4
2013-04-03;7623;489;14;10518;618.7058823529412;2;26778;13389.0;1;34073;34073.0;640;53;3
2013-04-04;7419;590;7;14797;1345.1818181818182;4;42852;10713.0;4;48200;12050.0;751;42;3
2013-04-05;7308;572;5;18077;753.2083333333334;1;8626;8626.0;4;46695;11673.75;802;51;5
2013-04-06;7358;471;7;21409;764.6071428571429;3;14374;4791.333333333333;4;54489;13622.25;752;28;3
2013-04-07;7373;381;17;15853;792.65;2;29788;14894.0;2;40376;20188.0;305;30;2
2013-04-08;7757;322;1;27206;755.7222222222222;2;8089;4044.5;3;34053;11351.0;643;56;3
2013-04-09;7651;473;0;18033;1127.0625;7;65630;9375.714285714286;6;54516;9086.0;766;26;3
2013-04-10;7657;486;0;26066;1042.64;6;57388;9564.666666666666;3;14276;4758.666666666667;916;59;4
2013-04-11;7663;356;0;30576;1329.391304347826;3;38840;12946.666666666666;3;40322;13440.666666666666;615;38;4
2013-04-12;7297;593;5;8374;761.2727272727273;2;30855;15427.5;3;42708;14236.0;1060;80;6
2013-04-13;7553;310;0;30695;1395.2272727272727;2;34776;17388.0;1;6945;6945.0;648;24;5
2013-04-14;7835;260;0;22695;732.0967741935484;3;30196;10065.333333333334;6;45224;7537.333333333333;455;42;2
2013-04-15;7773;313;11;20894;633.1515151515151;3;13800;4600.0;5;52833;10566.6;917;113;4
2013-04-16;7783;415;0;33306;1189.5;5;34110;6822.0;5;50275;10055.0;505;51;3
2013-04-17;7542;482;21;33179;1327.16;3;24876;8292.0;3;43188;14396.0;878;76;4
2013-04-18;7311;562;11;23617;1026.8260869565217;2;10023;5011.5;4;45081;11270.25;897;42;3
2013-04-19;7700;345;0;29162;810.0555555555555;1;3982;3982.0;0;0;0;988;71;3
2013-04-20;7833;254;24;26027;867.5666666666667;4;41865;10466.25;0;0;0;415;41;2
2013-04-21;7504;388;5;22264;654.8235294117648;1;29330;29330.0;1;7893;7893.0;461;30;2
2013-04-22;7572;475;3;27816;1112.64;0;0;0;2;30982;15491.0;1125;89;3
2013-04-23;7608;441;0;34062;920.5945945945946;3;39253;13084.333333333334;3;43407;14469.0;724;88;3
2013-04-24;7456;243;7;34322;837.1219512195122;1;6422;6422.0;2;38449;19224.5;612;46;2
2013-04-25;7622;387;9;16621;791.4761904761905;3;18417;6139.0;5;47425;9485.0;732;0;3
2013-04-26;6865;408;13;5506;1101.2;3;13968;4656.0;2;31477;15738.5;833;62;3
2013-04-27;7495;389;21;2634;1317.0;2;31558;15779.0;0;0;0;800;35;5
2013-04-28;6749;717;2;2681;335.125;2;21893;10946.5;5;48935;9787.0;516;65;2
2013-04-29;7552;509;0;18962;653.8620689655172;3;33598;11199.333333333334;4;37551;9387.75;838;79;3
2013-04-30;7637;266;0;25943;1365.421052631579;1;19750;19750.0;3;28827;9609.0;714;110;1
2013-05-01;7575;408;0;20186;469.4418604651163;3;39880;13293.333333333334;3;41599;13866.333333333334;508;34;2
2013-05-02;6682;508;1;13800;766.6666666666666;2;29353;14676.5;3;36231;12077.0;494;46;3
2013-05-03;6762;380;57;4338;361.5;2;36002;18001.0;3;44290;14763.333333333334;453;38;3
2013-05-04;6811;490;29;39945;1174.8529411764705;1;21294;21294.0;3;41200;13733.333333333334;457;45;2
2013-05-05;6778;188;0;18906;590.8125;2;11697;5848.5;2;12360;6180.0;445;38;3
2013-05-06;7548;426;8;15864;547.0344827586207;4;45023;11255.75;2;34806;17403.0;788;95;3
2013-05-07;7466;462;9;0;0;3;31125;10375.0;3;30956;10318.666666666666;645;61;3
2013-05-08;7393;404;15;7803;520.2;1;4370;4370.0;2;29839;14919.5;634;48;2
2013-05-09;7339;497;33;20238;2248.6666666666665;2;10817;5408.5;4;21349;5337.25;1070;77;3
2013-05-10;7037;807;6;8232;357.9130434782609;3;14374;4791.333333333333;3;37060;12353.333333333334;957;80;3
2013-05-11;6542;840;2;25125;1395.8333333333333;2;24127;12063.5;3;30869;10289.666666666666;780;25;3
2013-05-12;7305;614;15;6152;473.2307692307692;1;5149;5149.0;2;28198;14099.0;756;53;2
2013-05-13;7311;634;0;16042;458.34285714285716;1;29530;29530.0;0;0;0;750;114;2
