date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;1435;173;0;18089;1808.9;1;4728;4728.0;1;4319;4319.0;403;33;2
2013-03-28;7751;156;101;12424;477.84615384615387;3;19638;6546.0;2;8156;4078.0;782;15;3
2013-03-29;7360;294;170;39633;1132.3714285714286;4;48607;12151.75;5;53279;10655.8;829;39;2
2013-03-30;7884;181;56;27069;510.7358490566038;5;84344;16868.8;1;22735;22735.0;427;29;2
2013-03-31;6092;1357;26;26648;579.304347826087;5;64518;12903.6;5;55315;11063.0;527;6;1
2013-04-01;7840;250;91;29120;970.6666666666666;6;66665;11110.833333333334;3;59957;19985.666666666668;449;47;3
2013-04-02;8253;28;20;4880;221.8181818181818;5;79460;15892.0;2;21345;10672.5;93;8;2
2013-04-03;7949;130;118;28223;855.2424242424242;5;74107;14821.4;5;28181;5636.2;421;27;2
2013-04-04;5992;1020;125;38098;1313.7241379310344;2;13950;6975.0;2;20237;10118.5;479;27;3
2013-04-05;7905;216;48;30663;730.0714285714286;6;83066;13844.333333333334;3;12783;4261.0;521;27;3
2013-04-06;7424;420;68;41537;1384.5666666666666;1;21514;21514.0;3;43930;14643.333333333334;539;7;2
2013-04-07;7889;211;43;12126;275.59090909090907;0;0;0;1;26392;26392.0;275;43;2
2013-04-08;7626;350;133;32823;729.4;5;62974;12594.8;6;76362;12727.0;431;68;2
2013-04-09;7995;121;66;24938;623.45;3;41443;13814.333333333334;4;21084;5271.0;195;26;2
2013-04-10;8316;0;0;14040;585.0;1;5301;5301.0;0;0;0;36;6;1
2013-04-11;7979;110;145;20515;976.9047619047619;4;40107;10026.75;1;19627;19627.0;291;23;3
2013-04-12;6962;786;78;38197;830.3695652173913;4;41056;10264.0;6;56517;9419.5;1130;57;4
2013-04-13;7294;466;88;29715;1061.25;4;50436;12609.0;1;21771;21771.0;545;12;5
2013-04-14;7712;179;101;28215;829.8529411764706;4;44514;11128.5;3;16555;5518.333333333333;389;9;2
2013-04-15;7649;200;124;26990;642.6190476190476;7;55703;7957.571428571428;0;0;0;523;59;3
2013-04-16;7591;282;54;25672;755.0588235294117;6;50814;8469.0;5;40029;8005.8;322;20;2
2013-04-17;7644;160;152;23010;1045.909090909091;4;31609;7902.25;3;36158;12052.666666666666;401;48;2
2013-04-18;7408;488;73;31228;1007.3548387096774;6;60976;10162.666666666666;3;14753;4917.666666666667;405;34;3
2013-04-19;7483;221;168;31048;1349.9130434782608;5;48446;9689.2;4;20119;5029.75;767;51;3
2013-04-20;4316;324;188;6325;395.3125;1;3600;3600.0;3;19488;6496.0;599;34;3
2013-04-21;7438;255;105;10415;578.6111111111111;5;50410;10082.0;1;9012;9012.0;295;41;2
2013-04-22;7844;140;101;15603;400.0769230769231;3;35982;11994.0;1;6379;6379.0;464;76;2
2013-04-23;7635;171;42;16668;241.56521739130434;4;28541;7135.25;2;36838;18419.0;409;66;1
2013-04-24;7671;271;85;29047;537.9074074074074;8;58393;7299.125;3;15386;5128.666666666667;728;45;2
2013-04-25;6078;1396;274;39153;1186.4545454545455;4;46622;11655.5;4;64071;16017.75;1007;38;5
2013-04-26;8111;82;43;17972;641.8571428571429;3;35907;11969.0;1;4938;4938.0;180;30;2
2013-04-27;8295;0;0;92;92.0;2;48750;24375.0;0;0;0;31;7;1
2013-04-28;690;0;0;0;0;0;0;0;0;0;0;10;3;1
