date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;1829;528;82;13455;791.4705882352941;1;3833;3833.0;1;10014;10014.0;985;52;6
2013-03-28;7070;537;136;11315;377.1666666666667;4;35950;8987.5;4;36644;9161.0;627;27;5
2013-03-29;6186;730;95;15927;663.625;4;53269;13317.25;5;65021;13004.2;759;28;5
2013-03-30;6843;952;45;50280;1523.6363636363637;3;27596;9198.666666666666;4;38712;9678.0;80;8;2
2013-03-31;5778;1389;36;61346;1394.2272727272727;3;27532;9177.333333333334;8;45738;5717.25;70;9;2
2013-04-01;3513;981;94;23166;747.2903225806451;1;4474;4474.0;2;13213;6606.5;260;42;7
2013-04-02;7687;392;9;20260;653.5483870967741;5;45166;9033.2;1;26160;26160.0;447;96;5
2013-04-03;7642;282;79;5655;377.0;2;34303;17151.5;2;31690;15845.0;891;86;6
2013-04-04;7246;596;80;19551;888.6818181818181;3;38070;12690.0;2;38233;19116.5;841;59;7
2013-04-05;7496;393;55;9816;1227.0;4;39376;9844.0;4;37013;9253.25;595;43;7
2013-04-06;5503;669;136;12473;890.9285714285714;3;48315;16105.0;1;7088;7088.0;148;4;5
2013-04-07;4107;577;139;9794;890.3636363636364;1;6926;6926.0;0;0;0;430;32;5
2013-04-08;6323;461;25;614;204.66666666666666;4;32583;8145.75;3;34588;11529.333333333334;763;103;15
2013-04-09;7206;544;40;21670;570.2631578947369;8;66195;8274.375;5;53740;10748.0;282;0;7
2013-04-10;5817;482;123;16104;328.6530612244898;6;45829;7638.166666666667;5;62288;12457.6;0;5;15
2013-04-11;7446;474;53;19725;986.25;4;45514;11378.5;2;7887;3943.5;423;49;5
2013-04-12;7783;261;29;4756;365.84615384615387;6;57663;9610.5;3;31296;10432.0;510;103;6
2013-04-13;8066;99;7;12834;675.4736842105264;4;35291;8822.75;3;28135;9378.333333333334;203;25;5
2013-04-14;7783;151;12;242;242.0;5;54862;10972.4;5;70004;14000.8;102;13;4
2013-04-15;7627;256;61;14695;918.4375;4;37496;9374.0;3;47520;15840.0;611;72;5
2013-04-16;7557;254;44;3986;249.125;5;42001;8400.2;3;34899;11633.0;484;117;4
2013-04-17;7300;451;79;1047;174.5;2;19618;9809.0;2;20428;10214.0;637;114;5
2013-04-18;7733;187;37;15433;321.5208333333333;7;41555;5936.428571428572;5;39882;7976.4;377;75;4
2013-04-19;7647;269;70;24839;605.829268292683;5;39693;7938.6;4;46014;11503.5;501;104;6
2013-04-20;7965;150;76;23615;454.13461538461536;3;41217;13739.0;4;51827;12956.75;458;54;3
2013-04-21;6632;338;70;29305;697.7380952380952;3;25875;8625.0;3;30067;10022.333333333334;347;80;4
2013-04-22;7643;246;53;10140;507.0;1;20363;20363.0;3;40641;13547.0;380;88;3
2013-04-23;7545;279;87;142;71.0;2;19328;9664.0;5;38188;7637.6;658;93;3
2013-04-24;4906;104;18;8677;456.6842105263158;7;42791;6113.0;4;33048;8262.0;115;40;6
2013-04-25;7312;291;39;25607;512.14;4;31663;7915.75;5;38233;7646.6;538;60;4
2013-04-26;7622;222;46;17612;419.3333333333333;6;29986;4997.666666666667;8;49993;6249.125;465;96;4
2013-04-27;6998;326;40;30048;613.2244897959183;6;38133;6355.5;5;44048;8809.6;514;9;4
2013-04-28;5951;325;41;25948;837.0322580645161;4;26537;6634.25;4;27466;6866.5;546;9;3
2013-04-29;4736;429;19;17611;359.40816326530614;4;20903;5225.75;4;24671;6167.75;601;2;4
2013-04-30;7547;271;15;37550;708.4905660377359;3;40783;13594.333333333334;3;43374;14458.0;521;0;4
2013-05-01;7505;281;54;10156;461.6363636363636;3;16177;5392.333333333333;2;28235;14117.5;402;0;4
2013-05-02;7705;288;72;4819;401.5833333333333;4;34129;8532.25;3;39512;13170.666666666666;791;0;6
2013-05-03;7537;303;78;14076;414.0;5;41941;8388.2;5;37868;7573.6;632;45;3
2013-05-04;2963;86;37;24427;904.7037037037037;1;4437;4437.0;2;8971;4485.5;199;8;3
2013-05-05;7089;206;47;12955;381.02941176470586;3;14317;4772.333333333333;2;8143;4071.5;700;55;3
2013-05-06;3868;358;29;18461;439.54761904761904;1;11463;11463.0;2;11909;5954.5;745;77;3
2013-05-07;6801;670;82;2082;231.33333333333334;2;12837;6418.5;2;35262;17631.0;582;48;2
2013-05-08;6112;387;128;29765;708.6904761904761;4;30457;7614.25;3;15250;5083.333333333333;990;68;3
2013-05-09;3783;429;59;10165;847.0833333333334;1;16373;16373.0;1;18196;18196.0;550;36;3
2013-05-10;897;2;0;1422;284.4;0;0;0;0;0;0;10;2;2
2013-05-29;5721;245;63;45203;852.8867924528302;0;0;0;0;0;0;788;99;3
2013-05-30;7170;166;14;10047;558.1666666666666;4;36367;9091.75;4;42642;10660.5;319;30;4
