date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;7772;172;130;1405;200.71428571428572;2;34827;17413.5;0;0;0;281;9;3
2013-03-28;8830;231;317;6598;329.9;0;0;0;0;0;0;525;13;3
2013-03-29;6644;338;127;5659;353.6875;1;4172;4172.0;1;4226;4226.0;241;10;8
2013-03-30;7880;965;116;10106;505.3;8;69999;8749.875;6;31902;5317.0;33;36;5
2013-03-31;7342;529;96;15073;628.0416666666666;4;71566;17891.5;3;64464;21488.0;6;9;13
2013-04-01;8778;298;160;7568;398.3157894736842;1;4459;4459.0;2;16846;8423.0;297;13;12
2013-04-02;9841;200;72;0;0;4;38825;9706.25;3;32829;10943.0;35;16;3
2013-04-03;9007;297;212;13820;658.0952380952381;5;25468;5093.6;4;25884;6471.0;46;20;9
2013-04-04;8964;304;266;9117;396.39130434782606;3;31708;10569.333333333334;2;31991;15995.5;525;22;5
2013-04-05;7871;275;157;5067;281.5;4;19773;4943.25;4;28917;7229.25;541;21;3
2013-04-06;6716;389;315;19140;832.1739130434783;3;26829;8943.0;4;19686;4921.5;781;9;0
2013-04-07;7860;87;63;27876;995.5714285714286;4;36141;9035.25;2;11038;5519.0;380;7;2
2013-04-08;7575;180;43;13984;466.1333333333333;2;14666;7333.0;3;18432;6144.0;370;12;2
2013-04-09;7632;382;36;15870;587.7777777777778;4;70881;17720.25;2;25706;12853.0;406;19;2
2013-04-10;7643;390;32;15922;530.7333333333333;4;34716;8679.0;2;21231;10615.5;274;28;3
2013-04-11;8030;128;0;13949;774.9444444444445;2;11744;5872.0;3;60692;20230.666666666668;223;12;4
2013-04-12;7845;287;52;3738;249.2;7;87942;12563.142857142857;3;35115;11705.0;287;10;3
2013-04-13;7543;222;1;18987;558.4411764705883;3;65890;21963.333333333332;3;60416;20138.666666666668;350;8;4
2013-04-14;7736;338;0;25097;643.5128205128206;5;75425;15085.0;2;21591;10795.5;239;1;1
2013-04-15;7808;223;76;12726;454.5;3;61998;20666.0;2;27327;13663.5;236;11;2
2013-04-16;7812;291;18;9710;746.9230769230769;3;33024;11008.0;3;59663;19887.666666666668;356;12;3
2013-04-17;7816;277;27;14637;406.5833333333333;2;17074;8537.0;1;9588;9588.0;190;31;3
2013-04-18;7861;215;63;13633;545.32;0;0;0;1;28010;28010.0;429;15;3
2013-04-19;7541;299;205;20832;1157.3333333333333;4;70792;17698.0;1;30198;30198.0;661;37;4
2013-04-20;7398;252;62;10592;557.4736842105264;1;27909;27909.0;0;0;0;486;1;4
2013-04-21;6653;699;12;18756;521.0;2;25230;12615.0;4;27842;6960.5;336;7;3
2013-04-22;7664;374;23;13456;498.3703703703704;5;49855;9971.0;3;19216;6405.333333333333;375;19;2
2013-04-23;7282;559;55;10247;320.21875;0;0;0;2;36118;18059.0;563;18;5
2013-04-24;7389;430;24;21027;618.4411764705883;4;34820;8705.0;5;73775;14755.0;808;17;4
2013-04-25;7886;246;9;7014;350.7;0;0;0;1;30584;30584.0;229;14;3
2013-04-26;7839;247;13;9662;345.07142857142856;2;39040;19520.0;2;39049;19524.5;287;17;2
2013-04-27;7358;345;108;10427;325.84375;4;41422;10355.5;3;61873;20624.333333333332;332;5;3
2013-04-28;7228;636;106;18639;665.6785714285714;2;47772;23886.0;0;0;0;133;1;1
2013-04-29;7526;289;19;15548;647.8333333333334;1;35525;35525.0;0;0;0;226;20;3
2013-04-30;7422;487;24;18240;608.0;5;86125;17225.0;2;33779;16889.5;430;9;3
2013-05-01;8064;87;54;4129;275.26666666666665;1;14644;14644.0;0;0;0;465;18;3
2013-05-02;7752;383;8;11300;491.30434782608694;5;82503;16500.6;2;30972;15486.0;344;12;2
2013-05-03;7566;323;18;16525;324.01960784313724;2;14608;7304.0;0;0;0;608;11;3
2013-05-04;2771;70;1;3491;317.3636363636364;1;4211;4211.0;0;0;0;383;13;5
2013-05-13;1971;119;121;8078;475.1764705882353;0;0;0;2;28080;14040.0;304;8;2
2013-05-14;7772;215;39;10568;459.4782608695652;4;72997;18249.25;3;36846;12282.0;489;25;4
2013-05-15;7502;239;49;20663;765.2962962962963;1;5209;5209.0;2;38637;19318.5;666;24;4
2013-05-16;7807;156;29;9824;350.85714285714283;1;11102;11102.0;1;27412;27412.0;505;17;4
2013-05-17;7737;325;33;8914;387.5652173913044;1;33494;33494.0;0;0;0;481;15;3
2013-05-18;8336;0;0;879;219.75;0;0;0;0;0;0;11;1;1
2013-05-19;4694;472;216;17959;897.95;3;30775;10258.333333333334;2;28630;14315.0;798;5;6
2013-05-20;7446;178;149;13295;553.9583333333334;4;57226;14306.5;4;59243;14810.75;514;10;4
2013-05-21;7824;232;56;6879;429.9375;0;0;0;1;10895;10895.0;481;14;3
2013-05-22;7462;324;113;10044;386.3076923076923;1;28395;28395.0;3;37463;12487.666666666666;679;10;4
2013-05-23;7860;218;40;7022;242.13793103448276;0;0;0;0;0;0;489;11;4
2013-05-24;7714;337;101;9828;317.03225806451616;1;28743;28743.0;0;0;0;492;22;3
2013-05-25;7840;191;67;7051;881.375;0;0;0;0;0;0;274;8;3
2013-05-26;5265;89;12;6022;334.55555555555554;1;11395;11395.0;1;4464;4464.0;142;5;2
2013-05-27;7599;368;18;13666;325.3809523809524;0;0;0;1;5383;5383.0;403;20;2
2013-05-28;5536;141;19;30031;790.2894736842105;3;34515;11505.0;2;13391;6695.5;259;15;3
2013-05-29;7707;224;27;10880;544.0;1;32956;32956.0;0;0;0;324;13;2
2013-05-30;7819;270;20;12642;332.6842105263158;1;23179;23179.0;1;23436;23436.0;557;11;3
2013-05-31;7156;663;129;27647;691.175;2;39664;19832.0;3;52439;17479.666666666668;974;15;2
2013-06-01;1735;69;17;9601;960.1;0;0;0;0;0;0;97;1;2
2013-05-05;0;0;0;0;0;0;0;0;0;0;0;384;4;3
2013-05-06;0;0;0;0;0;0;0;0;0;0;0;275;9;4
2013-05-07;0;0;0;0;0;0;0;0;0;0;0;155;13;4
