date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;1715;142;78;10075;915.9090909090909;3;18393;6131.0;3;18099;6033.0;257;10;2
2013-03-28;3905;366;188;29738;1416.095238095238;5;28128;5625.6;5;26310;5262.0;408;39;4
2013-03-29;3702;317;39;26088;1087.0;3;34003;11334.333333333334;3;38781;12927.0;355;42;3
2013-03-30;7627;45;43;15416;367.04761904761904;4;70586;17646.5;2;31024;15512.0;127;7;2
2013-03-31;6401;350;45;39102;1700.0869565217392;5;53922;10784.4;4;30048;7512.0;772;6;2
2013-04-01;6973;359;105;20950;997.6190476190476;6;69633;11605.5;2;27975;13987.5;741;26;6
2013-04-02;7693;299;50;24565;454.9074074074074;6;82968;13828.0;5;55691;11138.2;329;25;3
2013-04-03;4255;423;105;26179;872.6333333333333;4;29584;7396.0;3;19529;6509.666666666667;533;43;4
2013-04-04;3839;695;101;32038;1001.1875;3;45440;15146.666666666666;6;43949;7324.833333333333;597;42;4
2013-04-05;4016;407;17;33935;1094.6774193548388;5;45234;9046.8;5;37334;7466.8;378;64;4
2013-04-06;6416;549;81;18599;688.8518518518518;1;8785;8785.0;0;0;0;464;6;2
2013-04-07;5494;415;156;24004;960.16;1;9683;9683.0;2;24218;12109.0;956;3;0
2013-04-08;2306;561;213;18831;448.35714285714283;3;25536;8512.0;2;11471;5735.5;600;61;3
2013-04-09;6225;337;85;17094;899.6842105263158;6;62231;10371.833333333334;4;53230;13307.5;438;38;3
2013-04-10;3922;380;86;27419;1612.8823529411766;4;47498;11874.5;6;48644;8107.333333333333;414;48;4
2013-04-11;3534;346;128;20756;1037.8;4;43431;10857.75;2;18253;9126.5;477;20;3
2013-04-12;2872;411;60;19208;640.2666666666667;2;15992;7996.0;3;28415;9471.666666666666;440;45;3
2013-04-13;6768;384;43;54890;1715.3125;1;24604;24604.0;2;12508;6254.0;660;28;4
2013-04-14;1910;186;10;6909;690.9;2;13332;6666.0;2;11546;5773.0;391;35;3
2013-04-15;7544;331;88;32998;687.4583333333334;1;15584;15584.0;4;27748;6937.0;562;92;4
2013-04-16;6027;298;150;20434;817.36;3;18525;6175.0;1;8269;8269.0;417;36;3
2013-04-17;1514;142;59;12730;1060.8333333333333;0;0;0;2;11309;5654.5;156;11;3
2013-04-18;7387;337;84;29115;1078.3333333333333;5;77473;15494.6;3;34737;11579.0;400;52;4
2013-04-19;7442;284;170;18707;550.2058823529412;3;32569;10856.333333333334;2;11025;5512.5;371;20;2
2013-04-20;4247;372;64;20376;1358.4;3;47155;15718.333333333334;1;14577;14577.0;211;18;2
2013-04-21;6970;673;22;27148;1428.842105263158;5;77607;15521.4;3;35599;11866.333333333334;277;31;2
2013-04-22;7629;328;133;35437;770.3695652173913;5;73915;14783.0;5;68458;13691.6;448;80;3
2013-04-23;4739;371;86;35598;889.95;2;40353;20176.5;2;39439;19719.5;771;66;3
2013-04-24;7241;481;157;42785;2139.25;0;0;0;1;7217;7217.0;352;12;3
2013-04-25;460;165;4;0;0;0;0;0;0;0;0;10;0;1
2013-04-26;2398;292;28;20643;1214.2941176470588;1;33762;33762.0;3;33783;11261.0;450;60;4
2013-04-27;8142;86;18;17880;470.5263157894737;1;6430;6430.0;0;0;0;147;28;2
2013-04-28;2494;40;12;4235;529.375;0;0;0;0;0;0;64;1;1
2013-04-29;6320;220;42;20793;866.375;2;30997;15498.5;3;19665;6555.0;420;34;3
2013-04-30;8092;69;16;24626;1026.0833333333333;0;0;0;0;0;0;270;70;2
2013-05-01;2050;0;0;9573;1367.5714285714287;0;0;0;0;0;0;22;2;1
2013-05-02;215;5;0;252;252.0;0;0;0;0;0;0;26;0;1
2013-05-03;1234;152;5;17730;844.2857142857143;1;6421;6421.0;2;11534;5767.0;819;9;0
2013-05-04;1178;40;1;5055;561.6666666666666;0;0;0;0;0;0;84;4;1
2013-05-05;6967;28;4;24786;635.5384615384615;0;0;0;0;0;0;253;10;0
2013-05-06;1017;262;742;19560;931.4285714285714;0;0;0;0;0;0;155;5;2
2013-05-13;320;0;0;756;252.0;0;0;0;0;0;0;13;0;1
2013-05-15;5879;352;13;19000;1117.6470588235295;0;0;0;1;4542;4542.0;551;47;3
2013-05-16;1702;150;10;9026;902.6;0;0;0;0;0;0;178;5;2
2013-05-25;2779;206;21;14564;856.7058823529412;1;16715;16715.0;1;18818;18818.0;220;27;3
2013-05-26;872;6;0;5444;362.93333333333334;0;0;0;0;0;0;60;54;1
2013-05-27;1712;5;0;9190;382.9166666666667;1;4503;4503.0;0;0;0;85;74;1
2013-05-28;732;9;0;1219;152.375;1;32975;32975.0;1;32242;32242.0;93;60;1
2013-05-29;4262;74;21;8733;415.85714285714283;1;4863;4863.0;1;4870;4870.0;317;94;2
