date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;48;0;0;0;0;0;0;0;0;0;0;17;7;1
2013-03-31;409;144;6;5557;793.8571428571429;1;3683;3683.0;1;3962;3962.0;142;27;1
2013-04-01;6642;852;227;28747;1026.6785714285713;4;30894;7723.5;2;27382;13691.0;997;104;4
2013-04-02;8674;491;126;28081;520.0185185185185;4;42520;10630.0;2;33273;16636.5;895;106;3
2013-04-03;15238;514;267;48380;543.5955056179776;10;113294;11329.4;6;73955;12325.833333333334;976;122;4
2013-04-04;9920;977;337;35060;1252.142857142857;5;36421;7284.2;4;42494;10623.5;869;49;4
2013-04-05;6887;575;226;43268;901.4166666666666;5;36329;7265.8;5;41791;8358.2;853;64;5
2013-04-06;6397;1117;135;30422;1126.7407407407406;5;57984;11596.8;3;44017;14672.333333333334;553;8;3
2013-04-07;7226;700;128;25036;625.9;7;55860;7980.0;2;36578;18289.0;652;60;3
2013-04-08;6984;438;289;34067;695.2448979591836;4;39161;9790.25;3;36590;12196.666666666666;1036;102;5
2013-04-09;7184;369;230;21540;742.7586206896551;5;48474;9694.8;4;37558;9389.5;809;47;4
2013-04-10;7223;321;273;28823;670.3023255813954;5;43440;8688.0;4;42817;10704.25;761;39;3
2013-04-11;6287;1230;199;33076;1002.3030303030303;5;44350;8870.0;5;51044;10208.8;788;55;3
2013-04-12;7135;426;280;27435;527.5961538461538;3;30912;10304.0;1;24031;24031.0;855;125;4
2013-04-13;6409;1035;134;26014;703.081081081081;2;16477;8238.5;5;31278;6255.6;618;16;3
2013-04-14;6795;683;267;20860;719.3103448275862;5;31673;6334.6;5;37128;7425.6;779;23;3
2013-04-15;7363;245;292;18987;527.4166666666666;5;29471;5894.2;5;48196;9639.2;994;80;4
2013-04-16;6822;821;198;25164;867.7241379310345;4;32410;8102.5;4;32074;8018.5;737;47;3
2013-04-17;7112;623;220;31088;914.3529411764706;3;29969;9989.666666666666;4;41000;10250.0;585;32;3
2013-04-18;6326;1145;222;19266;837.6521739130435;1;3813;3813.0;3;25908;8636.0;1150;27;4
2013-04-19;6447;685;260;31958;998.6875;3;27491;9163.666666666666;2;37153;18576.5;1013;53;3
2013-04-20;6356;1102;222;12350;686.1111111111111;4;35735;8933.75;4;47033;11758.25;816;39;3
2013-04-21;7405;324;180;16435;530.1612903225806;1;28283;28283.0;4;35236;8809.0;848;20;3
2013-04-22;7198;349;267;29436;1471.8;3;23710;7903.333333333333;3;24208;8069.333333333333;916;84;5
2013-04-23;7000;517;154;22716;631.0;1;3845;3845.0;2;10055;5027.5;630;58;4
2013-04-24;6109;878;170;24214;1862.6153846153845;2;33006;16503.0;1;23296;23296.0;646;86;3
2013-04-25;4983;1220;232;21368;736.8275862068965;2;8434;4217.0;3;22101;7367.0;718;69;4
2013-04-26;5900;339;468;22154;923.0833333333334;2;17638;8819.0;2;27445;13722.5;1270;118;9
2013-04-27;5645;600;215;24642;770.0625;5;34847;6969.4;4;48625;12156.25;1655;33;6
2013-04-28;5095;365;196;14573;485.76666666666665;4;33059;8264.75;5;32113;6422.6;1148;51;10
2013-04-29;7338;337;265;30617;546.7321428571429;3;27819;9273.0;1;16957;16957.0;818;90;3
2013-04-30;5490;456;135;17173;505.0882352941176;1;8516;8516.0;2;18869;9434.5;439;43;3
2013-05-01;6944;256;306;23788;743.375;2;25983;12991.5;2;36061;18030.5;986;64;4
2013-05-02;6345;656;286;30041;1001.3666666666667;2;27138;13569.0;3;27962;9320.666666666666;822;87;7
2013-05-03;6982;578;365;39589;494.8625;3;22892;7630.666666666667;2;21095;10547.5;975;77;4
2013-05-04;5164;1126;271;40084;1382.2068965517242;0;0;0;1;5227;5227.0;722;16;3
2013-05-05;6733;947;153;35002;833.3809523809524;2;30236;15118.0;4;39983;9995.75;529;18;3
2013-05-06;6438;681;425;26594;511.4230769230769;3;31749;10583.0;3;32110;10703.333333333334;1122;95;5
2013-05-07;7007;308;380;24482;720.0588235294117;3;33644;11214.666666666666;4;31107;7776.75;926;49;3
2013-05-08;6609;904;249;33696;962.7428571428571;5;37436;7487.2;5;37197;7439.4;824;74;3
2013-05-09;6681;973;135;32305;978.939393939394;3;31058;10352.666666666666;4;27488;6872.0;688;45;3
2013-05-10;6531;592;389;27841;632.75;3;25252;8417.333333333334;3;32524;10841.333333333334;1025;82;4
2013-05-11;6148;1080;92;37059;1611.2608695652175;2;14222;7111.0;1;3838;3838.0;513;22;3
2013-05-12;6650;694;310;34013;755.8444444444444;3;35270;11756.666666666666;4;38890;9722.5;939;47;4
2013-05-13;6622;782;264;28238;543.0384615384615;1;7302;7302.0;2;19436;9718.0;825;89;4
2013-05-14;7060;504;215;22554;363.7741935483871;2;9013;4506.5;1;20474;20474.0;862;73;4
2013-05-15;7002;470;326;5968;331.55555555555554;1;8496;8496.0;6;48730;8121.666666666667;766;72;3
2013-05-16;6590;1004;236;38176;1090.7428571428572;3;32926;10975.333333333334;3;28199;9399.666666666666;725;47;3
2013-05-17;6219;1167;238;38511;1040.837837837838;1;33583;33583.0;1;17096;17096.0;911;22;3
2013-05-18;5842;953;277;25493;772.5151515151515;3;32528;10842.666666666666;5;36561;7312.2;926;15;3
2013-05-19;6958;218;132;17646;551.4375;3;35911;11970.333333333334;1;12813;12813.0;597;46;4
2013-05-20;7066;544;241;20421;486.2142857142857;3;23727;7909.0;1;25436;25436.0;707;80;3
2013-05-21;5725;1589;242;45779;1346.4411764705883;1;21659;21659.0;3;20762;6920.666666666667;675;53;3
2013-05-22;7919;801;136;7313;1044.7142857142858;0;0;0;2;9880;4940.0;713;124;3
2013-05-23;10488;242;73;4982;830.3333333333334;1;4525;4525.0;2;21782;10891.0;555;165;2
