date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;5922;353;45;14651;976.7333333333333;5;65411;13082.2;5;62397;12479.4;359;52;3
2013-03-28;7762;367;64;16210;648.4;7;45264;6466.285714285715;7;45428;6489.714285714285;524;42;3
2013-03-29;7903;279;6;16232;901.7777777777778;2;29759;14879.5;2;39481;19740.5;331;46;3
2013-03-30;8087;103;0;13025;434.1666666666667;5;70350;14070.0;3;59829;19943.0;111;4;2
2013-03-31;7918;12;0;2774;693.5;4;67432;16858.0;4;17300;4325.0;27;6;1
2013-04-01;7968;233;33;17276;1234.0;7;86018;12288.285714285714;8;80693;10086.625;347;45;3
2013-04-02;7916;315;46;8889;423.2857142857143;5;68111;13622.2;5;68785;13757.0;385;13;2
2013-04-03;7401;682;27;25881;1362.157894736842;3;77542;25847.333333333332;5;72717;14543.4;798;88;3
2013-04-04;7891;283;59;13434;559.75;6;90241;15040.166666666666;4;39806;9951.5;439;28;3
2013-04-05;7689;406;50;19167;912.7142857142857;1;33600;33600.0;4;36838;9209.5;666;33;3
2013-04-06;7823;286;7;24964;924.5925925925926;5;43350;8670.0;3;31232;10410.666666666666;547;41;2
2013-04-07;7941;187;36;6353;794.125;4;30577;7644.25;4;29409;7352.25;277;8;1
2013-04-08;7767;404;11;12779;1825.5714285714287;3;45477;15159.0;4;39806;9951.5;429;36;3
2013-04-09;8219;1;0;5141;395.46153846153845;4;50508;12627.0;3;39709;13236.333333333334;27;4;1
2013-04-10;7822;376;0;19767;988.35;3;38783;12927.666666666666;4;61832;15458.0;522;49;3
2013-04-11;7812;362;15;14595;521.25;5;79076;15815.2;5;101323;20264.6;432;17;3
2013-04-12;8077;185;42;11030;787.8571428571429;2;32003;16001.5;3;39463;13154.333333333334;336;63;3
2013-04-13;8345;0;0;4487;407.90909090909093;2;29790;14895.0;2;25733;12866.5;23;5;1
2013-04-14;8186;117;0;6790;424.375;4;60406;15101.5;6;65194;10865.666666666666;162;25;2
2013-04-15;7438;552;83;25395;819.1935483870968;5;53211;10642.2;5;42663;8532.6;663;114;3
