date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;5044;0;0;2542;423.6666666666667;0;0;0;0;0;0;39;15;1
2013-03-28;1851;85;51;8249;1374.8333333333333;3;23319;7773.0;2;23596;11798.0;229;28;2
2013-03-29;7841;164;223;18650;582.8125;7;85283;12183.285714285714;4;72563;18140.75;362;15;3
2013-03-30;7890;187;59;9439;858.0909090909091;4;38717;9679.25;1;10451;10451.0;273;8;3
2013-03-31;7877;42;26;13028;723.7777777777778;1;14400;14400.0;1;14548;14548.0;122;6;2
2013-04-01;8123;66;27;10905;389.4642857142857;4;61998;15499.5;1;19135;19135.0;130;16;2
2013-04-02;7608;216;119;31989;969.3636363636364;7;89021;12717.285714285714;3;36785;12261.666666666666;666;19;3
2013-04-03;7731;203;83;24530;598.2926829268292;5;70151;14030.2;1;11470;11470.0;673;8;3
2013-04-04;7807;157;233;16253;625.1153846153846;5;56862;11372.4;1;8271;8271.0;368;36;3
2013-04-05;7930;154;169;14402;626.1739130434783;5;75562;15112.4;2;11840;5920.0;291;16;3
2013-04-06;7144;474;166;24383;1015.9583333333334;2;10556;5278.0;0;0;0;474;4;4
2013-04-07;7912;177;26;10720;893.3333333333334;1;18701;18701.0;0;0;0;0;3;0
2013-04-08;8123;37;54;11478;409.92857142857144;2;15071;7535.5;1;9091;9091.0;120;14;2
2013-04-09;6815;778;378;12767;375.5;3;54023;18007.666666666668;2;49663;24831.5;432;10;3
2013-04-10;7836;117;169;22020;667.2727272727273;0;0;0;0;0;0;593;10;2
2013-04-11;6671;607;385;22313;858.1923076923077;5;87306;17461.2;2;27785;13892.5;857;23;2
2013-04-12;8027;83;115;17139;489.6857142857143;3;16023;5341.0;0;0;0;321;9;2
2013-04-13;7941;133;36;17365;694.6;1;6091;6091.0;0;0;0;234;10;2
2013-04-14;7648;77;0;7347;524.7857142857143;0;0;0;1;31209;31209.0;671;11;3
2013-04-15;7981;87;152;847;169.4;1;15490;15490.0;0;0;0;226;16;2
2013-04-16;7403;506;181;3017;335.22222222222223;1;5365;5365.0;0;0;0;335;46;3
2013-04-17;7511;206;337;13574;424.1875;2;30614;15307.0;1;14614;14614.0;837;35;3
2013-04-18;7080;646;335;4546;378.8333333333333;3;35066;11688.666666666666;0;0;0;391;24;3
2013-04-19;7314;295;341;25450;978.8461538461538;4;47588;11897.0;1;10579;10579.0;933;32;3
2013-04-20;8120;69;35;323;80.75;1;3736;3736.0;0;0;0;140;9;2
2013-04-21;7863;166;109;7399;255.13793103448276;4;45538;11384.5;2;24685;12342.5;233;19;3
2013-04-22;7257;711;92;7976;234.58823529411765;0;0;0;0;0;0;226;34;3
2013-04-23;7103;481;203;16606;461.27777777777777;2;41061;20530.5;0;0;0;688;63;3
2013-04-24;7552;273;139;18459;485.7631578947368;2;29212;14606.0;1;14621;14621.0;497;22;3
2013-04-25;7685;327;85;5212;579.1111111111111;0;0;0;0;0;0;224;11;2
2013-04-26;8338;0;0;0;0;0;0;0;0;0;0;41;6;1
2013-04-27;7991;1;13;1010;252.5;1;3836;3836.0;1;4409;4409.0;353;10;2
2013-04-28;7502;90;66;27559;510.35185185185185;0;0;0;0;0;0;754;11;4
2013-04-29;7183;331;152;29949;587.2352941176471;1;7604;7604.0;1;4844;4844.0;993;45;5
2013-04-30;8262;38;0;1321;264.2;2;35213;17606.5;1;9909;9909.0;41;7;1
2013-05-01;7889;127;33;15324;806.5263157894736;0;0;0;0;0;0;265;10;3
2013-05-02;7430;567;61;8553;305.4642857142857;2;16891;8445.5;0;0;0;486;16;3
2013-05-03;8333;1;0;0;0;0;0;0;0;0;0;39;4;1
2013-05-04;8181;33;7;8122;338.4166666666667;1;4380;4380.0;1;4489;4489.0;178;8;2
2013-05-05;7857;171;25;11288;418.0740740740741;1;11554;11554.0;2;17799;8899.5;113;7;2
2013-05-06;7919;169;39;9484;499.1578947368421;1;9964;9964.0;1;10085;10085.0;361;37;3
2013-05-07;7852;262;66;22967;695.969696969697;2;36408;18204.0;2;9411;4705.5;880;32;4
2013-05-08;8099;84;8;7775;388.75;0;0;0;0;0;0;395;8;2
2013-05-09;8336;0;0;1079;359.6666666666667;0;0;0;1;4487;4487.0;38;5;1
2013-05-10;7779;288;111;8563;951.4444444444445;1;20285;20285.0;1;19420;19420.0;644;20;4
2013-05-11;7886;127;11;10452;337.16129032258067;2;19339;9669.5;2;20062;10031.0;511;9;3
2013-05-12;7621;142;8;22483;607.6486486486486;1;18408;18408.0;1;4414;4414.0;630;9;6
2013-05-13;8195;35;7;9840;317.4193548387097;1;30106;30106.0;0;0;0;241;17;3
2013-05-14;8245;18;0;10833;515.8571428571429;0;0;0;0;0;0;131;7;2
2013-05-15;7690;166;36;16471;748.6818181818181;1;20987;20987.0;0;0;0;512;27;4
2013-05-16;6980;80;0;9228;1318.2857142857142;0;0;0;1;34749;34749.0;171;9;2
2013-05-17;8336;0;0;2651;265.1;0;0;0;0;0;0;38;7;1
2013-05-18;8319;0;0;283;70.75;0;0;0;0;0;0;35;8;1
2013-05-19;7960;91;9;9340;283.030303030303;2;12965;6482.5;2;16303;8151.5;279;11;4
2013-05-20;8265;29;0;7119;339.0;0;0;0;0;0;0;128;17;2
2013-05-21;8117;169;2;16760;728.695652173913;0;0;0;0;0;0;164;7;2
2013-05-22;8338;0;0;342;85.5;0;0;0;0;0;0;38;8;1
2013-05-23;8337;0;0;60;60.0;0;0;0;0;0;0;34;5;1
2013-05-24;7840;155;65;17317;1082.3125;1;12107;12107.0;0;0;0;552;39;4
2013-05-25;6780;8;0;8174;247.6969696969697;0;0;0;0;0;0;179;23;3
2013-05-26;10172;27;0;3581;397.8888888888889;1;19174;19174.0;0;0;0;287;18;3
2013-05-27;13527;72;37;15150;473.4375;2;28051;14025.5;0;0;0;139;47;2
2013-05-28;7765;344;80;20030;770.3846153846154;1;16696;16696.0;1;25458;25458.0;745;47;5
2013-05-29;7828;252;70;18808;671.7142857142857;1;4373;4373.0;1;7917;7917.0;648;42;4
2013-05-30;7987;67;18;11412;368.1290322580645;0;0;0;0;0;0;616;13;2
2013-05-31;4025;218;19;7886;375.5238095238095;1;6614;6614.0;1;6627;6627.0;725;12;3
2013-06-01;232;2;0;70;70.0;0;0;0;0;0;0;17;4;1
