date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;53;0;0;0;0;0;0;0;0;0;0;14;7;1
2013-03-28;609;22;0;1642;182.44444444444446;0;0;0;0;0;0;34;12;1
2013-03-29;6975;11;6;6393;228.32142857142858;1;15859;15859.0;1;15414;15414.0;300;5;4
2013-04-02;2335;56;0;5155;322.1875;3;18516;6172.0;0;0;0;179;4;3
2013-04-03;8208;46;0;9997;263.07894736842104;2;23374;11687.0;3;49127;16375.666666666666;253;7;2
2013-04-04;8334;0;0;0;0;0;0;0;0;0;0;41;9;1
2013-04-05;8331;0;0;1259;209.83333333333334;0;0;0;0;0;0;44;8;1
2013-04-06;8338;0;0;1796;359.2;0;0;0;0;0;0;38;5;1
2013-04-07;457;0;0;0;0;0;0;0;0;0;0;29;2;1
2013-04-10;7932;96;4;11760;336.0;0;0;0;0;0;0;475;6;3
2013-04-11;5473;0;0;1453;207.57142857142858;0;0;0;0;0;0;29;6;1
2013-04-13;7048;0;0;5223;237.4090909090909;1;4102;4102.0;1;5060;5060.0;20;1;1
2013-04-14;8302;0;0;6804;234.6206896551724;0;0;0;1;9754;9754.0;18;4;2
2013-04-15;8225;18;0;5885;196.16666666666666;1;34571;34571.0;1;33701;33701.0;167;11;3
2013-04-16;7983;129;19;12840;242.26415094339623;0;0;0;0;0;0;476;8;4
2013-04-17;8286;0;0;3023;151.15;1;5173;5173.0;0;0;0;25;3;1
2013-04-18;8336;0;0;190;63.333333333333336;0;0;0;0;0;0;19;2;1
2013-04-19;8340;0;0;3516;351.6;0;0;0;0;0;0;15;3;1
2013-04-20;8338;0;0;432;144.0;0;0;0;0;0;0;14;1;1
2013-04-21;8338;0;0;1835;305.8333333333333;0;0;0;0;0;0;15;3;1
2013-04-22;8337;0;0;8846;327.6296296296296;0;0;0;0;0;0;15;3;1
2013-04-23;8340;0;0;5786;340.3529411764706;0;0;0;0;0;0;12;0;1
2013-04-24;8046;104;3;8711;256.20588235294116;3;32392;10797.333333333334;1;26470;26470.0;396;22;3
2013-04-25;7601;35;0;8680;234.59459459459458;1;4342;4342.0;0;0;0;300;8;2
