date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions
2013-03-27;6272;195;0;14201;835.3529411764706;2;36926;18463.0;2;36211;18105.5;248;48;3
2013-03-28;7610;418;0;23048;606.5263157894736;2;32196;16098.0;2;15249;7624.5;500;44;3
2013-03-29;7436;635;0;30871;907.9705882352941;4;54412;13603.0;3;44512;14837.333333333334;630;34;4
2013-03-30;3275;611;10;19574;529.027027027027;0;0;0;0;0;0;816;11;5
2013-04-01;6472;159;0;12887;805.4375;3;48330;16110.0;2;37298;18649.0;213;27;3
2013-04-02;7623;476;2;20157;411.3673469387755;4;41172;10293.0;3;48879;16293.0;622;29;3
2013-04-03;7253;534;4;29564;739.1;2;42894;21447.0;3;49882;16627.333333333332;621;71;4
2013-04-04;7574;440;2;27879;995.6785714285714;2;35113;17556.5;2;41303;20651.5;625;29;4
2013-04-05;7886;203;17;19182;767.28;5;54454;10890.8;3;43049;14349.666666666666;281;19;2
2013-04-06;7856;246;0;27745;840.7575757575758;2;22683;11341.5;3;32066;10688.666666666666;386;17;2
2013-04-07;7913;251;0;13194;321.8048780487805;2;33040;16520.0;3;41466;13822.0;355;39;2
2013-04-08;7954;231;0;25578;913.5;3;53479;17826.333333333332;4;53455;13363.75;444;34;4
2013-04-09;7433;551;7;22040;787.1428571428571;3;38050;12683.333333333334;4;45792;11448.0;1004;29;3
2013-04-10;7371;501;20;26374;549.4583333333334;2;41042;20521.0;2;43832;21916.0;735;63;4
2013-04-11;7773;357;2;23375;599.3589743589744;5;51377;10275.4;4;55894;13973.5;713;31;4
2013-04-12;7985;195;0;17516;398.09090909090907;2;39124;19562.0;1;34004;34004.0;305;55;3
2013-04-13;7012;278;0;38971;1257.1290322580646;5;31074;6214.8;3;23548;7849.333333333333;237;7;2
2013-04-14;7908;278;0;33938;1028.4242424242425;3;40189;13396.333333333334;4;49021;12255.25;374;33;2
2013-04-15;7685;325;0;16715;696.4583333333334;4;53955;13488.75;3;45869;15289.666666666666;386;55;3
2013-04-16;7858;329;1;15943;613.1923076923077;6;53437;8906.166666666666;2;36187;18093.5;462;34;2
2013-04-17;7644;400;23;26223;1191.9545454545455;4;47581;11895.25;5;48414;9682.8;648;71;4
2013-04-18;6775;677;5;29435;735.875;4;36957;9239.25;4;37419;9354.75;885;102;5
2013-04-19;7827;289;0;16227;395.780487804878;3;45819;15273.0;3;44640;14880.0;397;84;3
2013-04-20;8129;60;0;4628;661.1428571428571;1;24735;24735.0;2;36441;18220.5;107;5;1
2013-04-21;8260;19;0;282;141.0;5;65636;13127.2;0;0;0;60;4;1
2013-04-22;7834;218;0;3300;366.6666666666667;4;27326;6831.5;1;5983;5983.0;251;100;2
2013-04-23;7859;249;19;17916;497.6666666666667;3;42643;14214.333333333334;1;4266;4266.0;474;67;2
2013-04-24;8000;150;0;13807;627.5909090909091;4;63696;15924.0;3;50811;16937.0;531;57;2
2013-04-25;7573;475;13;23250;664.2857142857143;3;36966;12322.0;3;40569;13523.0;1076;85;3
2013-04-26;7406;308;17;17090;427.25;3;28881;9627.0;3;40486;13495.333333333334;465;72;3
2013-04-27;8079;99;4;8369;321.88461538461536;7;64798;9256.857142857143;7;64177;9168.142857142857;476;22;2
2013-04-28;8071;97;17;5561;222.44;3;41686;13895.333333333334;3;48133;16044.333333333334;427;22;2
2013-04-29;7615;382;0;0;0;3;39666;13222.0;2;38134;19067.0;791;50;4
2013-04-30;7776;342;16;0;0;5;59261;11852.2;4;57920;14480.0;551;82;3
2013-05-01;8076;160;5;8286;1381.0;6;59304;9884.0;4;49727;12431.75;248;80;2
2013-05-02;7268;507;0;7958;530.5333333333333;5;52720;10544.0;3;46220;15406.666666666666;667;46;3
2013-05-03;7976;232;1;0;0;4;50769;12692.25;3;63468;21156.0;347;74;2
2013-05-04;8166;61;0;61;61.0;3;77171;25723.666666666668;0;0;0;104;4;1
2013-05-05;7918;5;0;2119;192.63636363636363;2;39644;19822.0;1;8003;8003.0;25;2;1
2013-05-06;7653;222;16;7900;438.8888888888889;4;49165;12291.25;2;34660;17330.0;587;76;2
2013-05-07;8055;183;0;12649;505.96;5;36837;7367.4;2;28045;14022.5;351;90;2
2013-05-08;7696;474;0;8467;313.5925925925926;10;66478;6647.8;5;63537;12707.4;1044;98;3
2013-05-09;7744;274;3;0;0;6;56077;9346.166666666666;4;50054;12513.5;799;72;2
2013-05-10;7691;288;4;8516;448.2105263157895;5;66301;13260.2;4;34630;8657.5;748;61;3
2013-05-11;7925;183;2;16441;714.8260869565217;2;35009;17504.5;3;45082;15027.333333333334;462;30;2
2013-05-12;7954;267;0;8493;369.2608695652174;4;49838;12459.5;3;49684;16561.333333333332;352;47;2
2013-05-13;8192;102;0;8159;271.96666666666664;6;46020;7670.0;3;44261;14753.666666666666;258;74;1
2013-05-14;7929;290;0;21342;627.7058823529412;7;52783;7540.428571428572;4;42124;10531.0;439;91;2
2013-05-15;7618;471;1;23871;663.0833333333334;6;45708;7618.0;2;34036;17018.0;548;97;2
2013-05-16;7668;417;0;10090;672.6666666666666;4;37333;9333.25;5;42669;8533.8;554;54;2
2013-05-17;7695;306;0;0;0;3;29816;9938.666666666666;4;38207;9551.75;472;50;2
