date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 19;11;0;0;0;0;0;0;0;0;0;0;12;6;1;0;0
2013-03-27 20;37;0;0;0;0;0;0;0;0;0;0;13;5;1;0;0
2013-03-31 22;226;44;0;1471;294.2;0;0;0;0;0;0;103;24;1;0;0
2013-03-31 23;183;100;6;4086;2043.0;1;3683;3683.0;1;3962;3962.0;65;14;1;0;0
2013-04-01 00;217;80;6;0;0;0;0;0;0;0;0;66;12;1;0;0
2013-04-01 01;315;7;0;404;202.0;0;0;0;0;0;0;55;22;1;0;0
2013-04-01 02;333;2;0;5291;5291.0;0;0;0;0;0;0;54;18;1;0;1
2013-04-01 03;202;66;0;0;0;0;0;0;0;0;0;304;0;1;0;0
2013-04-01 04;196;98;2;2596;1298.0;0;0;0;0;0;0;109;5;2;0;0
2013-04-01 05;111;181;5;4357;4357.0;0;0;0;0;0;0;42;0;1;0;2
2013-04-01 06;124;163;0;242;242.0;0;0;0;0;0;0;72;1;2;0;0
2013-04-01 07;340;2;0;3722;3722.0;0;0;0;0;0;0;15;1;1;0;4
2013-04-01 08;321;2;0;1309;327.25;0;0;0;1;3732;3732.0;12;2;1;0;5
2013-04-01 09;298;0;0;0;0;0;0;0;0;0;0;28;0;1;0;0
2013-04-01 10;300;3;0;0;0;1;16954;16954.0;1;23650;23650.0;29;0;1;0;0
2013-04-01 11;347;0;0;0;0;0;0;0;0;0;0;6;0;1;0;2
2013-04-01 12;348;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-04-01 13;347;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-04-01 14;348;0;0;0;0;0;0;0;0;0;0;11;1;1;0;0
2013-04-01 15;343;0;0;0;0;1;5249;5249.0;0;0;0;7;0;1;0;0
2013-04-01 16;341;0;0;0;0;0;0;0;0;0;0;14;2;1;0;0
2013-04-01 17;141;82;94;2625;656.25;0;0;0;0;0;0;442;8;2;0;0
2013-04-01 18;277;30;23;1654;413.5;1;4148;4148.0;0;0;0;78;10;2;0;0
2013-04-01 19;254;44;16;869;289.6666666666667;0;0;0;0;0;0;53;18;1;0;0
2013-04-01 20;330;1;0;0;0;0;0;0;0;0;0;32;14;1;0;0
2013-04-01 21;321;4;0;2703;1351.5;0;0;0;0;0;0;50;16;1;0;0
2013-04-01 22;190;53;70;2360;1180.0;1;4543;4543.0;0;0;0;164;22;2;0;1
2013-04-01 23;298;34;11;615;615.0;0;0;0;0;0;0;37;0;1;0;0
2013-04-02 00;245;43;0;645;322.5;0;0;0;0;0;0;45;2;1;0;0
2013-04-02 01;250;59;6;242;80.66666666666667;0;0;0;0;0;0;67;2;1;0;0
2013-04-02 02;236;34;16;2327;775.6666666666666;0;0;0;0;0;0;90;1;1;0;0
2013-04-02 03;293;25;6;2884;961.3333333333334;0;0;0;0;0;0;90;21;1;0;0
2013-04-02 04;341;0;0;1586;793.0;0;0;0;0;0;0;31;18;1;0;0
2013-04-02 05;338;0;0;413;137.66666666666666;0;0;0;0;0;0;32;16;1;0;0
2013-04-02 06;265;32;16;2593;2593.0;0;0;0;0;0;0;40;3;1;0;0
2013-04-02 07;118;165;29;2421;1210.5;1;3944;3944.0;1;4001;4001.0;101;1;2;0;0
2013-04-02 08;323;0;0;2742;457.0;0;0;0;0;0;0;10;2;1;0;0
2013-04-02 09;346;0;0;0;0;1;22845;22845.0;1;29272;29272.0;6;2;1;0;0
2013-04-02 10;347;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0
2013-04-02 11;348;0;0;0;0;0;0;0;0;0;0;8;1;1;0;2
2013-04-02 12;347;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0
2013-04-02 13;348;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0
2013-04-02 14;347;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0
2013-04-02 15;348;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0
2013-04-02 16;332;0;0;71;71.0;0;0;0;0;0;0;10;1;1;0;0
2013-04-02 17;329;0;0;787;393.5;0;0;0;0;0;0;39;2;1;0;0
2013-04-02 18;164;76;20;2278;759.3333333333334;0;0;0;0;0;0;288;16;1;0;0
2013-04-02 19;387;0;0;1029;514.5;1;5006;5006.0;0;0;0;43;20;1;0;0
2013-04-02 20;680;0;0;1050;210.0;0;0;0;0;0;0;49;28;1;0;0
2013-04-02 21;692;0;0;1343;268.6;1;10725;10725.0;0;0;0;53;32;1;0;0
2013-04-02 22;602;27;32;2400;342.85714285714283;0;0;0;0;0;0;97;20;2;0;0
2013-04-02 23;648;30;1;3270;817.5;0;0;0;0;0;0;262;22;1;0;0
2013-04-03 00;614;56;0;7864;714.9090909090909;1;10477;10477.0;1;5500;5500.0;99;25;2;0;0
2013-04-03 01;622;27;0;1614;1614.0;0;0;0;0;0;0;89;21;2;0;0
2013-04-03 02;664;0;0;936;234.0;0;0;0;0;0;0;45;18;2;0;4
2013-04-03 03;636;25;17;1440;205.71428571428572;1;9101;9101.0;0;0;0;122;18;2;0;0
2013-04-03 04;564;40;51;5605;467.0833333333333;1;7526;7526.0;1;7754;7754.0;131;23;2;0;0
2013-04-03 05;669;0;0;2101;700.3333333333334;0;0;0;0;0;0;41;15;2;0;0
2013-04-03 06;690;0;0;2681;383.0;2;29950;14975.0;0;0;0;45;17;2;0;0
2013-04-03 07;696;0;0;504;252.0;1;31562;31562.0;2;50084;25042.0;41;14;2;0;0
2013-04-03 08;694;0;0;0;0;0;0;0;0;0;0;41;15;2;0;4
2013-04-03 09;696;0;0;0;0;0;0;0;0;0;0;45;16;2;0;0
2013-04-03 10;694;0;0;0;0;0;0;0;0;0;0;50;15;2;0;0
2013-04-03 11;696;0;0;0;0;0;0;0;0;0;0;51;16;2;0;0
2013-04-03 12;694;0;0;0;0;0;0;0;0;0;0;43;14;2;0;0
2013-04-03 13;696;0;0;0;0;0;0;0;0;0;0;48;13;2;0;0
2013-04-03 14;640;0;44;4275;1068.75;0;0;0;0;0;0;219;18;2;0;0
2013-04-03 15;633;28;20;0;0;0;0;0;0;0;0;92;17;1;0;0
2013-04-03 16;656;0;3;4265;4265.0;0;0;0;0;0;0;65;25;2;0;0
2013-04-03 17;498;74;43;1702;283.6666666666667;0;0;0;0;0;0;214;38;3;0;0
2013-04-03 18;572;11;25;4244;707.3333333333334;1;4511;4511.0;1;4658;4658.0;137;22;2;0;0
2013-04-03 19;450;96;37;2157;719.0;1;9309;9309.0;0;0;0;169;16;2;0;0
2013-04-03 20;628;43;6;2189;437.8;0;0;0;0;0;0;101;14;2;0;0
2013-04-03 21;547;66;16;3320;415.0;0;0;0;0;0;0;117;15;2;0;0
2013-04-03 22;594;48;5;2546;363.7142857142857;2;10858;5429.0;1;5959;5959.0;106;16;2;0;0
2013-04-03 23;695;0;0;937;468.5;0;0;0;0;0;0;73;15;2;0;0
2013-04-04 00;632;18;9;1302;1302.0;0;0;0;0;0;0;82;11;2;0;0
2013-04-04 01;652;17;16;6204;1551.0;0;0;0;0;0;0;119;12;2;0;0
2013-04-04 02;660;24;0;1594;398.5;1;4076;4076.0;1;5457;5457.0;114;17;2;0;1
2013-04-04 03;535;94;16;8432;8432.0;0;0;0;0;0;0;116;15;1;0;0
2013-04-04 04;626;21;0;0;0;0;0;0;0;0;0;59;10;1;0;0
2013-04-04 05;520;111;22;1170;1170.0;0;0;0;0;0;0;108;12;2;0;0
2013-04-04 06;400;230;20;5871;5871.0;0;0;0;0;0;0;106;8;1;0;0
2013-04-04 07;445;188;0;1483;1483.0;0;0;0;0;0;0;78;11;1;0;0
2013-04-04 08;501;117;45;1755;1755.0;0;0;0;1;4785;4785.0;164;11;2;0;5
2013-04-04 09;620;1;0;312;156.0;0;0;0;0;0;0;56;10;2;0;0
2013-04-04 10;399;0;0;0;0;1;13837;13837.0;1;14165;14165.0;46;7;2;0;0
2013-04-04 11;348;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0
2013-04-04 12;347;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0
2013-04-04 13;348;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0
2013-04-04 14;348;0;0;111;111.0;1;8739;8739.0;1;18087;18087.0;7;1;1;0;0
2013-04-04 15;347;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-04-04 16;343;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-04-04 17;345;0;0;0;0;1;6114;6114.0;0;0;0;9;2;1;0;0
2013-04-04 18;339;0;0;0;0;0;0;0;0;0;0;11;2;1;0;0
2013-04-04 19;242;49;22;736;368.0;0;0;0;0;0;0;206;2;2;0;0
2013-04-04 20;245;38;33;1734;433.5;1;3655;3655.0;0;0;0;105;3;2;0;0
2013-04-04 21;343;3;0;3630;1210.0;0;0;0;0;0;0;18;3;1;0;0
2013-04-04 22;121;65;130;0;0;0;0;0;0;0;0;193;0;2;0;0
2013-04-04 23;214;1;24;726;363.0;0;0;0;0;0;0;88;5;1;0;0
2013-04-05 00;248;38;24;7434;1486.8;0;0;0;0;0;0;111;5;2;0;0
2013-04-05 01;337;0;0;0;0;1;4680;4680.0;1;5424;5424.0;22;1;1;0;0
2013-04-05 02;292;22;1;2220;1110.0;0;0;0;0;0;0;27;3;1;0;1
