date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;429;0;0;0;0;1;30367;30367.0;0;0;0;10;1;1;0;0
2013-03-27 06;435;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0
2013-03-27 07;433;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0
2013-03-27 08;433;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0
2013-03-27 09;435;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-03-27 10;433;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-03-27 11;435;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-03-27 12;435;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-03-27 13;430;0;0;0;0;1;4460;4460.0;0;0;0;6;0;1;0;0
2013-03-27 14;429;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0
2013-03-27 15;369;19;10;283;141.5;0;0;0;0;0;0;77;0;1;0;0
2013-03-27 16;412;0;11;40;40.0;0;0;0;0;0;0;50;6;1;0;0
2013-03-27 17;280;68;54;91;91.0;0;0;0;0;0;0;149;0;1;0;0
2013-03-27 18;242;70;55;122;122.0;0;0;0;0;0;0;57;5;2;0;0
2013-03-27 19;434;0;0;0;0;0;0;0;0;0;0;18;7;1;0;0
2013-03-27 20;433;0;0;323;323.0;0;0;0;0;0;0;21;6;1;0;0
2013-03-27 21;435;0;0;0;0;0;0;0;0;0;0;21;7;1;0;0
2013-03-27 22;409;15;0;546;546.0;0;0;0;0;0;0;35;4;1;0;0
2013-03-27 23;431;0;0;0;0;0;0;0;0;0;0;22;5;1;0;0
2013-03-28 00;433;0;0;201;100.5;0;0;0;0;0;0;21;5;1;0;0
2013-03-28 01;248;43;72;0;0;0;0;0;0;0;0;206;5;2;0;0
2013-03-28 02;400;10;0;2314;1157.0;0;0;0;0;0;0;59;1;1;0;0
2013-03-28 03;419;0;0;0;0;0;0;0;0;0;0;14;1;1;0;0
2013-03-28 04;330;20;66;719;239.66666666666666;0;0;0;0;0;0;154;1;2;0;0
2013-03-28 05;371;3;0;0;0;0;0;0;0;0;0;9;1;1;0;0
2013-03-28 06;391;4;0;0;0;0;0;0;0;0;0;10;1;1;0;0
2013-03-28 07;426;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-03-28 08;418;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-03-28 09;403;1;0;0;0;0;0;0;0;0;0;10;0;1;0;0
2013-03-28 10;369;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-03-28 11;381;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-03-28 12;375;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-28 13;395;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-03-28 14;373;1;0;0;0;0;0;0;0;0;0;10;0;1;0;0
2013-03-28 15;319;24;5;2214;442.8;0;0;0;0;0;0;95;0;1;0;0
2013-03-28 16;261;15;91;0;0;0;0;0;0;0;0;129;6;2;0;0
2013-03-28 17;433;0;0;0;0;0;0;0;0;0;0;22;5;1;0;0
2013-03-28 18;391;0;0;0;0;0;0;0;0;0;0;36;2;1;0;0
2013-03-28 19;426;0;0;0;0;0;0;0;0;0;0;23;4;1;0;0
2013-03-28 20;346;21;53;191;95.5;0;0;0;0;0;0;102;3;1;0;0
2013-03-28 21;337;18;13;737;147.4;0;0;0;0;0;0;40;5;1;0;0
2013-03-28 22;266;50;17;222;222.0;0;0;0;0;0;0;42;0;1;0;0
2013-03-28 23;319;21;0;0;0;0;0;0;0;0;0;31;3;1;0;0
2013-03-29 00;434;0;0;0;0;0;0;0;0;0;0;21;5;1;0;0
2013-03-29 01;374;5;0;748;374.0;0;0;0;0;0;0;27;3;1;0;0
2013-03-29 02;317;21;2;970;970.0;0;0;0;0;0;0;109;8;1;0;0
2013-03-29 03;273;98;0;1042;1042.0;0;0;0;0;0;0;6;1;1;0;0
2013-03-29 04;316;42;0;71;71.0;0;0;0;0;0;0;7;0;1;0;0
2013-03-29 05;389;0;0;0;0;0;0;0;0;0;0;10;1;1;0;0
2013-03-29 06;419;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-03-29 07;393;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0
2013-03-29 08;431;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0
2013-03-29 09;407;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0
