date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 19;264;3;0;1291;258.2;0;0;0;0;0;0;22;13;1;0;0
2013-03-27 20;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013-03-27 23;154;60;0;1170;585.0;0;0;0;0;0;0;153;10;2;0;0
2013-03-28 00;298;1;0;453;151.0;0;0;0;0;0;0;16;1;1;0;0
2013-03-28 01;341;0;0;0;0;0;0;0;1;8457;8457.0;8;2;1;0;0
2013-03-28 02;320;1;0;0;0;0;0;0;0;0;0;10;3;1;0;0
2013-03-28 03;329;0;0;2632;2632.0;0;0;0;1;10111;10111.0;9;4;1;0;0
2013-03-28 04;312;0;0;232;116.0;0;0;0;0;0;0;10;3;1;0;0
2013-03-28 05;311;0;0;0;0;0;0;0;0;0;0;8;3;1;0;0
2013-03-28 06;317;9;0;181;181.0;0;0;0;0;0;0;11;3;1;0;0
2013-03-28 07;311;6;0;0;0;1;24895;24895.0;0;0;0;13;2;1;0;0
2013-03-28 08;347;0;0;0;0;0;0;0;0;0;0;16;2;1;0;0
2013-03-28 09;348;0;0;0;0;0;0;0;0;0;0;12;2;1;0;0
2013-03-28 10;347;0;0;0;0;0;0;0;0;0;0;15;2;1;0;0
2013-03-28 11;348;0;0;0;0;0;0;0;0;0;0;14;2;1;0;0
2013-03-28 12;346;0;0;0;0;0;0;0;0;0;0;11;2;1;0;0
2013-03-28 13;345;0;0;0;0;0;0;0;0;0;0;13;2;1;0;0
2013-03-28 14;344;0;0;0;0;1;4663;4663.0;0;0;0;8;2;1;0;0
2013-03-28 15;348;0;0;0;0;0;0;0;0;0;0;18;2;1;0;0
2013-03-28 16;252;28;32;70;70.0;0;0;0;0;0;0;130;1;1;0;0
2013-03-28 17;289;34;3;2708;1354.0;0;0;0;0;0;0;57;7;1;0;0
2013-03-28 18;296;26;0;0;0;0;0;0;1;4524;4524.0;45;4;1;0;0
2013-03-28 19;277;45;0;0;0;0;0;0;0;0;0;73;4;2;0;0
2013-03-28 20;301;15;0;0;0;0;0;0;0;0;0;22;6;1;0;0
2013-03-28 21;213;95;2;0;0;0;0;0;0;0;0;127;2;1;0;0
2013-03-28 22;257;42;3;0;0;0;0;0;0;0;0;38;2;1;0;0
2013-03-28 23;269;3;0;0;0;0;0;0;0;0;0;24;2;1;0;4
2013-03-29 00;231;72;0;0;0;0;0;0;0;0;0;95;0;1;0;0
2013-03-29 01;220;113;0;0;0;0;0;0;1;7548;7548.0;134;3;2;0;0
2013-03-29 02;345;0;0;0;0;0;0;0;0;0;0;11;4;1;0;0
2013-03-29 03;323;1;0;0;0;0;0;0;0;0;0;12;5;1;0;0
2013-03-29 04;314;0;0;0;0;1;8142;8142.0;1;8143;8143.0;8;3;1;0;0
