date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;347;0;0;0;0;0;0;0;0;0;0;17;8;1;0;0
2013-03-27 06;348;0;0;0;0;0;0;0;0;0;0;17;8;1;0;0
2013-03-27 07;347;0;0;0;0;0;0;0;0;0;0;17;6;1;0;0
2013-03-27 08;348;0;0;0;0;0;0;0;0;0;0;14;8;1;0;0
2013-03-27 09;347;0;0;0;0;0;0;0;0;0;0;15;9;1;0;0
2013-03-27 10;348;0;0;0;0;0;0;0;0;0;0;18;5;1;0;0
2013-03-27 11;347;0;0;0;0;0;0;0;0;0;0;16;7;1;0;0
2013-03-27 12;348;0;0;0;0;0;0;0;0;0;0;16;7;1;0;0
2013-03-27 13;347;0;0;0;0;0;0;0;0;0;0;14;9;1;0;0
2013-03-27 14;348;0;0;0;0;0;0;0;0;0;0;11;8;1;0;0
2013-03-27 15;347;0;0;0;0;0;0;0;0;0;0;16;8;1;0;0
2013-03-27 16;347;0;0;494;247.0;0;0;0;0;0;0;15;7;1;0;0
2013-03-27 17;347;0;0;121;121.0;0;0;0;0;0;0;14;6;1;0;0
2013-03-27 18;348;0;0;1695;1695.0;0;0;0;0;0;0;16;5;1;0;0
2013-03-27 19;152;0;0;232;116.0;0;0;0;0;0;0;19;4;1;0;0
2013-03-27 20;28;0;0;0;0;0;0;0;0;0;0;16;8;1;0;0
2013-03-28 18;236;28;19;6172;1543.0;1;6310;6310.0;1;6081;6081.0;88;23;1;0;0
2013-03-28 19;328;6;1;1946;1946.0;0;0;0;0;0;0;8;6;0;0;0
2013-03-28 20;249;51;31;131;131.0;1;7926;7926.0;1;17515;17515.0;130;3;1;0;0
2013-03-28 21;348;0;0;0;0;0;0;0;0;0;0;35;1;1;0;0
2013-03-28 22;342;0;0;0;0;1;9083;9083.0;0;0;0;35;0;1;0;0
2013-03-28 23;348;0;0;0;0;0;0;0;0;0;0;37;0;1;0;0
2013-03-29 00;347;0;0;0;0;0;0;0;0;0;0;32;0;1;0;0
2013-03-29 01;345;0;0;0;0;0;0;0;1;18883;18883.0;29;1;1;0;0
2013-03-29 02;345;0;0;0;0;1;7333;7333.0;0;0;0;11;1;1;0;0
2013-03-29 03;347;0;0;0;0;0;0;0;0;0;0;10;1;1;0;0
2013-03-29 04;347;0;0;0;0;1;6095;6095.0;0;0;0;9;1;1;0;0
2013-03-29 05;346;0;0;0;0;0;0;0;0;0;0;7;1;1;0;1
2013-03-29 06;346;0;0;0;0;1;28601;28601.0;1;30001;30001.0;11;1;1;0;0
2013-03-29 07;348;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-29 08;347;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-29 09;348;0;0;0;0;0;0;0;0;0;0;27;0;1;0;0
2013-03-29 10;347;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-03-29 11;348;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0
2013-03-29 12;347;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-29 13;347;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0
2013-03-29 14;300;6;41;575;575.0;0;0;0;1;14157;14157.0;64;0;1;0;0
2013-03-29 15;338;0;0;4235;4235.0;1;14026;14026.0;0;0;0;21;7;1;0;0
2013-03-29 16;169;92;62;2440;1220.0;0;0;0;0;0;0;178;8;2;0;0
2013-03-29 17;220;33;75;2028;405.6;0;0;0;0;0;0;95;3;2;0;0
2013-03-29 18;331;4;0;1987;496.75;1;9525;9525.0;1;9522;9522.0;8;1;1;0;0
2013-03-29 19;338;6;0;3984;664.0;0;0;0;0;0;0;7;2;2;0;0
2013-03-29 20;341;0;0;1231;246.2;0;0;0;0;0;0;11;6;2;0;0
2013-03-29 21;332;0;0;1624;324.8;1;4332;4332.0;0;0;0;9;4;2;0;0
2013-03-29 22;270;23;45;546;182.0;1;15371;15371.0;0;0;0;52;4;1;0;0
2013-03-29 23;347;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0
2013-03-30 00;347;0;0;40;40.0;0;0;0;0;0;0;10;2;1;0;0
2013-03-30 01;347;0;0;0;0;0;0;0;0;0;0;13;2;1;0;0
2013-03-30 02;346;0;0;0;0;0;0;0;0;0;0;16;2;1;0;0
2013-03-30 03;348;0;0;0;0;1;3613;3613.0;0;0;0;17;2;1;0;0
2013-03-30 04;347;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-30 05;346;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0
2013-03-30 06;348;0;0;0;0;0;0;0;0;0;0;24;1;1;0;0
2013-03-30 07;348;0;0;0;0;0;0;0;0;0;0;22;0;1;0;0
2013-03-30 08;348;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-03-30 09;346;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-03-30 10;348;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-03-30 11;347;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-03-30 12;348;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-03-30 13;347;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-03-30 14;348;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-03-30 15;347;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-03-30 16;348;0;0;0;0;0;0;0;0;0;0;15;1;1;0;0
