date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 18;81;123;16;5744;5744.0;1;3873;3873.0;1;3869;3869.0;164;9;0;0;0
2013-03-27 19;279;42;10;575;575.0;0;0;0;0;0;0;146;3;0;0;0
2013-03-27 20;187;108;33;1869;1869.0;0;0;0;0;0;0;158;5;0;0;0
2013-03-27 21;340;0;0;0;0;1;4130;4130.0;1;9844;9844.0;35;0;0;0;0
2013-03-27 22;348;0;0;0;0;1;5506;5506.0;0;0;0;47;0;0;0;0
2013-03-27 23;331;6;0;1054;351.3333333333333;0;0;0;0;0;0;44;0;0;0;0
2013-03-28 00;261;30;0;1783;356.6;0;0;0;1;6987;6987.0;35;0;0;0;4
2013-03-28 01;343;0;0;0;0;1;4675;4675.0;0;0;0;23;0;0;0;0
2013-03-28 02;291;47;0;695;231.66666666666666;0;0;0;0;0;0;49;1;0;0;0
2013-03-28 03;299;34;0;212;212.0;1;7989;7989.0;1;7903;7903.0;43;5;0;0;0
2013-03-28 04;347;0;0;60;60.0;0;0;0;0;0;0;18;3;0;0;0
2013-03-28 05;236;88;0;938;469.0;1;33723;33723.0;1;35641;35641.0;150;3;0;0;0
2013-03-28 06;348;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0
2013-03-28 07;348;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0
2013-03-28 08;347;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0
2013-03-28 09;348;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0
2013-03-28 10;347;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0
2013-03-28 11;348;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0
2013-03-28 12;347;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0
2013-03-28 13;347;0;0;707;353.5;0;0;0;0;0;0;25;0;0;0;0
2013-03-28 14;348;0;0;0;0;0;0;0;0;0;0;22;1;0;0;0
2013-03-28 15;328;12;0;424;141.33333333333334;0;0;0;1;3604;3604.0;24;1;0;0;0
2013-03-28 16;280;46;0;1836;612.0;1;23674;23674.0;1;23756;23756.0;55;1;0;0;0
2013-03-28 17;343;0;0;3076;1538.0;0;0;0;0;0;0;17;9;0;0;0
2013-03-28 18;221;87;0;1475;491.6666666666667;0;0;0;0;0;0;148;1;0;0;0
2013-03-28 19;338;4;0;5879;2939.5;0;0;0;0;0;0;13;6;0;0;0
2013-03-28 20;228;105;2;100;100.0;0;0;0;0;0;0;147;6;0;0;0
2013-03-28 21;347;0;0;272;136.0;0;0;0;0;0;0;27;0;0;0;0
2013-03-28 22;348;0;0;444;148.0;0;0;0;0;0;0;20;0;0;0;0
2013-03-28 23;331;4;0;3309;1103.0;0;0;0;0;0;0;25;0;0;0;0
2013-03-29 00;342;0;0;0;0;1;5712;5712.0;1;8016;8016.0;17;1;0;0;0
2013-03-29 01;342;0;0;514;171.33333333333334;0;0;0;0;0;0;16;1;0;0;0
2013-03-29 02;231;16;0;0;0;0;0;0;0;0;0;24;1;0;0;0
2013-03-29 03;311;8;0;0;0;1;10390;10390.0;1;10127;10127.0;20;0;0;0;0
2013-03-29 04;347;0;0;262;131.0;0;0;0;0;0;0;15;0;0;0;0
2013-03-29 05;348;0;0;242;121.0;0;0;0;0;0;0;21;1;0;0;0
2013-03-29 06;348;0;0;0;0;0;0;0;0;0;0;25;1;0;0;1
2013-03-29 07;347;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0
2013-03-29 08;348;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0
2013-03-29 09;347;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0
2013-03-29 10;348;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0
2013-03-29 11;347;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0
2013-03-29 12;348;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0
2013-03-29 13;347;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0
2013-03-29 14;348;0;0;0;0;0;0;0;0;0;0;18;1;0;0;0
2013-03-29 15;347;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0
