date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;350;0;0;0;0;0;0;0;0;0;0;19;9;1;0;0
2013-03-27 06;348;0;0;0;0;0;0;0;0;0;0;23;10;1;0;0
2013-03-27 07;347;0;0;0;0;0;0;0;0;0;0;20;8;1;0;0
2013-03-27 08;348;0;0;0;0;0;0;0;0;0;0;19;7;1;0;0
2013-03-27 09;347;0;0;0;0;0;0;0;0;0;0;18;7;1;0;0
2013-03-27 10;348;0;0;0;0;0;0;0;0;0;0;16;9;1;0;0
2013-03-27 11;347;0;0;0;0;0;0;0;0;0;0;18;6;1;0;0
2013-03-27 12;348;0;0;0;0;0;0;0;0;0;0;22;7;1;0;0
2013-03-27 13;347;0;0;0;0;0;0;0;0;0;0;18;11;1;0;0
2013-03-27 14;348;0;0;0;0;0;0;0;0;0;0;22;8;1;0;0
2013-03-27 15;347;0;0;0;0;0;0;0;0;0;0;18;10;1;0;0
2013-03-27 16;348;0;0;211;211.0;0;0;0;0;0;0;17;9;1;0;0
2013-03-27 17;347;0;0;242;121.0;0;0;0;0;0;0;19;10;1;0;0
2013-03-27 18;347;0;0;1694;1694.0;0;0;0;0;0;0;18;5;1;0;0
2013-03-27 19;249;0;0;454;151.33333333333334;0;0;0;0;0;0;13;6;1;0;0
2013-03-27 20;22;0;0;50;50.0;0;0;0;0;0;0;14;4;1;0;0
2013-03-28 22;109;0;0;1119;1119.0;0;0;0;0;0;0;17;10;1;0;0
2013-03-28 23;270;40;0;0;0;0;0;0;0;0;0;156;15;1;0;0
2013-03-29 00;257;41;0;4054;2027.0;0;0;0;0;0;0;65;1;1;0;0
2013-03-29 01;282;46;0;192;96.0;1;5429;5429.0;1;5054;5054.0;49;1;1;0;0
2013-03-29 02;346;0;0;1300;650.0;0;0;0;0;0;0;5;0;1;0;0
2013-03-29 03;331;0;0;484;161.33333333333334;1;8496;8496.0;1;8634;8634.0;4;0;1;0;0
2013-03-29 04;347;0;0;1998;499.5;0;0;0;0;0;0;4;0;1;0;0
2013-03-29 05;348;0;0;1533;511.0;0;0;0;0;0;0;6;0;1;0;0
2013-03-29 06;331;0;0;544;272.0;0;0;0;1;32875;32875.0;5;0;1;0;0
2013-03-29 07;346;0;0;0;0;1;26058;26058.0;0;0;0;2;0;1;0;0
2013-03-29 08;347;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
2013-03-29 09;348;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0
2013-03-29 10;347;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-29 11;348;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0
2013-03-29 12;347;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0
2013-03-29 13;348;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0
2013-03-29 14;345;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0
2013-03-29 15;285;44;0;2874;2874.0;1;5107;5107.0;1;5066;5066.0;62;9;1;0;0
2013-03-29 16;280;63;0;4024;2012.0;0;0;0;0;0;0;90;9;1;0;0
2013-03-29 17;291;38;0;2835;567.0;1;4474;4474.0;1;4407;4407.0;102;15;1;0;0
2013-03-29 18;251;74;0;1304;434.6666666666667;0;0;0;0;0;0;69;9;3;0;0
2013-03-29 19;117;108;33;0;0;0;0;0;0;0;0;42;2;2;0;0
2013-03-29 20;291;25;12;2309;1154.5;1;9836;9836.0;1;6393;6393.0;59;2;2;0;0
2013-03-29 21;275;13;48;968;242.0;0;0;0;0;0;0;84;3;1;0;0
2013-03-29 22;185;59;66;3137;627.4;0;0;0;0;0;0;97;1;1;0;0
2013-03-29 23;255;20;17;3106;1553.0;0;0;0;0;0;0;195;0;1;0;0
2013-03-30 00;268;30;0;2299;2299.0;1;6557;6557.0;0;0;0;225;0;1;0;0
2013-03-30 01;328;1;0;3669;407.6666666666667;0;0;0;0;0;0;6;0;1;0;0
2013-03-30 02;348;0;0;2280;2280.0;0;0;0;0;0;0;5;1;1;0;0
2013-03-30 03;346;0;0;1614;538.0;0;0;0;0;0;0;4;1;1;0;0
2013-03-30 04;347;0;0;2359;337.0;0;0;0;0;0;0;5;1;1;0;0
2013-03-30 05;347;0;0;5020;1004.0;0;0;0;0;0;0;5;0;1;0;0
2013-03-30 06;347;0;0;201;201.0;0;0;0;0;0;0;6;0;1;0;0
2013-03-30 07;348;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0
2013-03-30 08;347;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0
2013-03-30 09;348;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0
2013-03-30 10;347;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0
2013-03-30 11;348;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0
2013-03-30 12;347;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-03-30 13;348;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0
2013-03-30 14;347;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0
2013-03-30 15;348;0;0;0;0;0;0;0;1;8206;8206.0;4;0;1;0;0
2013-03-30 16;347;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0
2013-03-30 17;255;50;16;2571;514.2;1;4055;4055.0;0;0;0;43;0;1;0;0
2013-03-30 18;296;43;1;826;275.3333333333333;0;0;0;0;0;0;69;0;1;0;0
2013-03-30 19;344;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-03-30 20;347;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0
2013-03-30 21;347;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0
2013-03-30 22;347;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0
2013-03-30 23;347;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
2013-03-31 00;348;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0
2013-03-31 01;347;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
2013-03-31 03;348;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0
2013-03-31 04;348;0;0;293;293.0;0;0;0;0;0;0;4;1;1;0;0
2013-03-31 05;347;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-31 06;348;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-03-31 07;347;0;0;1432;716.0;0;0;0;0;0;0;5;0;1;0;0
2013-03-31 08;348;0;0;1674;334.8;0;0;0;0;0;0;5;0;1;0;0
2013-03-31 09;347;0;0;1664;332.8;0;0;0;0;0;0;6;0;1;0;0
2013-03-31 10;348;0;0;61;61.0;0;0;0;0;0;0;4;0;1;0;0
2013-03-31 11;347;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0
2013-03-31 12;348;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0
2013-03-31 13;347;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0
2013-03-31 14;348;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0
2013-03-31 15;348;0;0;0;0;0;0;0;0;0;0;5;1;1;0;0
2013-03-31 16;348;0;0;50;50.0;0;0;0;0;0;0;3;1;1;0;0
2013-03-31 17;347;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0
2013-03-31 18;338;0;0;110;55.0;1;4538;4538.0;0;0;0;4;1;1;0;0
2013-03-31 19;348;0;0;353;353.0;0;0;0;0;0;0;5;0;1;0;0
2013-03-31 20;176;82;0;2712;542.4;1;4145;4145.0;1;4132;4132.0;86;4;1;0;0
2013-03-31 21;267;60;0;384;384.0;0;0;0;1;4857;4857.0;93;13;1;0;0
2013-03-31 22;348;0;0;0;0;0;0;0;0;0;0;35;11;1;0;0
2013-03-31 23;347;0;0;191;191.0;0;0;0;0;0;0;31;11;1;0;0
2013-04-01 00;348;0;0;0;0;0;0;0;0;0;0;35;9;1;0;0
2013-04-01 01;292;5;26;1422;1422.0;1;18919;18919.0;0;0;0;105;9;2;0;2
2013-04-01 02;302;13;26;3792;758.4;0;0;0;0;0;0;114;4;1;0;0
2013-04-01 03;342;0;0;2199;1099.5;0;0;0;0;0;0;13;1;2;0;0
2013-04-01 04;322;7;15;1694;1694.0;0;0;0;0;0;0;29;1;1;0;0
2013-04-01 05;337;0;0;192;192.0;0;0;0;0;0;0;8;0;1;0;0
2013-04-01 06;328;11;0;1512;756.0;1;31209;31209.0;0;0;0;12;0;1;0;0
2013-04-01 07;346;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0
2013-04-01 08;348;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0
