date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;347;0;0;0;0;1;8240;8240.0;1;33989;33989.0;19;0;1;0;0
2013-03-27 06;349;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-27 07;350;0;0;0;0;1;24917;24917.0;0;0;0;19;0;1;0;0
2013-03-27 08;349;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-27 09;349;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-27 10;349;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-27 11;350;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0
2013-03-27 12;349;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-27 13;348;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-03-27 14;218;5;100;0;0;0;0;0;0;0;0;332;0;2;0;0
2013-03-27 15;297;2;0;3145;1048.3333333333333;1;3954;3954.0;1;3953;3953.0;24;7;1;0;0
2013-03-27 16;171;72;41;1481;370.25;0;0;0;0;0;0;169;6;2;0;0
2013-03-27 17;235;20;23;1996;1996.0;0;0;0;0;0;0;133;3;2;0;0
2013-03-27 18;229;7;48;1291;1291.0;1;5571;5571.0;1;4795;4795.0;95;4;2;0;0
2013-03-27 19;271;47;30;3308;3308.0;0;0;0;0;0;0;75;4;1;0;0
2013-03-27 20;141;21;121;0;0;1;5368;5368.0;1;5311;5311.0;98;2;2;0;0
2013-03-27 21;349;0;0;3731;1865.5;0;0;0;0;0;0;9;1;1;0;5
2013-03-27 22;218;49;48;1409;352.25;0;0;0;0;0;0;82;4;2;0;0
2013-03-27 23;252;22;32;221;221.0;0;0;0;0;0;0;108;1;2;0;0
2013-03-28 00;339;0;0;0;0;0;0;0;1;4305;4305.0;23;0;1;0;4
2013-03-28 01;345;0;0;11186;3728.6666666666665;0;0;0;0;0;0;32;2;1;0;0
2013-03-28 02;321;7;0;0;0;1;4273;4273.0;1;5173;5173.0;26;3;1;0;0
2013-03-28 03;330;0;0;0;0;0;0;0;0;0;0;24;4;1;0;0
2013-03-28 04;207;69;21;2441;1220.5;0;0;0;1;3621;3621.0;84;0;1;0;0
2013-03-28 05;274;14;24;3095;3095.0;0;0;0;0;0;0;69;0;1;0;0
2013-03-28 06;340;2;0;0;0;1;8553;8553.0;1;27506;27506.0;18;0;1;0;0
2013-03-28 07;350;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0
2013-03-28 08;350;0;0;0;0;1;17072;17072.0;0;0;0;13;0;1;0;0
2013-03-28 09;351;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0
2013-03-28 10;350;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0
2013-03-28 11;350;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0
2013-03-28 12;350;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-03-28 13;227;46;44;0;0;0;0;0;0;0;0;343;3;2;0;0
2013-03-28 14;282;31;17;3327;3327.0;0;0;0;0;0;0;100;12;1;0;0
2013-03-28 15;279;36;0;0;0;0;0;0;0;0;0;44;0;1;0;0
2013-03-28 16;257;13;61;0;0;0;0;0;0;0;0;144;0;1;0;0
