date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;347;0;0;1442;1442.0;1;25917;25917.0;0;0;0;21;0;1;0;0
2013-03-27 06;347;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0
2013-03-27 07;348;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-27 08;347;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-03-27 09;348;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-27 10;347;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-27 11;348;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0
2013-03-27 12;341;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-27 13;348;0;0;0;0;1;4111;4111.0;1;6405;6405.0;19;0;1;0;0
2013-03-27 14;305;37;0;0;0;0;0;0;0;0;0;96;0;1;0;0
2013-03-27 15;339;2;0;4089;2044.5;0;0;0;0;0;0;25;10;1;0;0
2013-03-27 16;282;51;0;493;246.5;1;16323;16323.0;0;0;0;77;6;1;0;0
2013-03-27 17;348;0;0;0;0;0;0;0;1;11970;11970.0;22;1;1;0;0
2013-03-27 18;347;0;0;1088;362.6666666666667;0;0;0;0;0;0;19;0;1;0;0
2013-03-27 19;347;0;0;61;61.0;0;0;0;0;0;0;18;0;1;0;0
2013-03-27 20;345;0;0;9973;3324.3333333333335;0;0;0;1;10838;10838.0;19;0;1;0;0
2013-03-27 21;347;0;0;0;0;0;0;0;0;0;0;22;1;1;0;0
2013-03-27 22;348;0;0;0;0;0;0;0;0;0;0;24;0;1;0;0
2013-03-27 23;293;45;0;91;91.0;0;0;0;0;0;0;215;0;1;0;0
2013-03-28 00;319;20;0;4528;1509.3333333333333;0;0;0;0;0;0;57;17;1;0;0
2013-03-28 01;209;68;0;1291;645.5;1;6046;6046.0;0;0;0;99;15;2;0;1
2013-03-28 02;348;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-28 03;335;0;0;4912;4912.0;0;0;0;0;0;0;24;1;1;0;0
2013-03-28 04;347;0;0;0;0;0;0;0;0;0;0;25;1;1;0;0
2013-03-28 05;338;1;0;81;81.0;0;0;0;0;0;0;23;1;1;0;0
2013-03-28 06;340;0;0;0;0;1;21826;21826.0;0;0;0;21;0;1;0;0
2013-03-28 07;348;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0
2013-03-28 08;347;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-28 09;347;0;0;0;0;0;0;0;0;0;0;26;0;1;0;0
2013-03-28 10;348;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-28 11;347;0;0;0;0;0;0;0;0;0;0;29;0;1;0;0
2013-03-28 12;348;0;0;0;0;0;0;0;0;0;0;28;0;1;0;0
2013-03-28 13;345;0;0;141;141.0;0;0;0;0;0;0;25;0;1;0;0
2013-03-28 14;344;0;0;1301;650.5;1;6879;6879.0;0;0;0;25;0;1;0;0
2013-03-28 15;347;0;0;2077;519.25;0;0;0;0;0;0;28;0;1;0;0
2013-03-28 16;286;33;0;1463;731.5;0;0;0;0;0;0;61;0;1;0;0
2013-03-28 17;301;36;0;1745;1745.0;0;0;0;0;0;0;67;8;1;0;0
2013-03-28 18;339;3;0;1663;207.875;0;0;0;0;0;0;37;0;1;0;0
2013-03-28 19;345;0;0;353;117.66666666666667;1;3813;3813.0;1;7612;7612.0;24;0;1;0;0
2013-03-28 20;348;0;0;70;70.0;0;0;0;0;0;0;17;0;1;0;0
2013-03-28 21;346;0;0;747;249.0;1;4438;4438.0;1;7358;7358.0;22;0;1;0;0
2013-03-28 22;349;0;0;0;0;0;0;0;0;0;0;26;0;1;0;0
2013-03-28 23;256;53;5;0;0;0;0;0;0;0;0;67;0;1;0;1
2013-03-29 00;312;2;0;2652;530.4;0;0;0;0;0;0;43;14;1;0;0
2013-03-29 01;335;0;0;674;134.8;0;0;0;0;0;0;44;16;1;0;0
2013-03-29 02;269;53;0;121;121.0;0;0;0;0;0;0;98;11;2;0;0
2013-03-29 03;347;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-29 04;348;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-29 05;348;0;0;0;0;0;0;0;0;0;0;22;0;1;0;0
2013-03-29 06;342;0;0;0;0;1;22139;22139.0;0;0;0;24;0;1;0;0
2013-03-29 07;347;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-29 08;348;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-29 09;347;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-29 10;347;0;0;0;0;0;0;0;0;0;0;24;0;1;0;0
2013-03-29 11;348;0;0;0;0;0;0;0;0;0;0;22;0;1;0;0
2013-03-29 12;347;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0
2013-03-29 13;312;6;0;1240;620.0;0;0;0;1;3763;3763.0;23;0;1;0;0
2013-03-29 14;307;37;0;2512;418.6666666666667;0;0;0;0;0;0;183;0;1;0;0
2013-03-29 15;342;0;0;3580;3580.0;0;0;0;0;0;0;21;11;1;0;0
2013-03-29 16;298;33;0;90;90.0;1;5512;5512.0;0;0;0;180;10;1;0;0
2013-03-29 17;345;0;0;252;126.0;0;0;0;0;0;0;20;0;1;0;0
2013-03-29 18;347;0;0;383;127.66666666666667;0;0;0;0;0;0;19;1;1;0;0
2013-03-29 19;334;1;0;707;176.75;0;0;0;1;8029;8029.0;24;1;1;0;0
2013-03-29 20;343;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-29 21;341;0;0;4758;2379.0;0;0;0;0;0;0;23;1;1;0;0
2013-03-29 22;321;2;0;0;0;0;0;0;1;21465;21465.0;21;1;1;0;0
2013-03-29 23;344;3;0;0;0;0;0;0;0;0;0;22;1;1;0;1
2013-03-30 00;347;0;0;4641;1547.0;1;6117;6117.0;0;0;0;19;1;1;0;0
2013-03-30 01;348;0;0;847;847.0;0;0;0;0;0;0;21;1;1;0;0
2013-03-30 02;348;0;0;2686;1343.0;0;0;0;0;0;0;17;1;1;0;0
2013-03-30 03;342;0;0;6576;3288.0;1;5128;5128.0;0;0;0;19;1;1;0;0
2013-03-30 04;347;0;0;0;0;0;0;0;0;0;0;20;1;1;0;0
2013-03-30 05;348;0;0;0;0;1;32395;32395.0;0;0;0;24;0;1;0;0
2013-03-30 06;347;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0
2013-03-30 07;348;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-30 08;347;0;0;0;0;0;0;0;0;0;0;28;0;1;0;0
2013-03-30 09;348;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-30 10;347;0;0;0;0;0;0;0;0;0;0;22;0;1;0;0
2013-03-30 11;348;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0
2013-03-30 12;347;0;0;0;0;0;0;0;0;0;0;27;0;1;0;0
2013-03-30 13;348;0;0;0;0;0;0;0;0;0;0;24;0;1;0;0
2013-03-30 14;343;0;0;2733;2733.0;1;9394;9394.0;0;0;0;25;0;1;0;0
2013-03-30 15;348;0;0;1796;898.0;0;0;0;0;0;0;23;0;1;0;0
2013-03-30 16;274;20;0;1382;460.6666666666667;0;0;0;0;0;0;28;0;1;0;0
2013-03-30 17;271;42;0;6409;3204.5;1;9371;9371.0;1;9382;9382.0;28;0;1;0;0
2013-03-30 18;204;76;0;0;0;0;0;0;0;0;0;19;0;1;0;0
2013-03-30 19;199;43;0;2087;417.4;0;0;0;0;0;0;158;1;1;0;0
2013-03-30 20;224;49;0;1188;297.0;0;0;0;0;0;0;211;7;3;0;0
2013-03-30 21;327;6;0;3803;1901.5;1;5752;5752.0;1;6055;6055.0;36;1;1;0;0
2013-03-30 22;348;0;0;2592;2592.0;0;0;0;0;0;0;20;0;1;0;0
2013-03-30 23;344;0;0;4336;4336.0;1;4564;4564.0;1;16031;16031.0;19;0;1;0;4
2013-03-31 00;346;0;0;9908;9908.0;1;11053;11053.0;0;0;0;16;0;1;0;0
2013-03-31 01;347;0;0;0;0;0;0;0;0;0;0;18;1;1;0;0
2013-03-31 03;348;0;0;3936;1312.0;0;0;0;0;0;0;17;1;1;0;0
2013-03-31 04;343;0;0;2341;2341.0;1;6943;6943.0;0;0;0;20;1;1;0;0
2013-03-31 05;348;0;0;8283;8283.0;0;0;0;0;0;0;20;1;1;0;0
2013-03-31 06;347;0;0;0;0;1;5764;5764.0;0;0;0;21;1;1;0;0
2013-03-31 07;347;0;0;3652;3652.0;0;0;0;0;0;0;19;1;1;0;0
2013-03-31 08;344;0;0;1765;1765.0;0;0;0;0;0;0;18;1;1;0;0
2013-03-31 09;335;0;0;0;0;1;21237;21237.0;0;0;0;25;0;1;0;0
2013-03-31 10;347;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0
2013-03-31 11;348;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0
2013-03-31 12;347;0;0;0;0;0;0;0;0;0;0;24;0;1;0;0
2013-03-31 13;348;0;0;0;0;0;0;0;0;0;0;27;0;1;0;0
2013-03-31 14;347;0;0;0;0;0;0;0;0;0;0;24;0;1;0;0
2013-03-31 15;345;0;0;0;0;1;10363;10363.0;0;0;0;24;0;1;0;0
2013-03-31 16;347;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-31 17;346;0;0;0;0;0;0;0;0;0;0;22;0;1;0;0
2013-03-31 18;326;14;0;4306;2153.0;0;0;0;0;0;0;24;1;1;0;0
2013-03-31 19;348;0;0;1392;464.0;1;7607;7607.0;1;7606;7606.0;26;0;1;0;0
2013-03-31 20;347;0;0;2754;918.0;0;0;0;0;0;0;19;0;1;0;0
2013-03-31 21;347;0;0;3611;1203.6666666666667;1;7541;7541.0;0;0;0;23;0;1;0;0
2013-03-31 22;348;0;0;2564;641.0;0;0;0;0;0;0;22;0;1;0;0
2013-03-31 23;348;0;0;4465;2232.5;1;14298;14298.0;0;0;0;23;0;1;0;0
2013-04-01 00;348;0;0;5851;5851.0;0;0;0;0;0;0;25;0;1;0;0
2013-04-01 01;346;0;0;0;0;0;0;0;0;0;0;29;0;1;0;1
2013-04-01 02;347;0;0;10036;3345.3333333333335;0;0;0;0;0;0;26;0;1;0;0
2013-04-01 03;348;0;0;0;0;1;4106;4106.0;0;0;0;25;0;1;0;0
2013-04-01 04;343;0;0;0;0;1;4041;4041.0;0;0;0;24;0;1;0;0
2013-04-01 05;348;0;0;7845;3922.5;1;4850;4850.0;0;0;0;20;0;1;0;0
2013-04-01 06;347;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-04-01 07;313;8;0;202;101.0;0;0;0;1;28078;28078.0;22;1;1;0;0
2013-04-01 08;347;0;0;0;0;1;20753;20753.0;0;0;0;18;0;1;0;0
2013-04-01 09;347;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0
2013-04-01 10;348;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-04-01 11;347;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-04-01 12;348;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-04-01 13;347;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0
2013-04-01 14;348;0;0;0;0;1;3964;3964.0;0;0;0;18;0;1;0;0
2013-04-01 15;289;27;1;5518;2759.0;0;0;0;0;0;0;102;0;1;0;0
2013-04-01 16;308;13;0;0;0;0;0;0;0;0;0;16;10;1;0;0
2013-04-01 17;274;42;0;2521;2521.0;0;0;0;0;0;0;92;10;1;0;0
2013-04-01 18;339;0;0;1179;294.75;0;0;0;1;4835;4835.0;25;0;1;0;0
2013-04-01 19;319;3;20;40;40.0;0;0;0;0;0;0;39;1;1;0;0
2013-04-01 20;149;130;0;2141;713.6666666666666;1;3675;3675.0;1;3675;3675.0;161;1;3;0;0
2013-04-01 21;247;59;0;2449;612.25;0;0;0;1;11016;11016.0;212;9;3;0;0
2013-04-01 22;347;0;0;0;0;1;6203;6203.0;0;0;0;25;1;1;0;0
2013-04-01 23;342;0;0;0;0;0;0;0;0;0;0;22;0;1;0;0
2013-04-02 00;344;0;0;0;0;0;0;0;1;9597;9597.0;25;0;1;0;0
2013-04-02 01;347;0;0;142;71.0;0;0;0;0;0;0;27;0;1;0;0
2013-04-02 02;345;1;0;5626;1406.5;0;0;0;1;6547;6547.0;28;0;1;0;0
2013-04-02 03;346;0;0;0;0;0;0;0;0;0;0;24;0;1;0;0
2013-04-02 04;333;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-04-02 05;338;0;0;0;0;0;0;0;0;0;0;26;0;1;0;0
2013-04-02 06;348;0;0;0;0;1;26690;26690.0;0;0;0;25;0;1;0;0
2013-04-02 07;348;0;0;0;0;0;0;0;0;0;0;25;1;1;0;0
2013-04-02 08;347;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0
2013-04-02 09;348;0;0;0;0;0;0;0;0;0;0;27;0;1;0;0
2013-04-02 10;347;0;0;0;0;0;0;0;0;0;0;24;0;1;0;0
