date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;348;0;0;0;0;0;0;0;0;0;0;7;2;1;0;1
2013-03-27 06;347;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0
2013-03-27 07;347;0;0;0;0;0;0;0;0;0;0;10;2;1;0;0
2013-03-27 08;348;0;0;0;0;0;0;0;0;0;0;7;2;1;0;0
2013-03-27 09;347;0;0;0;0;0;0;0;0;0;0;10;1;1;0;0
2013-03-27 10;347;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0
2013-03-27 11;318;16;0;1464;732.0;0;0;0;0;0;0;13;1;1;0;0
2013-03-27 12;297;17;17;5022;1674.0;1;4453;4453.0;0;0;0;76;6;1;0;0
2013-03-27 13;347;0;0;222;222.0;0;0;0;1;6266;6266.0;24;10;1;0;0
2013-03-27 14;258;41;35;3146;1048.6666666666667;0;0;0;0;0;0;139;11;1;0;0
2013-03-27 15;340;0;0;3368;3368.0;0;0;0;0;0;0;14;10;1;0;0
2013-03-27 16;227;31;30;1200;300.0;0;0;0;0;0;0;128;9;2;0;0
2013-03-27 17;205;72;38;1503;751.5;1;6615;6615.0;0;0;0;117;2;1;0;0
2013-03-27 18;333;3;0;2207;441.4;0;0;0;1;4406;4406.0;13;5;1;0;0
2013-03-27 19;186;97;31;958;239.5;1;10145;10145.0;1;10057;10057.0;139;4;1;0;0
2013-03-27 20;312;3;24;2542;635.5;0;0;0;0;0;0;23;0;1;0;0
2013-03-27 21;348;0;0;888;177.6;0;0;0;0;0;0;2;0;1;0;0
2013-03-27 22;203;92;28;2239;447.8;0;0;0;0;0;0;94;0;1;0;0
2013-03-27 23;249;41;16;0;0;1;7192;7192.0;1;7182;7182.0;68;3;1;0;4
2013-03-28 00;339;0;0;383;191.5;0;0;0;0;0;0;5;2;1;0;0
2013-03-28 01;329;2;0;2369;473.8;0;0;0;0;0;0;5;2;1;0;0
2013-03-28 02;159;101;59;696;696.0;1;6312;6312.0;1;7149;7149.0;140;8;2;0;0
2013-03-28 03;262;46;12;3328;3328.0;0;0;0;0;0;0;36;0;1;0;1
2013-03-28 04;252;64;11;847;423.5;1;27149;27149.0;1;27184;27184.0;64;3;1;0;0
2013-03-28 05;347;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0
2013-03-28 06;348;0;0;0;0;0;0;0;0;0;0;13;1;1;0;0
2013-03-28 07;347;0;0;0;0;0;0;0;0;0;0;10;1;1;0;0
2013-03-28 08;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-03-28 09;347;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-03-28 10;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-03-28 11;347;0;0;333;166.5;0;0;0;0;0;0;11;0;1;0;0
2013-03-28 12;314;26;0;1614;807.0;1;4387;4387.0;1;4242;4242.0;46;1;1;0;0
2013-03-28 13;327;9;0;3307;1653.5;0;0;0;0;0;0;21;7;1;0;0
2013-03-28 14;278;11;0;2782;927.3333333333334;0;0;0;0;0;0;32;4;1;0;0
2013-03-28 15;130;129;76;746;248.66666666666666;0;0;0;0;0;0;333;6;2;0;0
2013-03-28 16;134;83;89;716;238.66666666666666;0;0;0;0;0;0;194;3;1;0;0
2013-03-28 17;290;19;26;2218;2218.0;0;0;0;0;0;0;54;9;1;0;0
2013-03-28 18;291;18;21;909;181.8;1;10790;10790.0;1;10787;10787.0;79;3;1;0;0
2013-03-28 19;328;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0
2013-03-28 20;338;0;0;0;0;0;0;0;0;0;0;5;2;1;0;0
2013-03-28 21;217;49;55;0;0;1;13204;13204.0;1;14710;14710.0;89;1;2;0;0
2013-03-28 22;346;0;0;771;771.0;0;0;0;0;0;0;2;0;1;0;0
2013-03-28 23;347;0;0;2753;917.6666666666666;0;0;0;0;0;0;4;0;1;0;0
2013-03-29 00;327;10;0;1867;622.3333333333334;0;0;0;0;0;0;3;0;1;0;0
2013-03-29 01;236;60;2;2480;826.6666666666666;1;8695;8695.0;0;0;0;109;1;2;0;0
2013-03-29 02;307;23;0;545;272.5;0;0;0;0;0;0;15;1;1;0;0
2013-03-29 03;348;0;0;776;155.2;0;0;0;0;0;0;3;3;1;0;0
2013-03-29 04;295;20;0;111;111.0;0;0;0;0;0;0;43;3;1;0;0
2013-03-29 05;331;9;0;0;0;1;23254;23254.0;1;23457;23457.0;9;2;1;0;0
2013-03-29 06;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-03-29 07;347;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-03-29 08;348;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-03-29 09;347;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-03-29 10;348;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-29 11;315;0;0;948;474.0;0;0;0;0;0;0;17;0;1;0;0
2013-03-29 12;266;44;8;91;91.0;0;0;0;0;0;0;76;1;2;0;0
2013-03-29 13;266;31;29;1169;389.6666666666667;1;5397;5397.0;0;0;0;105;12;2;0;0
2013-03-29 14;171;94;37;5290;1322.5;0;0;0;0;0;0;161;19;2;0;0
2013-03-29 15;323;2;0;0;0;0;0;0;0;0;0;14;11;1;0;0
2013-03-29 16;196;44;59;1443;1443.0;1;4401;4401.0;0;0;0;150;11;2;0;1
2013-03-29 17;109;103;99;2219;739.6666666666666;0;0;0;0;0;0;180;0;1;0;2
2013-03-29 18;122;100;104;2894;964.6666666666666;0;0;0;0;0;0;239;3;2;0;0
2013-03-29 19;170;77;72;0;0;0;0;0;0;0;0;167;7;1;0;0
2013-03-29 20;333;8;0;2228;557.0;1;8812;8812.0;1;7219;7219.0;7;0;1;0;0
2013-03-29 21;347;0;0;3571;1190.3333333333333;0;0;0;0;0;0;1;0;1;0;0
2013-03-29 22;196;87;23;706;706.0;0;0;0;0;0;0;67;3;2;0;0
2013-03-29 23;214;62;39;1371;685.5;0;0;0;1;6832;6832.0;133;0;2;0;0
2013-03-30 00;238;74;12;2209;2209.0;1;4694;4694.0;0;0;0;42;1;1;0;1
2013-03-30 01;271;41;18;2451;817.0;1;9543;9543.0;1;8965;8965.0;53;2;1;0;0
2013-03-30 02;271;52;10;706;706.0;0;0;0;0;0;0;52;0;1;0;0
2013-03-30 03;296;13;0;0;0;0;0;0;0;0;0;4;4;1;0;0
