date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;348;0;0;0;0;0;0;0;0;0;0;16;6;1;0;0
2013-03-27 06;347;0;0;0;0;0;0;0;0;0;0;14;7;1;0;0
2013-03-27 07;350;0;0;0;0;0;0;0;0;0;0;17;5;1;0;0
2013-03-27 08;348;0;0;0;0;0;0;0;0;0;0;12;8;1;0;0
2013-03-27 09;347;0;0;0;0;0;0;0;0;0;0;17;7;1;0;0
2013-03-27 10;348;0;0;0;0;0;0;0;0;0;0;19;7;1;0;0
2013-03-27 11;347;0;0;0;0;0;0;0;0;0;0;16;6;1;0;0
2013-03-27 12;348;0;0;0;0;0;0;0;0;0;0;18;8;1;0;0
2013-03-27 13;347;0;0;0;0;0;0;0;0;0;0;17;9;1;0;0
2013-03-27 14;347;0;0;0;0;0;0;0;0;0;0;14;6;1;0;0
2013-03-27 15;347;0;0;0;0;0;0;0;0;0;0;16;8;1;0;0
2013-03-27 16;347;0;0;574;287.0;0;0;0;0;0;0;16;6;1;0;0
2013-03-27 17;348;0;0;100;100.0;0;0;0;0;0;0;19;7;1;0;0
2013-03-27 18;347;0;0;1926;1926.0;0;0;0;0;0;0;18;4;1;0;0
2013-03-27 19;135;0;0;172;172.0;0;0;0;0;0;0;9;3;1;0;0
2013-03-27 20;3;0;0;0;0;0;0;0;0;0;0;13;3;1;0;0
2013-03-27 23;14;3;0;5243;5243.0;0;0;0;0;0;0;24;8;1;0;0
2013-03-28 00;195;64;0;0;0;1;4839;4839.0;0;0;0;184;0;2;0;0
2013-03-28 01;93;1;21;3046;761.5;0;0;0;0;0;0;260;1;0;0;0
2013-03-28 02;295;1;0;997;249.25;1;8620;8620.0;1;8667;8667.0;39;1;0;0;0
2013-03-28 03;346;0;0;2713;452.1666666666667;0;0;0;0;0;0;31;1;0;0;0
2013-03-28 04;304;17;0;2734;683.5;0;0;0;0;0;0;146;1;0;0;0
2013-03-28 05;320;1;0;0;0;0;0;0;0;0;0;87;0;0;0;0
2013-03-28 06;345;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0
2013-03-28 07;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-03-28 08;348;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0
2013-03-28 09;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-03-28 10;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-03-28 11;348;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-28 12;348;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0
2013-03-28 13;347;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-03-28 14;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-03-28 15;347;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-03-28 16;168;74;56;2017;504.25;0;0;0;0;0;0;308;11;2;0;0
2013-03-28 17;284;14;42;2430;2430.0;0;0;0;0;0;0;80;7;1;0;0
2013-03-28 18;105;61;4;5668;2834.0;1;9901;9901.0;1;10181;10181.0;114;11;1;0;0
2013-03-28 19;261;15;0;656;656.0;0;0;0;0;0;0;10;7;0;0;0
2013-03-28 20;169;69;8;2783;695.75;0;0;0;0;0;0;51;19;1;0;0
2013-03-28 21;244;5;1;2471;617.75;0;0;0;0;0;0;11;15;1;0;0
2013-03-28 22;267;66;0;552;110.4;1;25745;25745.0;1;25958;25958.0;108;8;2;0;0
2013-03-28 23;347;0;0;4864;1216.0;0;0;0;0;0;0;31;1;1;0;0
2013-03-29 00;307;38;0;1221;1221.0;0;0;0;0;0;0;41;3;1;0;0
2013-03-29 01;215;70;0;656;656.0;0;0;0;0;0;0;79;7;2;0;0
2013-03-29 02;345;0;0;0;0;0;0;0;0;0;0;11;6;1;0;0
2013-03-29 03;341;0;0;0;0;0;0;0;0;0;0;12;8;1;0;0
2013-03-29 04;310;22;0;0;0;0;0;0;0;0;0;14;8;1;0;0
2013-03-29 05;235;55;1;433;433.0;0;0;0;0;0;0;185;8;2;0;0
2013-03-29 06;346;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-29 07;346;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-03-29 08;347;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0
2013-03-29 09;347;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-29 10;347;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-29 11;347;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-03-29 12;347;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-29 13;347;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-29 14;297;6;1;676;676.0;0;0;0;0;0;0;151;1;1;0;0
2013-03-29 15;180;86;14;5022;5022.0;0;0;0;0;0;0;17;10;1;0;0
2013-03-29 16;165;139;4;1845;1845.0;0;0;0;0;0;0;181;3;2;0;0
2013-03-29 17;244;84;0;2673;445.5;0;0;0;0;0;0;109;1;2;0;0
2013-03-29 18;322;0;0;1461;730.5;0;0;0;0;0;0;8;3;1;0;0
2013-03-31 16;97;79;0;2825;1412.5;1;12432;12432.0;0;0;0;238;0;0;0;0
2013-03-31 17;58;175;6;3228;1614.0;0;0;0;1;11993;11993.0;123;3;0;0;0
2013-03-31 18;263;39;0;3894;1298.0;0;0;0;0;0;0;75;1;1;0;0
2013-03-31 19;253;55;5;3681;1840.5;0;0;0;0;0;0;13;1;1;0;0
2013-03-31 20;227;73;0;1281;640.5;1;11585;11585.0;1;10369;10369.0;50;1;1;0;0
2013-03-31 21;347;0;0;2190;730.0;0;0;0;0;0;0;22;1;1;0;0
2013-03-31 22;348;0;0;3174;793.5;0;0;0;0;0;0;30;1;1;0;0
2013-03-31 23;292;25;3;2794;1397.0;1;24606;24606.0;0;0;0;82;4;2;0;0
2013-04-01 00;347;0;0;3137;627.4;0;0;0;0;0;0;17;5;1;0;4
2013-04-01 01;348;0;0;1997;665.6666666666666;0;0;0;0;0;0;17;3;1;0;0
2013-04-01 02;348;0;0;3994;1997.0;0;0;0;0;0;0;18;1;1;0;0
2013-04-01 03;305;14;0;2359;589.75;0;0;0;0;0;0;82;1;2;0;0
2013-04-01 04;348;0;0;2461;820.3333333333334;0;0;0;0;0;0;17;1;1;0;0
2013-04-01 05;310;21;0;4073;1018.25;0;0;0;0;0;0;51;0;1;0;0
2013-04-01 06;283;22;0;0;0;1;33744;33744.0;0;0;0;164;0;1;0;0
2013-04-01 07;347;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
2013-04-01 08;348;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
2013-04-01 09;347;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
2013-04-01 10;348;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
2013-04-01 11;347;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
2013-04-01 12;348;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
2013-04-01 13;347;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
2013-04-01 14;348;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
2013-04-01 15;286;1;13;525;525.0;0;0;0;0;0;0;97;0;1;0;0
2013-04-01 16;297;17;4;4593;4593.0;0;0;0;0;0;0;21;11;1;0;0
2013-04-01 17;240;23;0;2732;683.0;0;0;0;0;0;0;33;2;2;0;0
2013-04-01 18;346;0;0;1804;601.3333333333334;1;10682;10682.0;1;9693;9693.0;16;5;2;0;0
2013-04-01 19;347;0;0;1623;405.75;0;0;0;0;0;0;12;5;1;0;0
2013-04-01 20;348;0;0;1120;280.0;0;0;0;0;0;0;12;4;1;0;0
2013-04-01 21;322;0;0;1330;190.0;0;0;0;0;0;0;20;3;1;0;0
2013-04-01 22;321;0;0;1271;211.83333333333334;0;0;0;0;0;0;21;4;1;0;0
2013-04-01 23;334;0;0;1582;791.0;1;4910;4910.0;0;0;0;17;3;2;0;0
2013-04-02 00;263;31;0;3177;1059.0;0;0;0;0;0;0;135;3;1;0;0
2013-04-02 01;174;41;1;2803;2803.0;1;14998;14998.0;1;3964;3964.0;117;0;0;0;0
2013-04-02 02;199;50;0;3530;1176.6666666666667;0;0;0;0;0;0;160;2;1;0;0
2013-04-02 03;348;0;0;4680;1560.0;0;0;0;0;0;0;16;2;1;0;0
2013-04-02 04;345;0;0;1361;453.6666666666667;0;0;0;0;0;0;13;3;1;0;0
2013-04-02 05;274;22;0;4114;1371.3333333333333;0;0;0;1;29695;29695.0;72;2;1;0;0
2013-04-02 06;285;17;0;0;0;0;0;0;0;0;0;298;1;1;0;0
2013-04-02 07;348;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0
2013-04-02 08;348;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-04-02 09;348;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0
2013-04-02 10;347;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-04-02 11;348;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0
2013-04-02 12;348;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-04-02 13;348;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-04-02 14;347;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-04-02 15;347;0;0;0;0;0;0;0;1;5636;5636.0;7;0;1;0;0
2013-04-02 16;347;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-04-02 17;278;5;0;1563;1563.0;0;0;0;0;0;0;129;0;1;0;0
2013-04-02 18;238;18;0;5761;1920.3333333333333;0;0;0;0;0;0;133;0;1;0;0
2013-04-02 19;209;20;43;1655;827.5;1;4592;4592.0;1;4592;4592.0;211;4;2;0;0
2013-04-02 20;271;38;0;2915;2915.0;0;0;0;0;0;0;22;5;1;0;0
2013-04-02 21;230;46;28;2552;1276.0;1;6548;6548.0;0;0;0;85;10;2;0;0
2013-04-02 22;299;0;25;4074;679.0;0;0;0;0;0;0;32;1;1;0;0
2013-04-02 23;190;25;5;3197;3197.0;1;11135;11135.0;0;0;0;128;0;2;0;0
2013-04-03 00;188;47;0;998;998.0;0;0;0;0;0;0;191;3;2;0;0
2013-04-03 01;348;0;0;3206;641.2;0;0;0;0;0;0;11;2;1;0;0
2013-04-03 02;327;5;0;2340;585.0;0;0;0;0;0;0;11;3;2;0;0
2013-04-03 03;348;0;0;3076;1025.3333333333333;0;0;0;0;0;0;10;3;1;0;0
2013-04-03 04;330;0;0;3459;864.75;0;0;0;0;0;0;16;3;1;0;1
2013-04-03 05;307;14;25;1945;389.0;1;35812;35812.0;1;29689;29689.0;24;3;2;0;0
2013-04-03 06;263;3;0;1351;1351.0;0;0;0;0;0;0;157;0;2;0;0
2013-04-03 07;348;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-04-03 08;348;0;0;0;0;0;0;0;0;0;0;7;0;1;0;4
2013-04-03 09;348;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-04-03 10;348;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-04-03 11;348;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0
2013-04-03 12;348;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-04-03 13;348;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0
2013-04-03 14;347;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0
2013-04-03 15;298;7;3;0;0;0;0;0;0;0;0;97;0;1;0;0
2013-04-03 16;300;11;0;5479;2739.5;1;20178;20178.0;1;21454;21454.0;24;13;1;0;0
2013-04-03 17;106;39;35;716;716.0;0;0;0;0;0;0;226;3;3;0;0
2013-04-03 18;202;14;0;2237;559.25;0;0;0;0;0;0;158;0;2;0;0
2013-04-03 19;174;5;7;50;50.0;0;0;0;0;0;0;274;0;2;0;0
2013-04-03 20;274;42;4;646;323.0;0;0;0;0;0;0;107;4;2;0;0
2013-04-03 21;348;0;0;322;161.0;0;0;0;0;0;0;32;3;1;0;0
2013-04-03 22;335;0;0;889;177.8;0;0;0;0;0;0;30;4;1;0;0
2013-04-03 23;340;4;0;4437;1479.0;1;6991;6991.0;1;7018;7018.0;52;6;2;0;0
2013-04-04 00;278;19;11;100;100.0;0;0;0;0;0;0;55;4;2;0;0
2013-04-04 01;329;0;0;1060;212.0;0;0;0;0;0;0;32;5;1;0;0
2013-04-04 02;347;0;0;0;0;0;0;0;0;0;0;29;4;1;0;0
2013-04-04 03;344;0;0;534;267.0;0;0;0;0;0;0;35;3;2;0;0
2013-04-04 04;180;3;0;2086;347.6666666666667;0;0;0;0;0;0;154;2;2;0;0
2013-04-04 05;323;22;0;163;163.0;0;0;0;0;0;0;168;0;2;0;0
2013-04-04 06;713;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0
2013-04-04 07;707;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-04-04 08;417;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-04-04 09;139;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-04-04 19;1034;449;62;1262;631.0;0;0;0;0;0;0;210;4;1;0;0
2013-04-04 20;249;25;25;3348;3348.0;1;7903;7903.0;1;8132;8132.0;39;15;1;0;0
2013-04-04 21;145;126;34;2864;954.6666666666666;0;0;0;0;0;0;31;10;1;0;0
2013-04-04 22;276;21;6;970;323.3333333333333;0;0;0;0;0;0;22;17;1;0;0
2013-04-04 23;180;58;46;2319;773.0;1;14983;14983.0;1;15002;15002.0;142;16;2;0;0
2013-04-05 00;184;124;0;0;0;0;0;0;0;0;0;49;0;1;0;0
2013-04-05 01;180;114;28;1089;1089.0;0;0;0;0;0;0;63;2;1;0;0
2013-04-05 02;271;16;46;1219;174.14285714285714;0;0;0;0;0;0;85;2;2;0;1
2013-04-05 03;273;33;0;2560;512.0;0;0;0;0;0;0;11;2;1;0;0
2013-04-05 04;314;0;0;2088;696.0;0;0;0;0;0;0;13;3;1;0;0
