date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;348;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0
2013-03-27 06;347;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0
2013-03-27 07;347;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-03-27 08;348;0;0;0;0;0;0;0;0;0;0;6;0;1;0;1
2013-03-27 09;347;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0
2013-03-27 10;348;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-27 11;347;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-27 12;348;0;0;40;40.0;0;0;0;0;0;0;5;0;1;0;0
2013-03-27 13;255;52;0;293;293.0;1;4759;4759.0;1;3729;3729.0;62;1;1;0;0
2013-03-27 14;319;22;0;493;246.5;0;0;0;0;0;0;35;2;1;0;0
2013-03-27 15;345;0;0;3268;1634.0;0;0;0;0;0;0;9;9;1;0;0
2013-03-27 16;298;41;0;555;277.5;0;0;0;0;0;0;30;6;2;0;0
2013-03-27 17;297;32;0;3893;973.25;0;0;0;0;0;0;38;10;1;0;0
2013-03-27 18;282;48;0;1958;652.6666666666666;0;0;0;0;0;0;73;14;2;0;0
2013-03-27 19;341;0;0;0;0;0;0;0;0;0;0;27;8;1;0;0
2013-03-27 20;346;0;0;0;0;0;0;0;0;0;0;15;9;1;0;1
2013-03-27 21;323;0;0;0;0;0;0;0;0;0;0;11;3;1;0;0
2013-03-27 22;345;0;0;0;0;0;0;0;0;0;0;14;7;1;0;0
2013-03-27 23;341;0;0;3701;1850.5;0;0;0;0;0;0;16;6;1;0;4
2013-03-28 00;325;0;0;0;0;0;0;0;0;0;0;13;5;1;0;0
2013-03-28 01;297;26;0;1572;786.0;0;0;0;0;0;0;82;6;1;0;0
2013-03-28 02;333;0;0;1635;327.0;0;0;0;0;0;0;10;1;1;0;0
2013-03-28 03;333;0;0;1523;304.6;0;0;0;0;0;0;5;1;1;0;0
2013-03-28 04;294;0;0;2883;720.75;0;0;0;0;0;0;9;1;1;0;0
2013-03-28 05;306;3;0;494;494.0;1;25780;25780.0;0;0;0;10;0;1;0;0
