date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;348;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-27 06;347;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0
2013-03-27 07;348;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-03-27 08;347;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-27 09;347;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-03-27 10;348;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-27 11;347;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-27 12;215;73;1;1029;257.25;1;4796;4796.0;0;0;0;73;2;4;0;0
2013-03-27 13;207;60;10;2902;580.4;0;0;0;0;0;0;207;2;2;0;0
2013-03-27 14;302;12;15;1089;544.5;1;4459;4459.0;0;0;0;76;3;2;0;0
2013-03-27 15;346;0;0;2863;2863.0;0;0;0;1;3930;3930.0;15;7;1;0;0
2013-03-27 16;318;0;24;4174;2087.0;1;4231;4231.0;1;4010;4010.0;90;3;1;0;0
2013-03-27 17;327;7;12;3298;1099.3333333333333;1;3737;3737.0;1;4159;4159.0;98;11;1;0;0
2013-03-27 18;256;42;0;1007;503.5;0;0;0;0;0;0;167;11;2;0;0
2013-03-27 19;182;49;13;595;148.75;0;0;0;1;10707;10707.0;75;0;1;0;0
2013-03-27 20;348;0;0;81;81.0;1;5058;5058.0;0;0;0;9;0;1;0;0
2013-03-27 21;339;1;0;211;105.5;1;4074;4074.0;0;0;0;9;0;1;0;0
2013-03-27 22;311;22;1;715;178.75;0;0;0;0;0;0;14;1;2;0;0
2013-03-27 23;313;13;6;3055;1018.3333333333334;1;13088;13088.0;1;13191;13191.0;7;0;1;0;4
2013-03-28 00;327;6;0;132;132.0;0;0;0;0;0;0;13;0;1;0;0
2013-03-28 01;346;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-03-28 02;319;9;0;1655;413.75;0;0;0;0;0;0;11;0;1;0;0
2013-03-28 03;273;26;0;877;219.25;0;0;0;1;31744;31744.0;14;0;1;0;0
2013-03-28 04;344;0;0;272;272.0;1;28569;28569.0;0;0;0;14;0;1;0;0
2013-03-28 05;347;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0
2013-03-28 06;348;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0
2013-03-28 07;347;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-03-28 08;348;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0
2013-03-28 09;347;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0
2013-03-28 10;348;0;0;0;0;0;0;0;0;0;0;16;1;1;0;0
2013-03-28 11;347;0;0;0;0;0;0;0;0;0;0;14;1;1;0;0
2013-03-28 12;269;11;0;1240;620.0;1;5292;5292.0;0;0;0;63;1;2;0;0
2013-03-28 13;338;0;0;71;71.0;0;0;0;1;4971;4971.0;7;1;1;0;0
2013-03-28 14;259;1;6;1724;431.0;1;4537;4537.0;0;0;0;117;3;3;0;0
2013-03-28 15;339;5;0;60;60.0;1;3986;3986.0;1;3766;3766.0;10;0;1;0;0
2013-03-28 16;267;2;18;650;650.0;0;0;0;0;0;0;71;0;2;0;0
2013-03-28 17;300;9;33;2766;1383.0;0;0;0;0;0;0;54;8;2;0;0
2013-03-28 18;316;5;15;3261;1630.5;0;0;0;0;0;0;13;4;1;0;4
2013-03-28 19;347;0;0;2714;2714.0;0;0;0;0;0;0;7;0;1;0;0
2013-03-28 20;338;8;0;1503;1503.0;0;0;0;0;0;0;48;1;1;0;3
2013-03-28 21;178;39;2;2865;716.25;1;6170;6170.0;1;6722;6722.0;138;2;3;0;0
2013-03-28 22;339;8;0;161;161.0;0;0;0;0;0;0;16;0;1;0;0
2013-03-28 23;340;2;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-03-29 00;317;14;1;1038;346.0;1;6908;6908.0;1;6896;6896.0;15;0;1;0;0
2013-03-29 01;347;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0
2013-03-29 02;297;24;1;696;348.0;0;0;0;0;0;0;19;0;1;0;0
2013-03-29 03;334;4;0;1360;340.0;1;28530;28530.0;1;33960;33960.0;19;1;1;0;0
2013-03-29 04;348;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-03-29 05;347;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-03-29 06;347;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-03-29 07;348;0;0;0;0;0;0;0;0;0;0;16;0;1;0;1
2013-03-29 08;347;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0
2013-03-29 09;348;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0
2013-03-29 10;347;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0
2013-03-29 11;348;0;0;0;0;0;0;0;0;0;0;18;1;1;0;0
2013-03-29 12;340;0;0;0;0;0;0;0;0;0;0;17;1;1;0;0
2013-03-29 13;302;9;0;762;762.0;0;0;0;0;0;0;71;3;2;0;0
2013-03-29 14;287;32;1;4820;2410.0;1;4533;4533.0;0;0;0;136;3;1;0;0
2013-03-29 15;347;0;0;0;0;0;0;0;0;0;0;15;12;1;0;0
2013-03-29 16;322;4;20;3783;3783.0;0;0;0;1;3896;3896.0;51;4;1;0;0
2013-03-29 17;313;16;6;2982;745.5;1;4033;4033.0;1;4037;4037.0;37;12;1;0;0
2013-03-29 18;249;40;0;2138;534.5;0;0;0;0;0;0;137;10;2;0;0
2013-03-29 19;223;42;4;2138;534.5;0;0;0;0;0;0;39;0;1;0;0
2013-03-29 20;314;17;1;977;195.4;0;0;0;1;4998;4998.0;35;0;1;0;0
2013-03-29 21;305;8;0;949;474.5;0;0;0;0;0;0;16;0;1;0;0
2013-03-29 22;305;6;0;3107;621.4;0;0;0;0;0;0;18;1;1;0;0
2013-03-29 23;233;42;4;2690;1345.0;0;0;0;0;0;0;60;2;2;0;1
2013-03-30 00;272;11;29;3641;3641.0;0;0;0;0;0;0;164;0;2;0;0
2013-03-30 01;317;11;0;3943;3943.0;0;0;0;0;0;0;20;1;2;0;0
2013-03-30 02;333;0;0;4596;4596.0;0;0;0;0;0;0;9;0;1;0;0
2013-03-30 03;188;27;2;715;715.0;0;0;0;1;31127;31127.0;74;2;2;0;0
2013-03-30 04;330;4;0;666;333.0;1;25366;25366.0;0;0;0;19;0;1;0;0
2013-03-30 05;347;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-03-30 06;347;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-03-30 07;348;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0
2013-03-30 08;347;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-03-30 09;348;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-03-30 10;347;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0
2013-03-30 11;347;0;0;0;0;0;0;0;0;0;0;19;1;1;0;0
2013-03-30 12;244;38;4;322;322.0;0;0;0;0;0;0;68;3;2;0;0
2013-03-30 13;233;23;0;2281;760.3333333333334;0;0;0;0;0;0;85;2;2;0;0
2013-03-30 14;332;0;0;1553;388.25;1;7212;7212.0;1;10784;10784.0;16;0;1;0;0
2013-03-30 15;347;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-30 16;348;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-03-30 17;341;0;0;301;100.33333333333333;0;0;0;0;0;0;19;0;1;0;0
2013-03-30 18;325;3;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-03-30 19;301;1;0;1180;1180.0;0;0;0;0;0;0;13;0;1;0;0
2013-03-30 20;257;50;0;1350;450.0;0;0;0;0;0;0;16;1;1;0;0
2013-03-30 21;323;8;0;403;201.5;1;3870;3870.0;1;3870;3870.0;17;1;1;0;0
2013-03-30 22;292;31;0;3687;921.75;1;3985;3985.0;0;0;0;23;0;1;0;3
2013-03-30 23;139;12;1;0;0;0;0;0;0;0;0;81;2;1;0;0
2013-03-31 00;330;3;0;394;394.0;0;0;0;0;0;0;19;0;1;0;0
2013-03-31 01;278;31;0;2349;783.0;1;8824;8824.0;1;8851;8851.0;19;0;1;0;0
2013-03-31 03;314;1;0;3248;1624.0;0;0;0;0;0;0;13;0;1;0;0
2013-03-31 04;329;7;0;696;348.0;1;31758;31758.0;1;34342;34342.0;19;1;1;0;0
2013-03-31 05;348;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-03-31 06;347;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-03-31 07;348;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-03-31 08;347;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-03-31 09;348;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-03-31 10;347;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-31 11;348;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-31 12;347;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-31 13;290;32;0;636;636.0;0;0;0;0;0;0;19;0;1;0;0
2013-03-31 14;346;0;0;443;110.75;0;0;0;0;0;0;15;1;1;0;0
2013-03-31 15;326;2;0;837;209.25;0;0;0;0;0;0;13;0;1;0;0
2013-03-31 16;330;4;0;595;297.5;0;0;0;0;0;0;19;0;1;0;0
2013-03-31 17;264;33;0;705;176.25;1;5626;5626.0;1;5157;5157.0;50;0;2;0;0
2013-03-31 18;294;29;1;2837;945.6666666666666;0;0;0;0;0;0;89;0;1;0;0
2013-03-31 19;347;0;0;494;494.0;0;0;0;0;0;0;15;0;1;0;0
2013-03-31 20;335;1;0;877;219.25;0;0;0;0;0;0;19;0;1;0;0
2013-03-31 21;342;0;0;161;161.0;1;4629;4629.0;1;4940;4940.0;13;0;1;0;0
2013-03-31 22;272;20;8;796;398.0;0;0;0;0;0;0;117;2;3;0;0
2013-03-31 23;268;14;3;1263;631.5;0;0;0;0;0;0;85;2;3;0;0
2013-04-01 00;307;1;0;1048;209.6;0;0;0;0;0;0;15;0;1;0;0
2013-04-01 01;315;7;0;4346;1448.6666666666667;0;0;0;1;5902;5902.0;15;0;1;0;0
2013-04-01 02;329;3;0;121;121.0;0;0;0;0;0;0;17;0;1;0;0
2013-04-01 03;348;0;0;60;60.0;0;0;0;0;0;0;20;1;1;0;0
2013-04-01 04;348;0;0;725;241.66666666666666;0;0;0;0;0;0;20;1;1;0;4
2013-04-01 05;347;0;0;283;141.5;0;0;0;0;0;0;19;0;1;0;0
2013-04-01 06;348;0;0;90;90.0;0;0;0;0;0;0;17;0;1;0;0
2013-04-01 07;347;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0
2013-04-01 08;348;0;0;0;0;0;0;0;0;0;0;19;0;1;0;0
2013-04-01 09;347;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-04-01 10;348;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-04-01 11;347;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-04-01 12;347;0;0;0;0;0;0;0;0;0;0;21;1;1;0;0
2013-04-01 13;339;4;0;0;0;0;0;0;0;0;0;18;1;1;0;0
2013-04-01 14;173;84;7;1238;412.6666666666667;0;0;0;0;0;0;310;2;3;0;0
2013-04-01 15;198;20;112;5215;1303.75;1;4211;4211.0;0;0;0;194;7;3;0;0
2013-04-01 16;348;0;0;0;0;0;0;0;0;0;0;17;13;1;0;0
2013-04-01 17;304;31;0;4114;2057.0;1;4011;4011.0;1;4012;4012.0;57;5;1;0;0
2013-04-01 18;301;10;28;2660;1330.0;1;4487;4487.0;1;4487;4487.0;49;13;1;0;0
2013-04-01 19;199;113;14;1120;1120.0;0;0;0;0;0;0;198;9;1;0;0
2013-04-01 20;347;1;0;0;0;1;4331;4331.0;0;0;0;22;11;2;0;0
2013-04-01 21;307;4;18;4084;1021.0;1;5300;5300.0;1;5301;5301.0;48;1;2;0;0
2013-04-01 22;250;64;22;1149;574.5;0;0;0;0;0;0;120;0;1;0;0
2013-04-01 23;165;61;8;1250;312.5;0;0;0;0;0;0;140;2;2;0;0
2013-04-02 00;295;1;0;1211;1211.0;0;0;0;0;0;0;16;1;1;0;0
2013-04-02 01;348;0;0;0;0;1;4472;4472.0;0;0;0;18;1;1;0;0
2013-04-02 02;279;49;0;40;40.0;0;0;0;0;0;0;38;1;1;0;0
2013-04-02 03;331;2;0;60;60.0;1;4997;4997.0;1;5039;5039.0;15;0;1;0;0
2013-04-02 04;326;6;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-04-02 05;331;0;0;0;0;1;25381;25381.0;1;33247;33247.0;19;0;1;0;0
2013-04-02 06;347;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-04-02 07;348;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-04-02 08;348;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-04-02 09;348;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
2013-04-02 10;348;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-04-02 11;348;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-04-02 12;347;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-04-02 13;343;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0
2013-04-02 14;269;27;8;2045;681.6666666666666;0;0;0;0;0;0;72;2;2;0;0
2013-04-02 15;266;13;54;0;0;0;0;0;0;0;0;127;0;1;0;0
2013-04-02 16;263;10;62;0;0;0;0;0;0;0;0;107;0;2;0;0
2013-04-02 17;339;0;2;0;0;1;7735;7735.0;1;7923;7923.0;44;2;1;0;0
2013-04-02 18;347;0;0;0;0;0;0;0;0;0;0;13;3;1;0;0
2013-04-02 19;323;0;6;2129;1064.5;0;0;0;0;0;0;39;5;1;0;0
2013-04-02 20;344;0;0;2390;1195.0;0;0;0;0;0;0;5;0;1;0;0
2013-04-02 21;293;12;23;2211;1105.5;0;0;0;0;0;0;46;0;1;0;0
2013-04-02 22;241;13;0;1330;332.5;0;0;0;0;0;0;143;3;2;0;0
2013-04-02 23;348;0;0;0;0;1;5578;5578.0;1;5271;5271.0;17;1;1;0;0
2013-04-03 00;348;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0
2013-04-03 01;223;16;0;2633;1316.5;0;0;0;1;4359;4359.0;87;0;2;0;0
2013-04-03 02;324;0;0;1401;467.0;1;4163;4163.0;0;0;0;88;2;3;0;4
2013-04-03 03;348;0;0;584;146.0;1;8671;8671.0;0;0;0;21;0;1;0;0
2013-04-03 04;348;0;0;0;0;0;0;0;0;0;0;16;1;1;0;0
2013-04-03 05;348;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
