date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 19;9;0;0;0;0;0;0;0;0;0;0;24;4;1;0;0
2013-03-27 20;22;0;0;60;60.0;0;0;0;0;0;0;10;7;1;0;0
2013-03-31 22;303;0;0;2512;502.4;0;0;0;0;0;0;26;12;1;0;0
2013-03-31 23;348;0;0;374;93.5;0;0;0;0;0;0;31;11;1;0;0
2013-04-01 00;347;0;0;50;50.0;0;0;0;0;0;0;16;12;1;0;0
2013-04-01 01;347;0;0;545;181.66666666666666;0;0;0;0;0;0;25;15;1;0;0
2013-04-01 02;347;0;0;1381;276.2;0;0;0;0;0;0;29;11;1;0;0
2013-04-01 03;347;0;0;957;478.5;0;0;0;0;0;0;26;13;1;0;0
2013-04-01 04;347;0;0;141;70.5;0;0;0;0;0;0;22;11;1;0;0
2013-04-01 05;345;0;0;1129;564.5;0;0;0;0;0;0;23;13;1;0;0
2013-04-01 06;348;0;0;1431;357.75;0;0;0;0;0;0;29;11;1;0;0
2013-04-01 07;347;0;0;1381;276.2;0;0;0;0;0;0;24;13;1;0;0
2013-04-01 08;346;0;0;1088;1088.0;0;0;0;1;19823;19823.0;26;12;1;0;0
2013-04-01 09;347;0;0;0;0;0;0;0;0;0;0;26;12;1;0;0
2013-04-01 10;348;0;0;0;0;0;0;0;0;0;0;28;12;1;0;0
2013-04-01 11;346;0;0;0;0;0;0;0;0;0;0;26;9;1;0;0
2013-04-01 12;348;0;0;0;0;0;0;0;0;0;0;22;12;1;0;0
2013-04-01 13;346;0;0;0;0;0;0;0;0;0;0;20;11;1;0;0
2013-04-01 14;348;0;0;0;0;0;0;0;1;4240;4240.0;20;11;1;0;0
2013-04-01 15;347;0;0;0;0;0;0;0;0;0;0;21;14;1;0;0
2013-04-01 16;348;0;0;0;0;0;0;0;0;0;0;19;13;1;0;0
2013-04-01 17;346;0;0;1109;277.25;0;0;0;0;0;0;19;9;1;0;0
2013-04-01 18;347;0;0;1311;655.5;0;0;0;0;0;0;17;7;1;0;0
2013-04-01 19;347;0;0;111;111.0;0;0;0;0;0;0;19;7;1;0;0
2013-04-01 20;347;0;0;908;302.6666666666667;0;0;0;0;0;0;23;7;1;0;0
2013-04-01 21;347;0;0;343;171.5;0;0;0;0;0;0;17;10;1;0;0
2013-04-01 22;350;0;0;2461;820.3333333333334;0;0;0;0;0;0;18;9;1;0;0
2013-04-01 23;299;9;0;1865;932.5;0;0;0;0;0;0;27;11;1;0;0
2013-04-02 00;197;16;0;1544;514.6666666666666;1;7188;7188.0;1;7101;7101.0;48;3;1;0;0
2013-04-02 01;345;0;0;0;0;0;0;0;0;0;0;26;2;0;0;0
2013-04-02 02;311;0;0;1199;1199.0;1;10808;10808.0;0;0;0;28;2;0;0;0
2013-04-02 03;8;0;0;5445;1815.0;0;0;0;0;0;0;25;2;0;0;0
2013-04-02 04;36;0;0;1935;1935.0;0;0;0;0;0;0;22;2;0;0;0
2013-04-02 05;10;17;3;2344;1172.0;0;0;0;1;15339;15339.0;79;2;0;0;0
2013-04-02 06;290;5;0;60;60.0;1;14443;14443.0;0;0;0;178;1;2;0;0
2013-04-02 07;347;0;0;0;0;0;0;0;0;0;0;26;1;1;0;0
2013-04-02 08;346;0;0;0;0;0;0;0;0;0;0;28;1;0;0;0
2013-04-02 09;348;0;0;0;0;0;0;0;0;0;0;29;1;0;0;0
2013-04-02 10;341;0;0;0;0;1;25150;25150.0;1;28206;28206.0;26;1;1;0;0
2013-04-02 11;348;0;0;81;81.0;0;0;0;0;0;0;15;0;1;0;0
2013-04-02 12;347;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0
2013-04-02 13;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-04-02 14;347;0;0;0;0;0;0;0;0;0;0;11;0;1;0;5
2013-04-02 15;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-04-02 16;347;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0
2013-04-02 17;325;0;0;0;0;1;7188;7188.0;0;0;0;21;0;1;0;0
2013-04-02 18;238;15;0;2208;552.0;0;0;0;0;0;0;121;1;2;0;0
2013-04-02 19;172;76;0;7906;1129.4285714285713;0;0;0;0;0;0;223;6;1;0;0
2013-04-02 20;334;1;0;0;0;0;0;0;0;0;0;8;6;0;0;0
2013-04-02 21;301;32;6;1795;1795.0;1;4158;4158.0;1;6378;6378.0;52;6;0;0;0
2013-04-02 22;284;30;0;1330;332.5;0;0;0;0;0;0;29;2;1;0;0
2013-04-02 23;177;36;6;4316;4316.0;0;0;0;0;0;0;98;0;1;0;0
2013-04-03 00;238;13;28;3165;1582.5;1;7859;7859.0;0;0;0;189;2;2;0;0
2013-04-03 01;347;0;0;2631;877.0;0;0;0;0;0;0;11;3;2;0;0
2013-04-03 02;340;2;0;3360;1120.0;1;7449;7449.0;0;0;0;10;4;2;0;0
2013-04-03 03;343;0;0;2884;961.3333333333334;0;0;0;0;0;0;7;3;2;0;0
2013-04-03 04;343;0;0;3298;1099.3333333333333;1;4567;4567.0;0;0;0;9;3;1;0;5
2013-04-03 05;305;20;7;3096;516.0;0;0;0;0;0;0;17;3;1;0;0
2013-04-03 06;269;8;2;0;0;1;8403;8403.0;1;8425;8425.0;67;2;1;0;0
2013-04-03 07;347;0;0;0;0;0;0;0;0;0;0;15;2;1;0;0
2013-04-03 08;348;0;0;0;0;0;0;0;0;0;0;18;1;1;0;5
2013-04-03 09;345;0;0;0;0;1;25076;25076.0;1;23572;23572.0;18;0;1;0;0
2013-04-03 10;348;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-04-03 11;347;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-04-03 12;348;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0
