date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;347;0;0;0;0;0;0;0;0;0;0;17;8;1;0;0
2013-03-27 06;348;0;0;0;0;0;0;0;0;0;0;18;11;1;0;0
2013-03-27 07;347;0;0;0;0;0;0;0;0;0;0;18;7;1;0;0
2013-03-27 08;348;0;0;0;0;0;0;0;0;0;0;15;7;1;0;0
2013-03-27 09;347;0;0;0;0;0;0;0;0;0;0;16;10;1;0;0
2013-03-27 10;348;0;0;0;0;0;0;0;0;0;0;17;9;1;0;0
2013-03-27 11;347;0;0;0;0;0;0;0;0;0;0;18;10;1;0;0
2013-03-27 12;348;0;0;0;0;0;0;0;0;0;0;20;9;1;0;0
2013-03-27 13;347;0;0;0;0;0;0;0;0;0;0;16;12;1;0;0
2013-03-27 14;347;0;0;0;0;0;0;0;0;0;0;18;13;1;0;0
2013-03-27 15;348;0;0;0;0;0;0;0;0;0;0;20;10;1;0;0
2013-03-27 16;347;0;0;625;312.5;0;0;0;0;0;0;21;11;1;0;0
2013-03-27 17;338;0;0;70;70.0;1;7863;7863.0;0;0;0;23;9;1;0;0
2013-03-27 18;345;0;0;1744;872.0;0;0;0;0;0;0;18;10;1;0;0
2013-03-27 19;287;0;0;433;144.33333333333334;0;0;0;0;0;0;12;11;1;0;0
2013-03-27 20;24;54;0;514;514.0;0;0;0;0;0;0;108;7;1;0;0
2013-03-27 21;97;106;0;1441;480.3333333333333;1;5998;5998.0;1;5750;5750.0;240;1;1;0;0
2013-03-27 22;16;258;20;454;151.33333333333334;0;0;0;0;0;0;191;2;1;0;0
2013-03-27 23;197;79;3;2874;958.0;1;4482;4482.0;0;0;0;217;0;2;0;0
2013-03-28 00;346;0;0;4691;4691.0;0;0;0;0;0;0;54;18;1;0;1
2013-03-28 01;276;42;0;787;787.0;0;0;0;0;0;0;96;26;1;0;0
2013-03-28 02;347;0;0;11138;3712.6666666666665;1;7498;7498.0;1;4392;4392.0;42;1;1;0;0
2013-03-28 03;349;0;0;0;0;0;0;0;0;0;0;36;0;1;0;0
2013-03-28 04;346;0;0;0;0;1;27843;27843.0;0;0;0;41;0;1;0;0
2013-03-28 05;348;0;0;706;706.0;0;0;0;0;0;0;32;0;1;0;0
2013-03-28 06;347;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-28 07;348;0;0;0;0;0;0;0;0;0;0;28;0;1;0;0
2013-03-28 08;347;0;0;0;0;0;0;0;0;0;0;27;0;1;0;0
2013-03-28 09;347;0;0;0;0;0;0;0;0;0;0;31;0;1;0;0
2013-03-28 10;348;0;0;0;0;0;0;0;0;0;0;28;0;1;0;0
2013-03-28 11;348;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0
2013-03-28 12;347;0;0;0;0;1;7176;7176.0;0;0;0;30;0;1;0;0
2013-03-28 13;348;0;0;0;0;0;0;0;0;0;0;35;0;1;0;0
2013-03-28 14;347;0;0;0;0;1;5304;5304.0;0;0;0;27;0;1;0;0
2013-03-28 15;348;0;0;0;0;1;4826;4826.0;0;0;0;25;1;1;0;0
2013-03-28 16;311;23;0;0;0;0;0;0;0;0;0;66;0;1;0;0
2013-03-28 17;281;54;0;2918;1459.0;1;11195;11195.0;1;10810;10810.0;100;10;1;0;0
2013-03-28 18;301;32;0;2109;703.0;0;0;0;0;0;0;73;2;1;0;0
2013-03-28 19;342;0;0;0;0;0;0;0;0;0;0;37;0;1;0;0
2013-03-28 20;348;0;0;0;0;0;0;0;0;0;0;35;1;1;0;1
2013-03-28 21;332;0;0;456;228.0;0;0;0;1;10955;10955.0;35;0;1;0;0
2013-03-28 22;320;0;0;0;0;0;0;0;0;0;0;33;0;1;0;0
2013-03-28 23;346;0;0;181;181.0;0;0;0;0;0;0;32;1;1;0;0
2013-03-29 00;326;2;0;667;222.33333333333334;0;0;0;1;4432;4432.0;58;2;1;0;1
2013-03-29 01;282;21;0;615;307.5;0;0;0;0;0;0;58;1;1;0;0
2013-03-29 02;347;0;0;9353;3117.6666666666665;1;13559;13559.0;1;6724;6724.0;39;1;1;0;0
2013-03-29 03;348;0;0;0;0;0;0;0;0;0;0;37;0;1;0;0
2013-03-29 04;347;0;0;0;0;0;0;0;1;33831;33831.0;45;0;1;0;0
2013-03-29 05;348;0;0;2289;2289.0;0;0;0;0;0;0;43;0;1;0;0
2013-03-29 06;345;0;0;2500;625.0;0;0;0;0;0;0;46;1;1;0;0
2013-03-29 07;343;0;0;90;90.0;1;16729;16729.0;0;0;0;43;0;1;0;0
2013-03-29 08;347;0;0;0;0;0;0;0;0;0;0;45;0;1;0;0
2013-03-29 09;348;0;0;0;0;0;0;0;0;0;0;38;0;1;0;0
2013-03-29 10;343;0;0;0;0;0;0;0;0;0;0;37;0;1;0;0
2013-03-29 11;346;0;0;0;0;1;7973;7973.0;0;0;0;36;0;1;0;0
2013-03-29 12;347;0;0;0;0;0;0;0;0;0;0;31;0;1;0;0
2013-03-29 13;336;0;0;0;0;0;0;0;0;0;0;36;0;1;0;0
2013-03-29 14;320;9;4;0;0;0;0;0;0;0;0;66;0;1;0;0
2013-03-29 15;323;23;1;4054;4054.0;0;0;0;0;0;0;45;10;1;0;0
2013-03-29 16;311;29;0;4077;4077.0;1;4118;4118.0;1;3837;3837.0;108;14;2;0;0
2013-03-29 17;318;11;0;0;0;0;0;0;0;0;0;73;19;1;0;0
