date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 18;277;0;0;1432;716.0;0;0;0;0;0;0;17;6;1;0;0
2013-03-27 19;250;0;0;71;71.0;0;0;0;0;0;0;24;10;1;0;0
2013-03-27 20;335;0;0;3197;532.8333333333334;0;0;0;0;0;0;31;15;1;0;0
2013-03-27 21;271;26;0;1332;666.0;0;0;0;0;0;0;120;12;1;0;0
2013-03-27 22;300;39;0;6989;1747.25;0;0;0;0;0;0;218;3;0;0;0
2013-03-27 23;275;52;0;0;0;0;0;0;0;0;0;160;3;0;0;0
2013-03-28 00;307;33;0;3034;1011.3333333333334;1;4243;4243.0;0;0;0;189;3;0;0;0
2013-03-28 01;335;1;0;1241;620.5;0;0;0;0;0;0;41;2;0;0;0
2013-03-28 02;232;50;0;2965;1482.5;0;0;0;0;0;0;86;1;0;0;0
2013-03-28 03;154;44;0;3479;1159.6666666666667;0;0;0;0;0;0;18;1;0;0;0
2013-03-28 04;130;111;0;1512;1512.0;0;0;0;0;0;0;122;0;0;0;0
2013-03-28 05;166;64;0;1765;441.25;1;29512;29512.0;0;0;0;95;1;0;0;0
2013-03-28 06;347;0;0;0;0;0;0;0;0;0;0;27;1;0;0;0
2013-03-28 07;348;0;0;0;0;0;0;0;0;0;0;24;1;0;0;0
2013-03-28 08;346;0;0;0;0;0;0;0;0;0;0;26;1;0;0;0
2013-03-28 09;345;0;0;0;0;0;0;0;0;0;0;22;1;0;0;0
2013-03-28 10;347;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0
2013-03-28 11;348;0;0;0;0;0;0;0;0;0;0;25;1;0;0;0
2013-03-28 12;347;0;0;0;0;0;0;0;0;0;0;26;1;0;0;0
2013-03-28 13;348;0;0;0;0;0;0;0;0;0;0;28;1;0;0;0
2013-03-28 14;339;0;0;181;181.0;1;6158;6158.0;0;0;0;31;1;0;0;0
2013-03-28 15;347;0;0;1473;368.25;0;0;0;0;0;0;35;1;0;0;0
2013-03-28 16;249;36;41;171;171.0;0;0;0;0;0;0;146;7;0;0;0
2013-03-28 17;281;29;16;2997;1498.5;0;0;0;0;0;0;74;8;0;0;0
2013-03-28 18;179;106;13;918;459.0;0;0;0;0;0;0;117;6;0;0;0
2013-03-28 19;343;1;0;3591;3591.0;1;3684;3684.0;0;0;0;24;0;0;0;0
2013-03-28 20;308;27;0;3137;1045.6666666666667;0;0;0;0;0;0;52;1;0;0;0
2013-03-28 21;219;43;56;967;967.0;1;5307;5307.0;0;0;0;75;0;1;0;0
2013-03-28 22;0;140;117;0;0;0;0;0;0;0;0;74;2;0;0;0
2013-03-28 23;309;22;0;3278;1639.0;0;0;0;1;7846;7846.0;81;5;0;0;0
2013-03-29 00;338;2;0;3452;1726.0;1;4707;4707.0;0;0;0;15;0;1;0;0
2013-03-29 01;288;17;0;2843;2843.0;0;0;0;0;0;0;64;0;1;0;0
2013-03-29 02;221;73;0;4740;1580.0;0;0;0;0;0;0;74;2;1;0;0
2013-03-29 03;337;0;0;353;176.5;0;0;0;1;3735;3735.0;25;1;1;0;0
2013-03-29 04;339;0;0;50;50.0;1;29763;29763.0;1;32155;32155.0;18;2;1;0;1
2013-03-29 05;347;0;0;0;0;0;0;0;0;0;0;19;1;1;0;0
2013-03-29 06;348;0;0;0;0;0;0;0;0;0;0;22;2;1;0;0
2013-03-29 07;347;0;0;0;0;0;0;0;0;0;0;17;2;1;0;0
2013-03-29 08;348;0;0;0;0;0;0;0;0;0;0;19;1;1;0;0
2013-03-29 09;347;0;0;0;0;0;0;0;0;0;0;13;1;1;0;0
2013-03-29 10;348;0;0;0;0;0;0;0;0;0;0;18;1;1;0;0
2013-03-29 11;347;0;0;0;0;0;0;0;0;0;0;16;1;1;0;0
2013-03-29 12;348;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-03-29 13;347;0;0;0;0;0;0;0;0;0;0;18;1;1;0;0
2013-03-29 14;236;103;1;6638;1659.5;0;0;0;0;0;0;121;15;1;0;0
2013-03-29 15;334;0;0;0;0;0;0;0;0;0;0;20;11;1;0;0
2013-03-29 16;217;86;0;171;85.5;0;0;0;0;0;0;88;28;2;0;0
2013-03-29 17;301;12;0;2638;439.6666666666667;1;4276;4276.0;1;4340;4340.0;40;32;1;0;0
2013-03-29 18;248;67;2;3542;1771.0;0;0;0;0;0;0;74;9;2;0;0
2013-03-29 19;276;59;0;2854;1427.0;0;0;0;0;0;0;23;7;1;0;0
2013-03-29 20;279;32;12;0;0;0;0;0;0;0;0;58;2;2;0;4
2013-03-29 21;238;78;1;2277;759.0;0;0;0;0;0;0;42;4;2;0;0
2013-03-29 22;229;114;0;1371;342.75;0;0;0;0;0;0;118;4;1;0;0
2013-03-29 23;314;0;0;1554;777.0;0;0;0;1;3648;3648.0;22;3;1;0;1
2013-03-30 00;278;12;32;3724;931.0;0;0;0;0;0;0;151;3;1;0;1
2013-03-30 01;252;12;0;2401;2401.0;0;0;0;1;5298;5298.0;45;0;0;0;0
2013-03-30 02;210;90;7;4470;4470.0;0;0;0;0;0;0;183;4;2;0;0
2013-03-30 03;107;65;34;4786;4786.0;1;4180;4180.0;0;0;0;95;3;1;0;0
2013-03-30 04;104;106;0;0;0;0;0;0;0;0;0;83;3;0;0;0
2013-03-30 05;120;122;0;6640;6640.0;0;0;0;0;0;0;79;0;0;0;0
2013-03-30 06;88;148;0;0;0;0;0;0;1;17721;17721.0;109;2;1;0;0
2013-03-30 07;322;25;0;91;91.0;1;13803;13803.0;0;0;0;33;1;1;0;0
2013-03-30 08;347;0;0;0;0;0;0;0;0;0;0;31;1;1;0;0
2013-03-30 09;347;0;0;0;0;0;0;0;0;0;0;39;1;1;0;0
2013-03-30 10;346;0;0;111;55.5;0;0;0;0;0;0;29;1;1;0;0
2013-03-30 11;132;17;0;2491;1245.5;1;13550;13550.0;1;14356;14356.0;99;4;1;0;0
2013-03-30 12;0;5;11;1836;229.5;0;0;0;0;0;0;6;4;1;0;0
2013-03-30 13;22;9;21;1300;325.0;0;0;0;0;0;0;48;4;0;0;0
2013-03-30 14;4;0;2;3650;456.25;0;0;0;0;0;0;138;4;0;0;0
2013-03-30 15;23;28;4;737;368.5;0;0;0;0;0;0;499;6;0;0;0
2013-03-30 16;254;43;0;4750;1583.3333333333333;0;0;0;0;0;0;454;0;0;0;0
2013-03-30 17;325;4;0;5457;2728.5;0;0;0;0;0;0;89;1;0;0;0
2013-03-30 18;240;94;0;0;0;1;4228;4228.0;1;3980;3980.0;435;0;0;0;0
2013-03-30 19;289;56;0;3117;3117.0;1;3705;3705.0;0;0;0;358;0;0;0;0
2013-03-30 20;329;17;0;60;60.0;1;8971;8971.0;0;0;0;127;0;0;0;0
2013-03-30 21;348;0;0;101;101.0;0;0;0;0;0;0;113;0;0;0;0
2013-03-30 22;347;0;0;605;302.5;0;0;0;0;0;0;82;0;0;0;0
2013-03-30 23;162;151;9;1987;662.3333333333334;0;0;0;0;0;0;1089;5;0;0;0
2013-03-31 00;222;87;0;2662;887.3333333333334;1;12065;12065.0;1;3863;3863.0;591;7;0;0;0
2013-03-31 01;347;0;0;444;148.0;0;0;0;1;10926;10926.0;50;2;0;0;0
2013-03-31 03;348;0;0;0;0;0;0;0;0;0;0;47;1;0;0;0
2013-03-31 04;341;0;0;333;333.0;1;9400;9400.0;0;0;0;50;1;0;0;0
2013-03-31 05;348;0;0;1402;701.0;0;0;0;0;0;0;49;1;0;0;0
2013-03-31 06;342;0;0;70;70.0;1;26709;26709.0;0;0;0;44;1;0;0;0
2013-03-31 07;346;0;0;0;0;0;0;0;1;25180;25180.0;18;2;1;0;0
2013-03-31 08;348;0;0;0;0;0;0;0;0;0;0;16;1;1;0;0
2013-03-31 09;347;0;0;0;0;0;0;0;0;0;0;22;0;1;0;0
2013-03-31 10;347;0;0;0;0;0;0;0;0;0;0;17;0;1;0;4
2013-03-31 11;347;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0
2013-03-31 12;348;0;0;0;0;0;0;0;0;0;0;22;0;1;0;0
2013-03-31 13;347;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-31 14;344;0;0;0;0;1;4905;4905.0;0;0;0;17;0;1;0;0
2013-03-31 15;347;0;0;262;262.0;0;0;0;0;0;0;16;0;1;0;0
