date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;340;0;0;0;0;1;23763;23763.0;1;26477;26477.0;27;0;1;0;0
2013-03-27 06;348;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-27 07;347;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-27 08;347;0;0;0;0;0;0;0;0;0;0;29;0;1;0;0
2013-03-27 09;347;0;0;0;0;0;0;0;0;0;0;26;0;1;0;0
2013-03-27 10;348;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0
2013-03-27 11;347;0;0;0;0;0;0;0;0;0;0;24;0;1;0;0
2013-03-27 12;337;0;0;0;0;1;7323;7323.0;0;0;0;31;0;1;0;0
2013-03-27 13;347;0;0;0;0;0;0;0;0;0;0;26;0;1;0;0
2013-03-27 14;289;43;0;292;292.0;0;0;0;0;0;0;120;0;0;0;0
2013-03-27 15;338;3;0;3305;1652.5;1;6883;6883.0;1;6880;6880.0;36;8;1;0;0
2013-03-27 16;302;42;1;2035;407.0;0;0;0;0;0;0;51;13;2;0;0
2013-03-27 17;346;0;0;4288;1429.3333333333333;0;0;0;0;0;0;7;9;1;0;0
2013-03-27 18;327;14;0;4751;2375.5;1;9600;9600.0;1;8697;8697.0;20;7;1;0;0
2013-03-27 19;279;53;0;30;30.0;0;0;0;0;0;0;52;5;1;0;5
2013-03-27 20;348;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-03-27 21;347;0;0;0;0;1;5078;5078.0;0;0;0;13;0;1;0;0
2013-03-27 22;339;0;0;0;0;1;4828;4828.0;1;4578;4578.0;22;0;1;0;0
2013-03-27 23;348;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-28 00;340;0;0;0;0;1;4066;4066.0;1;4114;4114.0;24;0;1;0;0
2013-03-28 01;347;0;0;0;0;0;0;0;0;0;0;32;0;1;0;1
2013-03-28 02;348;0;0;232;116.0;0;0;0;0;0;0;27;0;1;0;0
2013-03-28 03;348;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0
2013-03-28 04;347;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-28 05;348;0;0;0;0;0;0;0;0;0;0;26;1;1;0;0
2013-03-28 06;347;0;0;0;0;0;0;0;0;0;0;33;0;1;0;0
2013-03-28 07;347;0;0;0;0;0;0;0;0;0;0;30;0;1;0;0
2013-03-28 08;348;0;0;0;0;0;0;0;0;0;0;27;0;1;0;0
2013-03-28 09;347;0;0;0;0;0;0;0;0;0;0;32;0;1;0;0
2013-03-28 10;348;0;0;0;0;0;0;0;0;0;0;28;0;1;0;0
2013-03-28 11;347;0;0;0;0;0;0;0;0;0;0;31;0;1;0;0
2013-03-28 12;349;0;0;0;0;0;0;0;0;0;0;31;0;1;0;0
2013-03-28 13;346;0;0;0;0;1;11188;11188.0;0;0;0;37;0;1;0;0
2013-03-28 14;347;0;0;0;0;0;0;0;0;0;0;34;1;1;0;0
2013-03-28 15;348;0;0;0;0;0;0;0;0;0;0;34;1;1;0;0
2013-03-28 16;278;44;0;665;665.0;0;0;0;0;0;0;119;1;1;0;0
2013-03-28 17;303;24;0;2097;699.0;1;8271;8271.0;1;15374;15374.0;85;7;1;0;0
2013-03-28 18;347;0;0;0;0;0;0;0;0;0;0;41;0;1;0;0
2013-03-28 19;345;0;0;0;0;1;8064;8064.0;0;0;0;33;0;1;0;0
2013-03-28 20;348;0;0;0;0;0;0;0;0;0;0;31;0;1;0;0
2013-03-28 21;347;0;0;50;50.0;0;0;0;0;0;0;28;1;1;0;0
2013-03-28 22;336;0;0;0;0;1;16794;16794.0;1;16817;16817.0;26;0;1;0;0
2013-03-28 23;347;0;0;0;0;0;0;0;0;0;0;32;0;1;0;0
2013-03-29 00;348;0;0;0;0;0;0;0;0;0;0;31;0;1;0;0
2013-03-29 01;347;0;0;0;0;0;0;0;0;0;0;31;1;2;0;0
2013-03-29 02;347;0;0;0;0;0;0;0;0;0;0;33;1;1;0;0
2013-03-29 03;347;0;0;272;272.0;0;0;0;0;0;0;28;1;1;0;0
2013-03-29 04;346;0;0;0;0;0;0;0;0;0;0;28;1;1;0;0
2013-03-29 05;348;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-29 06;347;0;0;0;0;0;0;0;0;0;0;24;1;1;0;0
2013-03-29 07;348;0;0;0;0;0;0;0;0;0;0;27;0;1;0;0
2013-03-29 08;347;0;0;0;0;0;0;0;0;0;0;28;0;1;0;0
2013-03-29 09;348;0;0;0;0;0;0;0;0;0;0;27;0;1;0;0
2013-03-29 10;347;0;0;0;0;0;0;0;0;0;0;24;0;1;0;0
2013-03-29 11;348;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-29 12;347;0;0;0;0;0;0;0;0;0;0;26;0;1;0;0
2013-03-29 13;348;0;0;0;0;0;0;0;0;0;0;28;0;1;0;0
2013-03-29 14;294;2;42;0;0;1;4069;4069.0;0;0;0;65;0;1;0;0
2013-03-29 15;338;1;0;4206;4206.0;1;10242;10242.0;0;0;0;23;9;1;0;0
2013-03-29 16;279;28;23;0;0;0;0;0;0;0;0;56;5;1;0;0
2013-03-29 17;348;0;0;0;0;0;0;0;0;0;0;26;0;1;0;0
2013-03-29 18;304;28;6;4235;4235.0;1;27846;27846.0;0;0;0;87;3;2;0;0
2013-03-29 19;291;42;4;0;0;0;0;0;0;0;0;64;3;1;0;0
2013-03-29 20;281;27;0;706;706.0;0;0;0;0;0;0;74;1;1;0;0
2013-03-29 21;347;0;0;0;0;0;0;0;0;0;0;32;0;1;0;0
2013-03-29 22;348;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0
2013-03-29 23;347;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-30 00;348;0;0;0;0;0;0;0;0;0;0;24;1;1;0;0
2013-03-30 01;347;0;0;0;0;0;0;0;0;0;0;24;1;1;0;0
2013-03-30 02;327;0;0;0;0;0;0;0;0;0;0;21;1;1;0;0
2013-03-30 03;339;0;0;827;827.0;0;0;0;0;0;0;17;0;1;0;0
2013-03-30 04;347;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-30 05;348;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-30 06;347;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0
2013-03-30 07;348;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
2013-03-30 08;347;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0
2013-03-30 09;348;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0
2013-03-30 10;347;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0
