date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;348;0;0;0;0;0;0;0;0;0;0;21;6;1;0;0
2013-03-27 06;347;0;0;0;0;0;0;0;0;0;0;17;7;1;0;0
2013-03-27 07;348;0;0;0;0;0;0;0;0;0;0;16;7;1;0;0
2013-03-27 08;347;0;0;0;0;0;0;0;0;0;0;16;9;1;0;0
2013-03-27 09;348;0;0;0;0;0;0;0;0;0;0;16;8;1;0;0
2013-03-27 10;347;0;0;0;0;0;0;0;0;0;0;17;7;1;0;0
2013-03-27 11;348;0;0;0;0;0;0;0;0;0;0;15;7;1;0;0
2013-03-27 12;347;0;0;0;0;0;0;0;0;0;0;15;8;1;0;0
2013-03-27 13;348;0;0;0;0;0;0;0;0;0;0;18;10;1;0;0
2013-03-27 14;347;0;0;0;0;0;0;0;0;0;0;17;7;1;0;0
2013-03-27 15;348;0;0;0;0;0;0;0;0;0;0;13;6;1;0;0
2013-03-27 16;347;0;0;212;212.0;0;0;0;0;0;0;14;7;1;0;0
2013-03-27 17;348;0;0;0;0;0;0;0;0;0;0;17;6;1;0;0
2013-03-27 18;347;0;0;1683;1683.0;0;0;0;0;0;0;15;6;1;0;0
2013-03-27 19;139;0;0;0;0;0;0;0;0;0;0;11;7;1;0;0
2013-03-27 20;43;0;0;0;0;0;0;0;0;0;0;16;8;1;0;0
2013-03-28 18;87;0;0;232;232.0;1;7868;7868.0;0;0;0;14;8;1;0;0
2013-03-28 19;346;0;0;585;292.5;0;0;0;0;0;0;20;13;1;0;0
2013-03-28 20;348;0;0;363;363.0;0;0;0;0;0;0;22;12;1;0;0
2013-03-28 21;348;0;0;737;368.5;0;0;0;0;0;0;17;12;1;0;0
2013-03-28 22;343;0;0;2127;531.75;1;6461;6461.0;1;6857;6857.0;33;9;1;0;0
2013-03-28 23;348;0;0;879;219.75;0;0;0;0;0;0;21;8;1;0;0
2013-03-29 00;348;0;0;1230;205.0;1;6824;6824.0;1;6822;6822.0;18;8;1;0;0
2013-03-29 01;347;0;0;1694;423.5;0;0;0;0;0;0;18;10;1;0;0
2013-03-29 02;206;64;22;1765;220.625;0;0;0;0;0;0;97;10;1;0;0
2013-03-29 03;233;52;3;2038;679.3333333333334;0;0;0;0;0;0;84;0;0;0;0
2013-03-29 04;346;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0
2013-03-29 05;334;0;0;0;0;0;0;0;1;4339;4339.0;8;1;1;0;0
2013-03-29 06;298;36;0;81;81.0;0;0;0;0;0;0;5;0;1;0;0
2013-03-29 07;347;0;0;0;0;1;25966;25966.0;1;25966;25966.0;7;0;1;0;0
2013-03-29 08;348;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-29 09;347;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-03-29 10;347;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-03-29 11;348;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-29 12;347;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-03-29 13;348;0;0;0;0;0;0;0;0;0;0;10;1;1;0;0
2013-03-29 14;232;26;25;262;262.0;1;16185;16185.0;0;0;0;87;1;2;0;0
2013-03-29 15;347;0;0;0;0;0;0;0;0;0;0;19;13;1;0;0
2013-03-29 16;348;0;0;353;353.0;0;0;0;0;0;0;23;11;1;0;0
2013-03-29 17;343;0;0;71;71.0;0;0;0;0;0;0;21;12;1;0;0
2013-03-29 18;347;0;0;0;0;0;0;0;0;0;0;24;8;1;0;0
2013-03-29 19;348;0;0;1069;534.5;1;4256;4256.0;0;0;0;19;10;1;0;0
2013-03-29 20;347;0;0;2573;643.25;0;0;0;0;0;0;22;11;1;0;0
2013-03-29 21;338;0;0;2410;482.0;0;0;0;0;0;0;20;9;1;0;0
2013-03-29 22;238;61;39;2068;689.3333333333334;1;5751;5751.0;1;6956;6956.0;164;4;1;0;0
2013-03-29 23;253;65;13;5255;2627.5;0;0;0;0;0;0;132;0;0;0;0
2013-03-30 00;203;134;0;1423;711.5;0;0;0;0;0;0;237;7;1;0;0
2013-03-30 01;192;55;40;4285;1071.25;0;0;0;0;0;0;78;4;0;0;0
2013-03-30 02;277;36;0;2390;1195.0;0;0;0;0;0;0;21;0;0;0;0
2013-03-30 03;286;19;0;584;292.0;0;0;0;1;4732;4732.0;50;0;1;0;0
2013-03-30 04;301;2;0;3289;1096.3333333333333;0;0;0;0;0;0;32;0;1;0;0
2013-03-30 05;246;39;9;1230;615.0;0;0;0;0;0;0;86;1;2;0;0
2013-03-30 06;339;0;0;1574;524.6666666666666;0;0;0;0;0;0;5;0;1;0;0
2013-03-30 07;348;0;0;0;0;1;28763;28763.0;1;28881;28881.0;8;0;1;0;0
2013-03-30 08;347;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-30 09;347;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0
