date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-29 02;48;0;0;837;209.25;0;0;0;0;0;0;15;7;1;0;0
2013-03-29 04;39;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0
2013-03-29 05;346;0;0;0;0;1;3745;3745.0;1;33288;33288.0;7;1;1;0;0
2013-03-29 06;347;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0
2013-03-29 07;345;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-03-29 08;346;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0
2013-03-29 09;348;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-29 10;348;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-29 11;347;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-29 12;348;0;0;101;101.0;0;0;0;0;0;0;6;1;1;0;0
2013-03-29 13;347;0;0;91;91.0;0;0;0;0;0;0;8;1;1;0;0
2013-03-29 14;247;41;5;272;136.0;0;0;0;1;12434;12434.0;137;6;2;0;0
2013-03-29 15;347;0;0;0;0;0;0;0;0;0;0;18;6;1;0;0
2013-03-29 16;347;0;0;393;393.0;0;0;0;0;0;0;23;8;1;0;0
2013-03-29 17;347;0;0;91;91.0;0;0;0;0;0;0;21;6;1;0;0
2013-03-29 18;343;0;0;171;171.0;0;0;0;1;22816;22816.0;24;12;1;0;0
2013-03-29 19;345;0;0;2126;708.6666666666666;0;0;0;0;0;0;23;10;1;0;0
2013-03-29 20;346;0;0;1458;1458.0;0;0;0;0;0;0;18;7;1;0;0
2013-03-29 21;347;0;0;2601;433.5;0;0;0;0;0;0;21;9;1;0;0
2013-03-29 22;347;0;0;403;134.33333333333334;0;0;0;0;0;0;18;11;1;0;0
2013-03-29 23;348;0;0;141;141.0;0;0;0;0;0;0;21;6;1;0;0
2013-03-30 00;343;0;0;1018;509.0;0;0;0;0;0;0;22;12;1;0;0
