date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;347;0;0;0;0;0;0;0;0;0;0;22;6;1;0;0
2013-03-27 06;348;0;0;0;0;0;0;0;0;0;0;22;8;1;0;0
2013-03-27 07;347;0;0;0;0;0;0;0;0;0;0;20;7;1;0;0
2013-03-27 08;348;0;0;0;0;0;0;0;0;0;0;19;6;1;0;0
2013-03-27 09;347;0;0;0;0;0;0;0;0;0;0;18;11;1;0;0
2013-03-27 10;348;0;0;0;0;0;0;0;0;0;0;18;7;1;0;0
2013-03-27 11;347;0;0;0;0;0;0;0;0;0;0;22;6;1;0;0
2013-03-27 12;348;0;0;0;0;0;0;0;0;0;0;20;8;1;0;0
2013-03-27 13;347;0;0;0;0;0;0;0;0;0;0;17;7;1;0;0
2013-03-27 14;348;0;0;0;0;0;0;0;0;0;0;19;8;1;0;0
2013-03-27 15;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013-03-27 19;40;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-03-27 20;17;2;0;0;0;0;0;0;0;0;0;17;10;1;0;0
2013-03-27 22;240;24;47;3859;964.75;1;3689;3689.0;1;3689;3689.0;188;15;1;0;0
2013-03-27 23;264;30;12;1713;856.5;0;0;0;1;4410;4410.0;42;1;0;0;0
2013-03-28 00;348;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0
2013-03-28 01;137;100;29;4274;2137.0;1;4118;4118.0;1;4164;4164.0;72;0;0;0;0
2013-03-28 02;239;68;2;10562;10562.0;1;7721;7721.0;1;21168;21168.0;14;2;0;0;0
2013-03-28 03;318;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0
2013-03-28 04;188;98;7;0;0;1;13437;13437.0;0;0;0;12;0;0;0;0
2013-03-28 05;126;132;6;1644;822.0;0;0;0;0;0;0;10;1;0;0;0
2013-03-28 06;43;243;3;3714;1857.0;0;0;0;0;0;0;7;0;0;0;0
2013-03-28 07;86;127;14;2930;1465.0;0;0;0;0;0;0;15;0;0;0;0
2013-03-28 08;304;23;11;322;161.0;1;29818;29818.0;1;31816;31816.0;56;2;0;0;0
2013-03-28 09;347;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0
2013-03-28 10;348;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0
2013-03-28 11;347;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0
2013-03-28 12;348;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0
2013-03-28 13;347;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0
2013-03-28 14;347;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0
2013-03-28 15;347;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0
2013-03-28 16;346;0;0;374;374.0;0;0;0;0;0;0;16;0;0;0;0
2013-03-28 17;280;31;0;2714;1357.0;0;0;0;0;0;0;84;7;0;0;0
2013-03-28 18;282;32;0;1028;257.0;0;0;0;0;0;0;73;17;0;0;0
2013-03-28 19;258;59;0;2420;1210.0;1;5739;5739.0;0;0;0;97;17;0;0;0
2013-03-28 20;262;56;0;2521;840.3333333333334;0;0;0;1;5347;5347.0;85;8;0;0;0
2013-03-28 21;343;0;0;4579;1526.3333333333333;0;0;0;0;0;0;26;24;0;0;0
2013-03-28 22;272;18;0;1089;363.0;1;3891;3891.0;0;0;0;99;45;0;0;0
2013-03-28 23;268;41;19;4187;2093.5;1;19735;19735.0;0;0;0;106;1;0;0;0
2013-03-29 00;184;20;9;1613;537.6666666666666;0;0;0;1;17963;17963.0;137;2;0;0;0
2013-03-29 01;284;0;0;3156;789.0;0;0;0;0;0;0;8;0;0;0;0
2013-03-29 02;216;53;5;2996;998.6666666666666;0;0;0;0;0;0;154;0;0;0;0
2013-03-29 03;343;1;0;1727;575.6666666666666;0;0;0;0;0;0;24;0;0;0;0
2013-03-29 04;312;10;0;3044;761.0;0;0;0;0;0;0;70;1;0;0;0
2013-03-29 05;282;46;0;0;0;0;0;0;1;31459;31459.0;93;1;0;0;0
2013-03-29 06;330;3;0;0;0;1;30511;30511.0;0;0;0;26;0;0;0;0
2013-03-29 07;347;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0
2013-03-29 08;348;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0
2013-03-29 09;347;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0
2013-03-29 10;348;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0
2013-03-29 11;347;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0
2013-03-29 12;348;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0
2013-03-29 13;347;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0
2013-03-29 14;313;14;0;907;453.5;1;21662;21662.0;1;21596;21596.0;96;0;0;0;0
2013-03-29 15;263;55;0;1656;236.57142857142858;0;0;0;0;0;0;119;0;0;0;0
2013-03-29 16;323;15;0;3652;1217.3333333333333;0;0;0;0;0;0;95;0;0;0;0
2013-03-29 17;316;15;0;1088;272.0;0;0;0;0;0;0;117;6;0;0;0
2013-03-29 18;276;44;8;6204;1551.0;0;0;0;0;0;0;92;9;0;0;0
2013-03-29 19;346;0;0;0;0;0;0;0;0;0;0;41;4;0;0;0
2013-03-29 20;263;29;17;1624;324.8;0;0;0;0;0;0;111;2;0;0;0
2013-03-29 21;345;0;0;1210;302.5;0;0;0;0;0;0;31;0;0;0;0
2013-03-29 22;334;0;0;827;165.4;0;0;0;0;0;0;21;0;1;0;0
2013-03-29 23;347;0;0;5154;1718.0;1;4606;4606.0;1;7368;7368.0;9;0;1;0;0
2013-03-30 00;344;0;0;272;272.0;0;0;0;0;0;0;5;0;1;0;0
2013-03-30 01;260;57;3;7453;2484.3333333333335;1;18813;18813.0;1;19520;19520.0;54;1;2;0;0
2013-03-30 02;326;0;0;0;0;0;0;0;0;0;0;10;1;1;0;0
2013-03-30 03;339;0;0;4327;4327.0;0;0;0;0;0;0;13;1;1;0;0
2013-03-30 04;334;0;0;2158;1079.0;0;0;0;0;0;0;18;0;1;0;0
2013-03-30 05;275;18;0;3268;3268.0;0;0;0;0;0;0;20;0;1;0;0
2013-03-30 06;241;56;0;757;757.0;1;25061;25061.0;0;0;0;57;0;2;0;0
2013-03-30 07;347;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-03-30 08;348;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-30 09;347;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0
2013-03-30 10;348;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-03-30 11;347;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-03-30 12;348;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0
2013-03-30 13;343;0;0;413;413.0;1;19840;19840.0;0;0;0;12;0;1;0;0
2013-03-30 14;247;31;0;1120;373.3333333333333;0;0;0;0;0;0;114;0;1;0;0
2013-03-30 15;0;23;6;756;252.0;0;0;0;0;0;0;32;0;1;0;0
2013-03-30 16;161;23;16;1179;235.8;0;0;0;0;0;0;78;0;0;0;0
2013-03-30 17;91;46;5;504;126.0;0;0;0;0;0;0;295;1;0;0;0
2013-03-30 18;348;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2013-03-30 19;143;11;7;2179;544.75;1;5487;5487.0;0;0;0;823;0;0;0;0
