date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 15;168;0;0;2470;2470.0;0;0;0;0;0;0;20;8;1;0;0
2013-03-27 16;286;23;5;70;70.0;0;0;0;0;0;0;66;11;2;0;0
2013-03-27 17;181;132;1;1412;706.0;0;0;0;0;0;0;192;8;2;0;0
2013-03-27 18;269;25;32;4415;1471.6666666666667;0;0;0;0;0;0;144;7;2;0;0
2013-03-27 19;285;31;0;0;0;0;0;0;0;0;0;117;2;1;0;0
2013-03-27 20;86;99;3;666;666.0;0;0;0;0;0;0;239;11;2;0;0
2013-03-27 21;176;68;14;1643;1643.0;0;0;0;0;0;0;187;10;1;0;0
2013-03-27 22;139;96;22;1973;493.25;0;0;0;0;0;0;79;2;3;0;0
2013-03-27 23;239;54;5;806;201.5;1;3833;3833.0;1;10014;10014.0;212;5;3;0;0
2013-03-28 00;348;0;0;0;0;1;5520;5520.0;0;0;0;1;2;1;0;0
2013-03-28 01;348;0;0;0;0;0;0;0;0;0;0;4;2;1;0;0
2013-03-28 02;320;0;0;0;0;0;0;0;0;0;0;6;2;2;0;0
2013-03-28 03;331;5;0;694;347.0;0;0;0;0;0;0;8;2;2;0;0
2013-03-28 04;338;3;0;304;152.0;1;21744;21744.0;1;21754;21754.0;1;2;2;0;0
2013-03-28 05;342;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
2013-03-28 06;346;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0
2013-03-28 07;340;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0
2013-03-28 08;347;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0
2013-03-28 09;344;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0
2013-03-28 10;330;0;0;0;0;1;4572;4572.0;1;4579;4579.0;3;2;2;0;0
2013-03-28 11;341;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0
2013-03-28 12;351;0;0;0;0;1;4114;4114.0;1;5695;5695.0;3;1;1;0;0
