date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;256;69;17;433;144.33333333333334;0;0;0;0;0;0;84;12;1;0;0
2013-03-27 06;317;14;4;232;232.0;1;19820;19820.0;1;23063;23063.0;60;0;2;0;0
2013-03-27 07;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;4
2013-03-27 08;348;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0
2013-03-27 09;348;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-03-27 10;348;0;0;0;0;0;0;0;0;0;0;10;0;1;0;4
2013-03-27 11;343;0;0;0;0;1;3936;3936.0;0;0;0;10;0;1;0;0
2013-03-27 12;348;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-27 13;343;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0
2013-03-27 14;204;83;33;1008;1008.0;0;0;0;0;0;0;163;1;2;0;0
2013-03-27 15;331;0;0;3024;3024.0;0;0;0;0;0;0;12;10;1;0;0
2013-03-27 16;289;38;0;4678;1559.3333333333333;1;4092;4092.0;1;4091;4091.0;52;15;2;0;0
2013-03-27 17;152;160;23;0;0;0;0;0;0;0;0;233;10;2;0;0
2013-03-27 18;204;102;13;1946;648.6666666666666;0;0;0;0;0;0;281;2;2;0;1
2013-03-27 19;326;0;0;464;232.0;1;5191;5191.0;1;10999;10999.0;9;1;1;0;0
2013-03-27 20;343;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0
2013-03-27 21;347;0;0;0;0;1;5296;5296.0;0;0;0;7;1;1;0;0
2013-03-27 22;341;0;0;0;0;0;0;0;0;0;0;14;1;1;0;1
2013-03-27 23;236;56;0;1542;1542.0;1;5156;5156.0;1;5155;5155.0;104;1;2;0;1
2013-03-28 00;341;5;0;2298;2298.0;0;0;0;0;0;0;35;18;1;0;0
2013-03-28 01;278;26;1;1965;655.0;0;0;0;0;0;0;60;28;1;0;0
2013-03-28 02;294;34;0;111;111.0;0;0;0;0;0;0;29;19;2;0;0
2013-03-28 03;343;0;0;91;91.0;0;0;0;0;0;0;5;1;1;0;4
2013-03-28 04;300;13;19;1009;504.5;0;0;0;0;0;0;28;2;1;0;0
2013-03-28 05;261;52;21;1170;585.0;1;4173;4173.0;1;4202;4202.0;73;4;2;0;2
2013-03-28 06;345;0;0;0;0;1;21892;21892.0;1;24699;24699.0;10;1;1;0;0
