date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 19;18;0;0;0;0;0;0;0;0;0;0;12;7;1;0;0
2013-03-27 20;22;0;0;0;0;0;0;0;0;0;0;19;7;1;0;0
2013-04-01 23;55;3;0;1553;1553.0;0;0;0;0;0;0;14;7;1;0;0
2013-04-02 00;205;71;0;2894;964.6666666666666;1;5494;5494.0;1;6570;6570.0;210;16;1;0;0
2013-04-02 01;279;3;0;0;0;0;0;0;0;0;0;147;1;1;0;0
2013-04-02 02;228;25;0;2009;669.6666666666666;0;0;0;0;0;0;146;1;2;0;0
2013-04-02 03;9;0;0;4882;2441.0;1;8184;8184.0;0;0;0;22;2;0;0;0
2013-04-02 04;60;0;0;3343;1671.5;0;0;0;0;0;0;21;2;0;0;0
2013-04-02 05;82;23;0;2311;2311.0;0;0;0;0;0;0;57;2;0;0;0
2013-04-02 06;193;42;0;2159;719.6666666666666;1;4803;4803.0;1;4864;4864.0;216;0;1;0;0
2013-04-02 07;347;0;0;1775;887.5;0;0;0;1;29904;29904.0;7;0;0;0;0
2013-04-02 08;312;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0
2013-04-02 09;339;0;0;0;0;1;24932;24932.0;0;0;0;12;0;1;0;0
2013-04-02 10;348;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-04-02 11;347;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-04-02 12;348;0;0;0;0;0;0;0;0;0;0;12;0;1;0;5
2013-04-02 13;347;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-04-02 14;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-04-02 15;347;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-04-02 16;341;0;0;171;85.5;1;7850;7850.0;0;0;0;12;0;1;0;0
2013-04-02 17;251;22;6;2218;554.5;0;0;0;0;0;0;484;0;2;0;0
2013-04-02 18;237;21;0;4693;2346.5;0;0;0;0;0;0;206;1;3;0;0
2013-04-02 19;165;96;0;6717;3358.5;0;0;0;0;0;0;353;3;1;0;0
2013-04-02 20;348;0;0;0;0;0;0;0;0;0;0;8;7;0;0;0
