date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 05;347;0;0;0;0;1;27385;27385.0;0;0;0;10;2;1;0;0
2013-03-27 06;348;0;0;0;0;0;0;0;0;0;0;11;1;1;0;0
2013-03-27 07;347;0;0;0;0;0;0;0;0;0;0;11;1;1;0;0
2013-03-27 08;348;0;0;0;0;0;0;0;0;0;0;10;1;1;0;0
2013-03-27 09;347;0;0;0;0;0;0;0;0;0;0;14;1;1;0;0
2013-03-27 10;347;0;0;0;0;0;0;0;0;0;0;12;1;1;0;0
2013-03-27 11;348;0;0;0;0;0;0;0;0;0;0;17;1;1;0;0
2013-03-27 12;331;0;0;0;0;0;0;0;0;0;0;15;1;1;0;0
2013-03-27 13;253;60;0;342;171.0;0;0;0;0;0;0;53;1;1;0;0
2013-03-27 14;261;51;17;1927;642.3333333333334;0;0;0;0;0;0;110;1;2;0;0
2013-03-27 15;340;2;0;3550;3550.0;1;3839;3839.0;1;3837;3837.0;14;9;1;0;0
2013-03-27 16;176;92;0;1804;601.3333333333334;0;0;0;0;0;0;96;11;2;0;0
2013-03-27 17;303;16;0;182;182.0;0;0;0;0;0;0;48;7;1;0;0
2013-03-27 18;326;0;0;1463;487.6666666666667;0;0;0;0;0;0;11;0;1;0;0
2013-03-27 19;337;1;0;928;309.3333333333333;0;0;0;0;0;0;12;2;1;0;0
2013-03-27 20;281;45;0;1725;1725.0;1;5033;5033.0;1;4986;4986.0;69;50;2;0;0
2013-03-27 21;276;24;0;2331;777.0;0;0;0;0;0;0;54;14;1;0;0
2013-03-27 22;275;57;0;2625;1312.5;1;4182;4182.0;1;4155;4155.0;109;4;1;0;0
2013-03-27 23;321;25;0;1824;456.0;0;0;0;0;0;0;40;15;1;0;1
2013-03-28 00;341;0;0;2784;928.0;1;5630;5630.0;1;6925;6925.0;18;16;1;0;0
2013-03-28 01;289;44;0;1564;1564.0;0;0;0;0;0;0;53;17;2;0;0
2013-03-28 02;340;0;0;0;0;1;7663;7663.0;0;0;0;13;2;1;0;0
2013-03-28 03;348;0;0;0;0;0;0;0;0;0;0;10;2;1;0;0
2013-03-28 04;271;36;12;535;535.0;0;0;0;0;0;0;76;2;2;0;0
2013-03-28 05;243;44;0;886;147.66666666666666;0;0;0;1;33848;33848.0;41;0;1;0;0
2013-03-28 06;347;1;0;495;123.75;1;32675;32675.0;0;0;0;16;1;1;0;0
2013-03-28 07;348;0;0;333;333.0;0;0;0;0;0;0;12;1;1;0;0
2013-03-28 08;347;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0
2013-03-28 09;348;0;0;0;0;0;0;0;0;0;0;10;1;1;0;0
2013-03-28 10;347;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0
2013-03-28 11;348;0;0;0;0;0;0;0;0;0;0;13;1;1;0;0
2013-03-28 12;347;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0
2013-03-28 13;348;0;0;0;0;0;0;0;0;0;0;10;1;1;0;0
2013-03-28 14;347;0;0;0;0;0;0;0;0;0;0;11;1;1;0;0
2013-03-28 15;336;0;0;0;0;0;0;0;0;0;0;13;1;1;0;0
2013-03-28 16;220;56;33;1675;558.3333333333334;1;5684;5684.0;1;3829;3829.0;96;3;2;0;0
2013-03-28 17;309;22;3;3065;1532.5;1;6539;6539.0;0;0;0;35;8;1;0;0
2013-03-28 18;282;47;0;6494;3247.0;0;0;0;1;5345;5345.0;73;9;1;0;0
2013-03-28 19;340;0;0;0;0;1;20235;20235.0;0;0;0;7;6;0;0;0
2013-03-28 20;299;8;17;6364;2121.3333333333335;0;0;0;1;20062;20062.0;46;19;1;0;0
2013-03-28 21;347;0;0;0;0;0;0;0;0;0;0;16;9;1;0;0
2013-03-28 22;346;0;0;3129;3129.0;0;0;0;0;0;0;16;6;1;0;0
2013-03-28 23;270;49;12;4185;2092.5;0;0;0;0;0;0;84;5;2;0;0
2013-03-29 00;332;5;3;1099;549.5;0;0;0;0;0;0;34;2;1;0;1
2013-03-29 01;217;80;0;9655;2413.75;0;0;0;0;0;0;57;3;1;0;0
2013-03-29 02;209;27;1;0;0;0;0;0;1;6021;6021.0;17;2;1;0;0
2013-03-29 03;309;0;0;0;0;0;0;0;0;0;0;14;2;1;0;0
2013-03-29 04;256;44;0;161;80.5;0;0;0;1;33624;33624.0;77;5;2;0;0
2013-03-29 05;347;0;0;0;0;1;29249;29249.0;0;0;0;10;3;1;0;0
2013-03-29 06;348;0;0;0;0;0;0;0;0;0;0;12;2;1;0;0
2013-03-29 07;347;0;0;0;0;0;0;0;0;0;0;12;1;1;0;0
2013-03-29 08;348;0;0;0;0;0;0;0;0;0;0;11;1;1;0;0
2013-03-29 09;347;0;0;0;0;0;0;0;0;0;0;10;1;1;0;0
2013-03-29 10;348;0;0;60;60.0;0;0;0;0;0;0;11;1;1;0;0
2013-03-29 11;347;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0
2013-03-29 12;348;0;0;0;0;0;0;0;0;0;0;14;1;1;0;0
2013-03-29 13;348;0;0;0;0;0;0;0;0;0;0;14;1;1;0;0
2013-03-29 14;229;62;29;5619;1873.0;0;0;0;0;0;0;132;4;2;0;0
2013-03-29 15;328;2;0;0;0;0;0;0;0;0;0;15;10;1;0;0
2013-03-29 16;275;64;0;494;123.5;0;0;0;0;0;0;97;15;2;0;0
2013-03-29 17;285;19;0;2269;453.8;1;3857;3857.0;1;4223;4223.0;56;14;1;0;0
2013-03-29 18;299;31;0;373;186.5;0;0;0;0;0;0;27;0;1;0;0
2013-03-29 19;257;8;0;111;111.0;0;0;0;1;4549;4549.0;16;2;1;0;0
2013-03-29 20;347;0;0;150;75.0;0;0;0;0;0;0;7;3;1;0;0
2013-03-29 21;338;0;0;61;61.0;0;0;0;0;0;0;3;0;1;0;0
2013-03-29 22;324;4;0;5772;5772.0;0;0;0;0;0;0;44;0;1;0;0
2013-03-29 23;310;10;0;716;716.0;0;0;0;0;0;0;23;1;1;0;1
2013-03-30 00;202;44;0;1876;469.0;1;13943;13943.0;1;14647;14647.0;9;2;1;0;0
2013-03-30 01;347;0;0;4467;1116.75;0;0;0;0;0;0;10;1;1;0;0
2013-03-30 02;348;0;0;2097;2097.0;0;0;0;0;0;0;11;2;1;0;0
2013-03-30 03;346;0;0;4355;871.0;0;0;0;0;0;0;12;1;1;0;0
2013-03-30 04;323;25;0;1543;514.3333333333334;0;0;0;0;0;0;33;0;1;0;0
2013-03-30 05;268;31;0;1230;615.0;1;3668;3668.0;0;0;0;40;0;1;0;0
2013-03-30 06;348;0;0;1734;346.8;0;0;0;0;0;0;11;0;1;0;0
2013-03-30 07;347;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0
2013-03-30 08;347;0;0;0;0;0;0;0;0;0;0;11;1;1;0;0
2013-03-30 09;348;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-03-30 10;347;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-03-30 11;348;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-03-30 12;347;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-03-30 13;346;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-30 14;348;0;0;171;171.0;0;0;0;0;0;0;11;0;1;0;0
2013-03-30 15;348;0;0;202;202.0;0;0;0;0;0;0;11;0;1;0;0
2013-03-30 16;347;0;0;404;101.0;0;0;0;0;0;0;15;1;1;0;0
2013-03-30 17;225;90;7;2451;817.0;1;8786;8786.0;0;0;0;68;1;1;0;0
2013-03-30 18;281;50;2;717;239.0;0;0;0;1;3779;3779.0;42;0;2;0;0
2013-03-30 19;335;3;0;666;333.0;0;0;0;0;0;0;7;0;1;0;0
2013-03-30 20;283;3;0;2368;296.0;0;0;0;0;0;0;6;0;1;0;0
2013-03-30 21;241;23;0;1440;288.0;1;4680;4680.0;1;4597;4597.0;15;0;1;0;0
2013-03-30 22;322;21;4;0;0;0;0;0;0;0;0;53;1;1;0;0
2013-03-30 23;187;122;0;466;116.5;0;0;0;0;0;0;183;4;1;0;1
2013-03-31 00;168;46;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-31 01;340;1;0;5880;5880.0;1;12427;12427.0;1;12323;12323.0;10;2;1;0;0
2013-03-31 03;347;0;0;1110;555.0;0;0;0;0;0;0;8;2;1;0;0
2013-03-31 04;302;41;0;3512;1170.6666666666667;1;7845;7845.0;1;7866;7866.0;59;4;1;0;0
2013-03-31 05;347;0;0;1190;396.6666666666667;0;0;0;0;0;0;11;0;1;0;0
2013-03-31 06;348;0;0;2533;633.25;0;0;0;0;0;0;8;0;1;0;0
2013-03-31 07;348;0;0;595;297.5;0;0;0;0;0;0;13;0;1;0;0
2013-03-31 08;348;0;0;70;70.0;0;0;0;0;0;0;10;0;1;0;0
2013-03-31 09;347;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-03-31 10;348;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0
2013-03-31 11;347;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0
2013-03-31 12;347;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-03-31 13;348;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-03-31 14;347;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0
2013-03-31 15;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-03-31 16;347;0;0;0;0;0;0;0;0;0;0;13;1;1;0;0
2013-03-31 17;191;118;5;100;100.0;1;9909;9909.0;0;0;0;54;0;2;0;0
2013-03-31 18;269;39;0;1141;380.3333333333333;0;0;0;1;5377;5377.0;19;0;1;0;0
2013-03-31 19;341;0;0;0;0;1;5138;5138.0;1;5184;5184.0;8;1;1;0;0
2013-03-31 20;348;0;0;81;81.0;0;0;0;0;0;0;8;0;1;0;0
2013-03-31 21;324;0;0;111;111.0;0;0;0;0;0;0;10;0;1;0;0
2013-03-31 22;279;58;0;475;237.5;0;0;0;0;0;0;54;24;1;0;0
2013-03-31 23;343;0;0;1284;214.0;1;3973;3973.0;0;0;0;20;20;1;0;0
2013-04-01 00;252;70;0;564;188.0;0;0;0;1;4635;4635.0;79;19;2;0;0
2013-04-01 01;348;0;0;4783;2391.5;0;0;0;0;0;0;13;3;1;0;4
2013-04-01 02;294;6;0;1160;1160.0;1;8958;8958.0;0;0;0;14;4;1;0;0
2013-04-01 03;347;0;0;111;111.0;0;0;0;0;0;0;9;4;1;0;0
2013-04-01 04;347;0;0;605;201.66666666666666;0;0;0;0;0;0;6;3;1;0;0
2013-04-01 05;337;0;0;222;222.0;1;29085;29085.0;0;0;0;7;2;1;0;0
2013-04-01 06;347;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0
2013-04-01 07;348;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0
2013-04-01 08;347;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0
2013-04-01 09;348;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-04-01 10;347;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0
2013-04-01 11;348;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0
2013-04-01 12;347;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
2013-04-01 13;343;0;0;60;60.0;0;0;0;0;0;0;9;0;1;0;0
2013-04-01 14;293;0;43;1443;481.0;1;4837;4837.0;1;4832;4832.0;65;2;2;0;0
