date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-27 19;9;0;0;0;0;0;0;0;0;0;0;10;5;1;0;0
2013-03-27 20;22;0;0;0;0;0;0;0;0;0;0;10;5;1;0;0
2013-04-01 20;323;0;0;796;265.3333333333333;1;9868;9868.0;0;0;0;23;16;1;0;0
2013-04-01 21;347;0;0;544;181.33333333333334;0;0;0;0;0;0;19;7;1;0;0
2013-04-01 22;348;0;0;2481;827.0;0;0;0;0;0;0;20;10;1;0;0
2013-04-01 23;341;0;0;1533;766.5;1;5999;5999.0;0;0;0;17;13;1;0;0
2013-04-02 00;347;0;0;91;91.0;0;0;0;0;0;0;24;11;1;0;0
2013-04-02 01;348;0;0;556;278.0;0;0;0;0;0;0;18;8;1;0;0
2013-04-02 02;347;0;0;0;0;0;0;0;0;0;0;19;9;1;0;0
2013-04-02 03;343;0;0;706;235.33333333333334;0;0;0;0;0;0;23;9;1;0;0
2013-04-02 04;346;0;0;0;0;0;0;0;1;25306;25306.0;21;8;1;0;0
2013-04-02 05;346;0;0;0;0;0;0;0;0;0;0;17;9;1;0;0
2013-04-02 06;348;0;0;0;0;0;0;0;0;0;0;26;12;1;0;0
2013-04-02 07;348;0;0;0;0;0;0;0;0;0;0;21;11;1;0;0
2013-04-02 08;346;0;0;0;0;0;0;0;0;0;0;23;12;1;0;0
2013-04-02 09;346;0;0;0;0;0;0;0;0;0;0;24;10;1;0;0
2013-04-02 10;348;0;0;131;131.0;0;0;0;0;0;0;22;11;1;0;0
2013-04-02 11;348;0;0;0;0;0;0;0;0;0;0;22;10;1;0;0
2013-04-02 12;347;0;0;685;228.33333333333334;0;0;0;1;9973;9973.0;25;11;1;0;0
2013-04-02 13;348;0;0;0;0;0;0;0;0;0;0;23;10;1;0;0
2013-04-02 14;347;0;0;0;0;0;0;0;0;0;0;18;11;1;0;0
2013-04-02 15;348;0;0;0;0;0;0;0;0;0;0;19;9;1;0;0
2013-04-02 16;347;0;0;322;322.0;0;0;0;0;0;0;20;13;1;0;0
2013-04-02 17;348;0;0;494;247.0;0;0;0;0;0;0;25;12;1;0;0
2013-04-02 18;347;0;0;81;81.0;0;0;0;0;0;0;19;13;1;0;0
2013-04-02 19;339;5;0;1190;396.6666666666667;0;0;0;0;0;0;18;12;1;0;0
2013-04-02 20;302;7;0;50;50.0;0;0;0;0;0;0;39;16;1;0;0
2013-04-02 21;341;0;0;726;363.0;0;0;0;0;0;0;12;16;1;0;0
2013-04-02 22;345;0;0;434;144.66666666666666;0;0;0;0;0;0;18;19;1;0;0
2013-04-02 23;342;0;0;1624;324.8;0;0;0;0;0;0;18;15;1;0;0
2013-04-03 00;261;50;0;878;439.0;0;0;0;1;4437;4437.0;141;11;2;0;0
2013-04-03 01;333;0;0;594;594.0;0;0;0;0;0;0;12;0;1;0;0
2013-04-03 02;345;0;0;654;218.0;0;0;0;1;3953;3953.0;12;0;1;0;4
