date;stationary_count;walking_count;running_count;total_conversation_duration;average_conversation_duration;phone_lock_count;total_phone_lock_duration;average_phone_lock_duration;dark_environment_count;total_dark_environment_duration;average_dark_environment_duration;unique_wifi_networks;unique_bluetooth_devices;unique_positions;mood;stress
2013-03-28 18;12;0;0;0;0;0;0;0;0;0;0;13;11;1;0;0
2013-03-28 19;334;0;0;1896;948.0;1;3820;3820.0;0;0;0;24;11;1;0;0
2013-03-28 20;340;0;0;222;222.0;0;0;0;0;0;0;21;16;1;0;0
2013-03-28 21;347;0;0;1240;413.3333333333333;1;26213;26213.0;0;0;0;23;17;1;0;0
2013-03-28 22;348;0;0;1674;279.0;0;0;0;0;0;0;23;16;1;0;0
2013-03-28 23;347;0;0;826;275.3333333333333;0;0;0;0;0;0;23;15;1;0;0
2013-03-29 00;347;0;0;1127;187.83333333333334;0;0;0;0;0;0;26;15;1;0;0
2013-03-29 01;348;0;0;1200;300.0;0;0;0;0;0;0;24;15;1;0;0
2013-03-29 02;348;0;0;697;232.33333333333334;0;0;0;0;0;0;26;16;1;0;0
2013-03-29 03;348;0;0;847;423.5;0;0;0;0;0;0;29;16;1;0;0
2013-03-29 04;343;0;0;302;302.0;0;0;0;0;0;0;22;15;1;0;0
2013-03-29 05;347;0;0;0;0;0;0;0;0;0;0;25;15;1;0;0
2013-03-29 06;348;0;0;0;0;0;0;0;0;0;0;22;16;1;0;0
2013-03-29 07;347;0;0;0;0;0;0;0;1;11176;11176.0;19;16;1;0;0
2013-03-29 08;348;0;0;0;0;0;0;0;0;0;0;22;14;1;0;0
2013-03-29 09;347;0;0;0;0;0;0;0;0;0;0;22;17;1;0;0
2013-03-29 10;348;0;0;0;0;0;0;0;1;11102;11102.0;21;17;1;0;0
2013-03-29 11;347;0;0;0;0;0;0;0;0;0;0;25;15;1;0;0
2013-03-29 12;347;0;0;0;0;0;0;0;0;0;0;30;18;1;0;0
2013-03-29 13;348;0;0;0;0;0;0;0;1;4425;4425.0;32;18;1;0;0
2013-03-29 14;347;0;0;0;0;0;0;0;0;0;0;22;16;1;0;0
2013-03-29 15;348;0;0;0;0;0;0;0;0;0;0;25;15;1;0;0
2013-03-29 16;347;0;0;404;404.0;0;0;0;0;0;0;23;17;1;0;0
2013-03-29 17;348;0;0;81;81.0;0;0;0;0;0;0;24;17;1;0;0
2013-03-29 18;292;44;0;3984;3984.0;1;12085;12085.0;1;4790;4790.0;93;21;2;0;0
2013-03-29 19;287;30;0;0;0;0;0;0;1;7227;7227.0;50;10;2;0;0
2013-03-29 20;345;0;0;1784;446.0;0;0;0;0;0;0;23;15;1;0;0
2013-03-29 21;345;0;0;2340;390.0;1;3869;3869.0;0;0;0;25;12;1;0;0
2013-03-29 22;347;0;0;273;91.0;0;0;0;0;0;0;21;16;1;0;0
2013-03-29 23;272;68;0;5185;2592.5;1;5516;5516.0;1;5301;5301.0;117;0;1;0;0
2013-03-30 00;260;71;0;1513;756.5;0;0;0;0;0;0;103;14;2;0;0
2013-03-30 01;347;0;0;474;474.0;0;0;0;0;0;0;31;15;1;0;0
2013-03-30 02;345;0;0;0;0;0;0;0;0;0;0;28;17;1;0;0
2013-03-30 03;347;0;0;0;0;0;0;0;0;0;0;29;17;1;0;0
2013-03-30 04;348;0;0;0;0;0;0;0;0;0;0;28;16;1;0;0
2013-03-30 05;347;0;0;0;0;0;0;0;0;0;0;28;14;1;0;0
2013-03-30 06;348;0;0;0;0;0;0;0;0;0;0;24;16;1;0;0
2013-03-30 07;348;0;0;0;0;0;0;0;0;0;0;32;17;1;0;0
2013-03-30 08;348;0;0;0;0;0;0;0;0;0;0;25;16;1;0;0
2013-03-30 09;347;0;0;0;0;0;0;0;0;0;0;19;14;1;0;0
2013-03-30 10;348;0;0;0;0;0;0;0;0;0;0;23;14;1;0;0
